,0000100101,0000101100,0001000000,0001001011,0001100110,0001110010,0001111111,0010000011,0010010111,0011000101,0011111101,0100010000,0100101001,0100101010,0100111101,0101011010,0101100010,0110001110,0110100100,0110110011,0111010011,0111011111,0111101000,1000100100,1000101000,1001001010,1010000010,1010101011,1011001011,1011110010,1011111000,1011111110,1100010110,1100101011,1100111100,1101010001,1101011100,1110000011,1110010101,1110011011,1110110010,1110111111,1111001010,1111010010,1111100000,1111100111,1111101100,1111110100
0000100101,145,5,12,0,9,0,5,0,54,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101100,80,38,33,0,5,0,5,0,9,0,0,17,32,6,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000000,30,0,125,16,5,0,0,0,3,6,0,37,5,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0001001011,0,0,30,99,5,0,7,6,53,9,0,0,16,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100110,45,4,36,20,91,14,0,0,24,5,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110010,15,0,64,25,38,46,7,0,17,0,0,3,7,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111111,12,7,5,12,24,28,42,0,90,13,5,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000011,16,0,36,23,0,0,0,59,30,1,0,42,12,0,0,0,0,0,0,6,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
0010010111,5,0,6,5,0,0,0,32,152,4,0,31,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000101,41,0,26,12,6,0,0,13,69,70,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111101,24,22,3,10,0,12,34,0,82,24,14,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0100010000,0,0,74,5,0,0,0,0,12,0,0,127,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0100101001,46,6,1,12,0,0,2,9,14,0,0,47,83,2,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0100101010,18,6,8,0,27,2,0,0,8,0,0,43,54,9,0,3,2,0,0,0,42,0,0,0,13,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100111101,36,21,7,0,0,0,16,0,71,0,8,28,12,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,7,0,0,4,0,0,0,0,0,0
0101011010,0,0,49,43,5,32,7,0,5,0,0,26,5,0,0,13,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0101100010,24,0,35,27,65,19,0,0,0,0,0,25,20,7,0,5,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0110001110,10,6,10,3,0,0,0,21,25,31,0,62,15,5,0,8,0,0,0,0,8,0,0,0,13,0,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110100100,84,33,1,0,5,0,0,0,9,9,0,73,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,6,0,0,3
0110110011,5,0,16,5,0,15,2,10,58,0,0,43,29,0,0,0,0,0,0,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0
0111010011,0,0,21,48,0,14,3,20,60,9,0,20,0,0,0,0,0,0,0,7,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0
0111011111,0,0,0,23,0,3,17,6,96,46,3,13,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0
0111101000,21,25,6,13,13,5,0,0,0,8,5,38,57,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0
1000100100,94,29,17,0,7,0,0,0,13,0,0,20,0,0,0,0,0,0,3,0,0,0,0,14,7,0,0,0,0,0,0,0,39,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1000101000,33,21,22,0,0,5,0,0,0,0,0,15,75,3,0,0,0,0,0,0,0,0,0,21,7,8,0,0,0,0,7,0,20,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1001001010,0,0,37,58,26,5,0,0,8,0,0,0,0,0,0,21,0,0,0,0,5,0,0,0,21,5,8,0,9,0,7,0,32,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0
1010000010,21,0,37,5,0,0,0,37,7,3,0,70,0,0,0,0,0,0,0,0,0,0,0,5,12,2,6,0,0,0,7,0,34,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1010101011,46,0,0,12,0,0,7,21,21,6,0,8,56,0,0,0,0,0,0,7,0,0,0,0,24,0,6,5,6,0,2,0,5,8,0,0,0,8,0,2,0,0,0,0,0,0,0,0
1011001011,0,0,4,80,0,0,4,36,13,32,0,4,5,0,0,0,0,0,0,0,17,0,0,0,7,16,3,6,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0
1011110010,11,0,25,12,27,34,5,10,4,0,0,13,4,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,3,13,7,41,0,0,0,0,0,0,0,7,0,0,8,7,0,0,2
1011111000,0,16,30,8,0,23,8,0,11,0,12,31,24,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,8,21,6,10,0,4,0,0,0,0,0,0,0,0,0,0,0,5,2
1011111110,0,20,4,9,29,41,14,0,23,11,3,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,4,0,39,0,0,0,0,0,0,0,0,7,0,0,0,0,8,5
1100010110,0,0,2,0,8,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,31,0,0,9,0,0,0,0,0,0,0,0,110,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1100101011,30,0,0,21,17,0,6,0,9,0,0,21,65,8,0,0,0,0,0,0,26,0,0,0,12,0,0,13,0,0,0,0,5,0,0,7,0,3,0,6,0,1,0,0,0,0,0,0
1100111100,12,58,11,0,0,8,4,0,17,0,0,47,0,6,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,48,0,3,3,5,0,1,0,0,8,0,0,0,0,6,0
1101010001,8,0,15,20,0,10,0,0,15,0,0,56,6,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,7,0,0,25,0,0,44,0,0,5,0,0,0,0,0,0,0,0,0
1101011100,8,19,13,0,0,8,0,0,24,0,0,59,0,0,6,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,56,0,4,30,0,0,0,0,0,0,0,0,0,0,5,0
1110000011,0,0,12,18,3,0,0,68,24,4,0,47,16,0,0,0,0,0,0,4,25,0,0,0,0,0,12,6,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1110010101,0,0,0,0,0,0,0,0,102,8,0,64,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,0,0,27,8,0,0,0,0,0,0,0,0
1110011011,0,0,12,13,0,0,2,35,48,0,0,6,0,0,0,0,0,0,0,10,49,6,0,0,0,0,4,7,0,0,0,0,26,0,0,9,0,8,4,0,5,6,0,0,0,0,0,0
1110110010,12,0,9,0,0,13,0,0,14,0,0,49,18,0,0,0,0,0,0,24,13,0,0,0,7,0,9,0,0,2,0,0,59,0,3,0,0,0,0,6,0,0,0,8,4,0,0,0
1110111111,27,0,0,0,4,6,18,5,92,7,6,0,10,0,16,0,0,0,0,6,5,6,0,0,0,0,0,4,0,0,0,0,14,0,2,2,0,0,8,4,8,0,0,0,0,0,0,0
1111001010,0,0,22,40,11,8,0,0,0,22,0,18,0,0,0,17,0,7,0,0,23,0,4,0,16,5,12,3,5,0,9,0,4,0,0,7,0,6,0,0,0,0,0,5,6,0,0,0
1111010010,0,0,25,25,0,13,0,0,10,11,0,27,0,0,0,9,0,0,0,3,37,0,0,0,0,0,6,0,0,7,0,0,40,0,0,14,0,0,0,0,9,0,5,0,9,0,0,0
