,0000011100,0001000000,0001001001,0001010001,0001101110,0010011101,0010110000,0011011011,0011110100,0100011111,0100100011,0100101100,0101000010,0101000101,0110010000,0110011110,0110101000,0110110010,0111000001,0111001000,0111100010,0111100111,0111101011,0111111101,1000011010,1000011101,1000100010,1000100101,1001000101,1001001010,1001001111,1001011011,1001101011,1001110111,1001111101,1010010010,1010011000,1010100011,1010100110,1010110101,1011000001,1011010110,1011011101,1011111010,1100010011,1100011100,1100110001,1100110010,1101000000,1101010101,1101101101,1101110011,1101110100,1101111110,1110000111,1110011011,1110011101,1111000010,1111001100,1111011111,1111101001,1111111011
0000011100,201,0,0,0,0,23,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,9,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,133,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000000,9,151,53,21,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,108,0,0,0,0,0,0,0,12,0,0,0,97,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001001,43,51,126,10,0,0,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,9,15,0,0,81,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
0001010001,42,25,44,11,0,0,9,9,0,0,30,0,0,15,0,0,0,0,8,0,0,0,0,0,61,20,0,0,8,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101110,48,56,41,0,42,0,0,8,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,10,0,28,11,0,114,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,22,0,0,16,0,0,0,0,0,0,0,0
0010011101,160,0,0,0,0,20,0,45,12,14,18,0,0,0,0,0,0,0,0,0,0,0,0,21,61,30,0,32,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,56,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0010110000,26,14,0,0,0,0,87,0,11,0,40,0,0,0,17,0,0,14,0,0,0,0,0,18,29,0,0,20,0,0,0,0,64,0,0,13,0,0,0,0,0,0,0,0,137,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0011011011,26,0,48,10,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,154,13,0,0,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110100,77,47,0,0,13,0,62,0,49,0,47,0,0,13,0,0,0,0,0,0,0,0,0,23,22,0,0,0,12,0,0,0,13,0,0,0,0,0,0,0,0,16,0,0,61,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
0100011111,41,0,10,0,0,13,0,59,0,69,78,0,0,0,0,17,0,0,0,0,0,0,0,0,137,9,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100100011,0,9,62,0,0,0,0,11,0,11,188,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,23,0,0,0,0,73,0,0,0,0,11,0,0,0,0,0,0,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0100101100,57,9,0,0,17,0,0,9,0,36,117,22,0,0,0,0,10,0,0,0,0,0,0,30,13,17,9,28,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
0101000010,0,128,53,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,12,0,0,0,80,0,0,0,0,9,0,0,83,0,0,0,0,0,0,0,0,0,0,13,56,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0
0101000101,43,68,64,13,0,0,0,0,0,10,128,0,0,17,0,0,0,0,13,0,0,0,0,0,18,15,0,22,7,15,0,0,30,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0
0110010000,12,8,0,0,0,5,48,24,0,0,86,0,0,12,23,0,0,19,7,11,0,0,0,14,32,0,0,9,0,0,0,0,18,0,0,13,12,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110011110,61,0,0,0,8,23,0,112,0,30,44,0,0,0,0,16,0,11,0,0,0,0,0,8,105,0,0,0,0,0,0,0,11,0,0,0,0,0,27,0,0,13,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110101000,0,13,0,0,0,0,19,88,0,0,80,16,0,0,0,0,0,0,0,8,0,0,12,44,8,0,12,27,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,35,48,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0
0110110010,0,0,0,0,0,0,51,40,4,11,96,0,0,0,9,11,0,11,0,0,9,0,0,10,94,0,0,0,0,0,0,0,36,0,0,19,0,0,0,0,0,0,0,35,51,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111000001,0,57,47,20,0,0,8,54,0,0,131,0,16,32,7,0,0,0,0,16,0,0,11,0,13,0,0,44,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111001000,35,61,40,0,0,0,0,65,0,0,13,0,9,12,0,0,14,0,16,12,0,0,16,7,21,0,0,13,0,0,0,0,30,0,0,0,0,0,0,0,11,0,0,33,50,0,0,0,0,0,10,0,0,0,0,0,0,11,11,0,10,0
0111100010,0,74,35,0,0,0,27,11,7,0,101,0,19,0,0,0,8,6,0,0,0,11,24,0,41,0,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,13,0,0,0,0,0,0,10,0,0,10,0
0111100111,0,14,72,0,0,0,0,14,9,43,103,0,0,11,0,0,0,0,0,0,15,0,23,20,40,0,0,52,0,11,0,0,23,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
