,0000101101,0000111010,0001000110,0001100011,0001111100,0010001100,0010010000,0010100110,0011110111,0100010110,0100110000,0100111110,0101001100,0101100001,0101100100,0110100100,0111010110,0111011101,0111101011,0111110011,1000000100,1000001110,1000010110,1000100111,1000111011,1001011000,1001011110,1001110101,1010011011,1011001001,1011010101,1011110110,1100010101,1100110110,1101000001,1101011100,1110010000,1110100111,1110101010,1110110010,1110111110,1111000011,1111000110
0000101101,208,0,0,0,18,1,4,0,0,7,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111010,48,66,0,0,7,0,36,0,0,71,12,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000110,63,0,29,4,0,0,11,7,6,77,0,0,0,0,6,0,0,0,0,0,12,8,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7
0001100011,96,15,3,36,13,0,11,2,19,33,0,0,0,5,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111100,60,26,0,0,63,8,13,0,0,29,7,13,2,0,9,0,0,0,0,0,0,0,0,0,0,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001100,91,0,0,0,8,44,63,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010000,50,17,0,0,0,14,135,0,0,24,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0010100110,37,0,6,0,0,0,67,32,10,75,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
0011110111,64,11,10,11,19,9,21,3,58,10,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0
0100010110,62,0,3,0,0,0,0,3,0,136,9,15,0,0,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0100110000,56,8,0,0,0,0,72,0,0,53,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0
0100111110,43,52,0,0,14,0,0,0,0,110,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
0101001100,97,0,7,0,17,27,10,0,0,58,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,5,0,0,0,0,0,0,0
0101100001,119,7,0,31,23,0,9,0,10,19,6,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
0101100100,92,0,7,0,18,7,2,8,0,44,4,21,4,6,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
0110100100,69,0,0,0,9,14,63,19,0,14,0,11,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0
0111010110,16,11,21,0,0,25,24,10,31,81,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5
0111011101,72,19,0,0,36,41,4,0,28,5,0,0,10,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0
0111101011,25,33,0,26,0,0,33,16,47,21,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0
0111110011,23,55,8,19,13,0,28,4,66,18,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1000000100,110,0,13,0,0,4,33,10,0,19,0,5,0,0,5,0,0,0,0,0,29,9,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0
1000001110,91,4,8,0,0,8,11,2,0,80,0,0,0,0,0,0,0,0,0,0,20,16,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000010110,46,7,3,0,0,0,22,7,0,96,0,0,0,0,0,0,0,0,0,0,30,4,17,0,0,0,3,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0
1000100111,151,0,0,7,4,0,6,6,4,35,0,0,0,0,0,0,0,0,0,0,8,9,4,0,10,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1000111011,91,72,0,10,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,12,4,14,4,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0
1001011000,89,38,0,0,10,2,11,0,0,27,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,24,2,9,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0
1001011110,33,49,6,0,12,5,0,0,9,78,0,0,0,0,0,0,3,0,0,0,3,5,10,0,0,3,11,2,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0
1001110101,56,4,0,0,73,0,3,0,5,6,0,3,0,0,17,0,0,0,0,0,5,0,12,8,8,0,0,34,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0
1010011011,96,59,0,0,0,0,45,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0
1011001001,54,15,0,17,9,11,52,0,30,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,6,0,0,0,0,8,0,0,0,7,0,0,0,0
1011010101,67,0,0,0,22,30,20,0,41,0,0,0,0,0,0,0,5,7,0,0,5,0,6,0,0,3,0,31,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0
1011110110,5,10,14,0,1,2,36,20,37,41,0,0,0,0,9,0,7,0,0,0,0,0,5,0,0,0,9,24,0,0,0,13,0,4,0,0,0,7,0,0,6,0,0
1100010101,121,0,0,0,0,11,8,0,6,31,0,5,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,13,0,0,9,0,15,0,0,7,7,0,0,0,0,0,0
1100110110,16,17,0,0,2,0,13,0,0,99,20,39,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,10,6,0,0,0,0,2,0,5,3,0,0
1101000001,87,0,5,10,7,0,7,0,30,32,0,0,0,7,0,0,0,0,0,0,6,0,9,0,0,0,0,2,0,0,0,0,9,0,28,0,0,0,0,0,0,11,0
1101011100,33,7,0,0,25,30,0,0,0,49,0,12,10,0,0,0,4,3,0,0,13,0,0,0,0,17,5,13,0,0,0,0,12,0,11,6,0,0,0,0,0,0,0
1110010000,26,19,0,0,0,15,81,0,13,52,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,2,15,4,0,0,0
1110100111,64,5,0,0,5,0,20,23,23,30,0,0,0,0,0,20,0,0,3,0,0,0,4,5,0,0,0,0,0,0,0,0,7,9,0,0,0,28,0,0,4,0,0
