,0000000111,0000001011,0000010000,0000010101,0000011111,0000100011,0000101110,0001000010,0001010111,0001101100,0001110101,0010111100,0011010101,0011011110,0011110000,0100001101,0100100110,0100111001,0101000110,0101001000,0101110000,0101110111,0110011001,0110100100,0110110000,0111010010,0111010100,0111010111,0111110001,0111111101,1000000001,1000101101,1001000110,1001010011,1001011101,1010010110,1010011000,1011000010,1011001000,1011010001,1011011010,1100011110,1100110100,1101000101,1101011001,1101110001,1110010011,1110101110,1111100111,1111111011
0000000111,137,6,0,9,5,4,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001011,46,90,3,0,9,6,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0000010000,4,0,102,12,0,0,0,19,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,65,0,0,0,8,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0
0000010101,33,0,29,54,7,0,0,0,12,0,8,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0000011111,61,36,16,16,70,0,0,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0000100011,37,34,12,0,0,24,0,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101110,68,13,10,0,32,0,30,25,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,31,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000010,19,5,15,0,0,7,0,71,5,0,0,0,0,0,0,0,0,0,18,11,0,0,0,33,0,0,0,0,0,0,56,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0001010111,56,12,0,34,31,0,0,29,48,0,3,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,13,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
