,0000000101,0000000110,0000011000,0000011110,0000101010,0001010000,0001010101,0001011011,0001011100,0001100111,0001101110,0010000111,0010010000,0010100001,0010101100,0011010110,0100100001,0100101111,0100110011,0100110101,0101000101,0101010110,0101011001,0101011111,0101100011,0110001000,0110111100,0111000110,0111010010,0111011100,0111101111,0111110000,1000110111,1000111010,1010010010,1010100010,1011001010,1011011111,1011110010,1100001010,1100100011,1100101110,1100110110,1101000110,1101010001,1101011010,1101100001,1101101100,1101110000,1101111101,1110000101,1110100111,1110110001,1111001001,1111010011,1111010110,1111011101,1111111011
0000000101,347,21,0,0,0,0,9,0,0,0,0,26,0,0,10,0,0,31,48,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000110,171,157,0,11,13,0,0,0,0,4,0,13,0,0,0,0,0,32,55,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011000,187,0,133,11,14,20,0,11,11,0,0,25,21,0,17,0,0,10,33,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011110,64,92,49,71,19,0,0,12,10,0,10,0,0,0,9,0,0,95,27,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101010,111,21,26,14,67,48,0,0,0,0,20,0,0,10,12,0,0,17,77,0,0,9,0,0,9,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010000,158,13,63,0,0,156,8,11,8,0,0,0,7,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010101,153,23,0,0,0,53,52,0,10,0,0,0,0,0,16,0,0,17,127,12,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011011,71,0,17,10,9,12,7,81,0,0,0,0,0,0,0,0,0,44,216,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011100,106,26,54,36,0,43,26,14,51,0,8,0,0,0,49,0,0,30,9,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
