,0000010111,0001000001,0001101011,0001110010,0001111101,0010011100,0010100010,0010100111,0010101001,0011000010,0011000100,0100100100,0100111100,0101001101,0101011000,0101100000,0101110001,0101110100,0110001100,0110010001,0110101000,0111001001,0111100100,0111111000,1000000010,1000011001,1000110001,1000110100,1001000011,1001000101,1001001010,1001001111,1001110111,1001111011,1010011101,1010100100,1011010000,1011100001,1011101101,1100110000,1100110011,1101000110,1101001001,1101010001,1101010111,1101110101,1110000000,1110000101,1110001011,1110010011,1110100001,1110101010,1110111001,1111100011,1111100110,1111111010,1111111100
1010011101,48,171,0,0,0,26,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,11,0,61,0,54,0,11,0,0,0,0,0,13,39,0,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0
1010100100,0,113,0,0,0,0,49,11,8,0,31,10,0,0,0,0,0,0,9,0,0,0,10,0,15,0,0,133,0,45,0,0,0,0,0,0,0,20,22,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0
1011010000,0,118,6,7,0,0,0,0,0,55,13,0,0,6,17,0,0,0,13,0,0,0,0,0,21,0,14,61,0,12,0,0,0,0,0,0,37,108,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1011100001,0,175,23,0,0,0,12,7,37,0,12,0,0,0,0,17,0,0,0,0,0,30,0,0,0,0,17,0,17,38,0,0,0,0,0,0,10,65,21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0
1011101101,0,116,51,0,26,0,0,7,48,0,25,0,0,5,0,10,0,0,22,0,0,17,0,0,0,0,0,24,0,33,0,9,0,0,15,16,0,28,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100110000,0,183,0,0,0,0,4,0,0,0,0,11,10,0,0,19,21,9,0,0,0,0,0,0,54,18,43,74,0,8,0,0,0,0,0,0,10,6,0,12,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1100110011,8,232,0,0,0,0,14,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,53,24,23,8,29,9,0,0,0,0,0,0,0,0,0,29,13,0,0,0,0,16,0,0,0,9,0,0,0,5,0,0,0
1101000110,0,48,0,0,0,0,0,0,0,29,12,0,0,80,0,62,0,8,0,0,0,0,0,0,183,0,0,26,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,8,0,0
1101001001,0,219,34,0,0,0,0,0,0,0,0,0,0,62,6,59,0,0,0,0,0,40,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,13,10,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0
1101010001,0,180,0,0,0,0,0,0,0,0,0,0,0,45,11,14,18,0,0,6,0,16,0,0,8,12,0,19,25,15,0,0,0,0,0,0,19,67,0,8,0,0,12,0,11,14,0,0,0,0,0,0,0,0,0,0,0
1101010111,52,98,0,0,0,0,0,0,0,12,0,0,0,102,0,14,0,7,0,0,0,0,0,0,45,0,0,0,21,13,0,43,12,0,0,0,0,46,0,0,16,6,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0
1101110101,0,111,0,0,41,0,0,0,0,0,0,0,0,74,0,0,20,26,0,0,0,0,0,0,0,0,0,37,14,42,0,0,9,0,0,0,0,57,10,15,16,0,0,8,11,9,0,0,0,0,0,0,0,0,0,0,0
1110000000,0,220,0,0,0,0,10,0,0,0,12,0,0,0,0,37,0,0,10,18,12,0,0,0,73,0,0,46,0,0,0,0,0,0,0,0,9,13,0,10,0,0,0,0,0,0,9,12,0,0,9,0,0,0,0,0,0
1110000101,0,251,0,0,0,0,0,0,0,0,14,0,0,22,0,0,0,0,9,13,0,0,0,0,10,0,0,39,0,31,0,7,0,0,14,0,0,20,25,0,0,0,0,0,0,12,15,0,7,0,11,0,0,0,0,0,0
1110001011,0,268,27,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,56,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,19,12,32,8,0,12,0,11,0,0,0
1110010011,23,214,0,0,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,16,0,6,0,0,42,12,12,8,13,0,0,0,0,0,0,0,0,62,0,0,9,0,0,0,0,15,0,14,20,0,0,0,0,8,0,0,0
1110100001,0,230,0,0,0,0,12,0,48,0,0,0,0,0,0,10,18,0,0,8,8,11,0,0,0,0,13,7,0,13,0,0,0,0,0,0,0,33,24,11,0,0,0,0,0,15,13,9,0,0,0,0,8,9,0,0,0
1110101010,0,97,19,0,0,0,94,0,18,0,0,0,0,0,0,27,0,0,0,0,8,0,0,0,120,0,0,37,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,28,0,14,0,0,0,0,11,8,12,0
1110111001,0,240,0,0,15,0,0,0,30,0,0,0,0,0,0,0,12,0,0,11,7,14,0,13,0,11,7,10,0,0,0,0,0,0,9,0,0,18,26,11,25,0,0,0,0,14,0,0,0,0,18,9,0,0,0,0,0
1111100011,0,123,53,0,0,0,41,19,10,0,0,0,0,6,0,19,0,0,0,0,0,15,0,0,0,0,0,0,21,0,0,20,0,0,0,0,0,88,23,11,0,0,0,0,0,0,11,0,11,0,9,0,0,0,20,0,0
1111100110,0,13,7,0,0,0,88,20,0,63,26,0,0,12,0,33,0,9,0,0,0,0,12,0,56,0,0,34,0,0,0,23,0,0,0,0,0,18,26,6,0,11,0,0,0,17,13,0,0,0,0,0,0,13,0,0,0
1111111010,0,58,48,16,0,0,14,0,0,66,0,0,22,22,11,43,0,0,0,0,0,12,0,15,21,0,0,35,0,0,0,0,0,0,0,0,0,44,0,4,0,0,0,0,0,0,19,0,0,0,0,12,0,20,5,0,13
1111111100,0,47,12,0,23,13,0,0,0,17,0,0,37,61,9,9,0,11,45,0,0,10,12,7,0,0,0,87,0,0,0,0,0,0,0,0,0,28,21,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,10,12,0
