,0000010111,0001000001,0001101011,0001110010,0001111101,0010011100,0010100010,0010100111,0010101001,0011000010,0011000100,0100100100,0100111100,0101001101,0101011000,0101100000,0101110001,0101110100,0110001100,0110010001,0110101000,0111001001,0111100100,0111111000,1000000010,1000011001,1000110001,1000110100,1001000011,1001000101,1001001010,1001001111,1001110111,1001111011,1010011101,1010100100,1011010000,1011100001,1011101101,1100110000,1100110011,1101000110,1101001001,1101010001,1101010111,1101110101,1110000000,1110000101,1110001011,1110010011,1110100001,1110101010,1110111001,1111100011,1111100110,1111111010,1111111100
0000010111,102,235,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,69,0,0,45,0,8,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000001,0,341,6,0,0,0,0,0,0,0,0,0,0,7,0,10,16,0,0,0,0,11,0,0,13,0,0,19,18,22,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101011,0,224,180,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,47,0,0,0,6,0,0,12,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110010,0,110,42,9,0,0,24,0,0,35,0,0,0,0,0,23,0,16,0,0,0,0,0,0,117,0,9,52,20,0,0,0,0,0,0,0,0,29,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111101,15,227,11,0,25,0,0,0,13,0,0,0,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,20,0,20,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011100,13,108,0,0,0,33,0,0,0,11,0,0,0,0,0,0,0,0,22,0,0,0,0,0,50,0,0,257,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100010,0,154,11,8,0,0,96,9,36,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,143,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100111,31,248,13,0,0,0,50,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
0010101001,0,332,19,0,0,0,10,0,99,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000010,0,144,42,15,0,0,32,0,0,58,17,0,0,0,0,19,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
0011000100,0,149,0,0,0,0,0,0,0,37,42,0,0,26,0,20,0,0,18,0,0,0,16,0,47,0,0,104,0,13,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100100100,0,183,0,0,0,0,9,0,0,0,0,0,12,0,0,15,0,9,34,0,0,0,10,0,65,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0100111100,5,126,0,0,35,10,0,0,0,0,0,10,38,0,9,0,0,9,50,0,0,0,0,0,33,0,0,146,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0101001101,0,202,9,0,11,0,0,0,11,0,0,0,0,114,0,21,0,0,16,0,0,25,0,0,10,0,0,43,0,11,0,8,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101011000,0,158,32,0,0,0,0,0,0,8,0,0,9,30,11,90,14,0,10,0,0,8,0,8,26,0,0,71,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101100000,0,205,25,7,0,0,10,0,0,0,0,10,0,0,13,88,14,14,0,0,0,0,12,0,49,0,0,31,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101110001,0,316,0,13,16,0,0,0,0,0,0,0,0,12,6,14,13,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,67,0,12,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0
0101110100,0,83,0,9,19,0,0,0,0,8,0,10,26,31,9,32,13,9,0,0,0,0,12,0,10,0,0,148,0,0,0,0,0,0,0,0,0,46,0,11,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
0110001100,0,156,0,0,0,30,4,0,0,16,14,0,0,13,0,10,0,0,51,0,12,0,0,0,59,0,0,119,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0110010001,13,240,0,0,0,0,0,0,23,0,0,0,0,0,0,0,27,0,0,0,0,14,0,0,10,8,13,47,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,14,0,9,0,8,0,0,0,0,0,0,0
0110101000,0,179,17,0,0,0,33,0,45,0,0,0,0,0,0,46,0,0,27,0,0,13,0,17,25,0,0,73,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0111001001,0,221,47,0,0,0,0,0,36,0,0,0,0,33,6,59,0,0,14,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0
0111100100,0,70,0,0,0,0,40,12,13,22,37,12,11,17,0,73,0,13,32,0,0,0,0,0,26,0,0,54,0,0,0,0,0,0,0,0,0,44,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0
0111111000,0,120,35,13,12,0,0,0,13,18,0,0,27,0,23,67,0,0,0,0,14,21,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
1000000010,0,164,0,0,0,0,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,20,11,0,16,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011001,9,282,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,10,67,0,39,0,0,0,0,4,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000110001,13,226,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,20,21,45,9,68,0,0,0,0,0,0,9,23,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000110100,10,58,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,12,0,0,0,0,0,0,34,0,22,252,0,45,0,0,0,0,0,12,0,10,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
1001000011,7,187,51,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0,0,57,0,0,0,57,27,8,28,0,0,0,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001000101,11,230,0,0,0,0,0,0,0,0,3,0,0,50,0,12,0,0,0,0,0,0,0,0,14,0,0,43,13,68,0,24,0,0,0,0,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001001010,0,47,119,0,0,0,0,0,0,20,0,0,0,0,0,51,0,0,0,0,0,0,0,0,157,0,0,0,16,22,29,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1001001111,15,160,70,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,54,0,0,0,5,33,47,50,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
1001110111,44,96,11,15,9,0,0,12,0,15,0,0,0,17,0,0,0,10,0,0,0,0,0,0,17,0,0,39,31,39,0,22,0,12,0,0,0,49,13,0,12,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0
1001111011,15,156,81,13,8,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,23,10,0,15,39,0,12,22,10,0,0,0,0,43,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
