,0000010111,0000011100,0000100010,0000100111,0000101001,0000101100,0000110011,0001000001,0001000010,0001011001,0001110001,0001110010,0010010100,0011100001,0011100010,0011100100,0011101111,0011111100,0100000100,0100010010,0100100001,0100100110,0100111111,0101000011,0101011000,0101011111,0101111110,0110001100,0110011010,0110110010,0111000010,0111000101,0111011001,0111101101,0111101110,0111110000,1000000101,1000011001,1000011110,1000101000,1001001001,1001010111,1001011011,1001110011,1010001011,1010101110,1010110011,1010110100,1010111001,1011010001,1011011101,1011100110,1011101101,1011111110,1100100010,1100111001,1101000001,1101011001,1101110000,1101110101,1101110110,1101111111,1110000000,1110000101,1110001001,1110001110,1110111110,1111011110,1111100100
0000010111,194,13,0,77,80,0,9,0,0,0,0,0,0,0,0,0,12,0,0,70,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011100,14,210,0,33,108,24,0,0,0,11,0,0,8,0,0,0,0,0,23,21,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100010,0,0,75,62,132,23,9,5,22,0,0,18,0,0,12,0,0,0,0,77,14,14,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100111,84,0,7,173,101,33,12,6,0,0,0,0,0,0,0,0,30,0,0,12,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101001,0,7,11,0,307,14,9,0,9,14,0,0,0,11,0,0,11,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,32,15,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101100,0,108,14,31,155,114,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,18,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110011,51,0,12,53,80,0,79,5,0,8,12,13,0,0,0,0,8,0,0,78,26,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,34,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000001,19,0,0,0,217,14,0,61,24,14,12,0,0,14,0,0,0,0,10,40,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
0001000010,13,0,29,47,79,0,0,68,102,0,0,19,0,0,13,0,0,0,8,81,0,0,0,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011001,21,19,0,0,208,0,0,13,20,77,9,0,0,0,0,0,0,0,0,41,0,0,0,0,10,10,0,0,0,0,0,0,6,0,0,0,0,24,0,0,4,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
0001110001,33,6,0,0,90,9,56,27,0,58,71,9,0,14,0,0,0,0,13,68,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110010,12,0,35,22,19,0,30,6,44,7,9,52,0,0,12,0,0,0,10,182,0,11,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010100,54,97,0,32,50,25,0,0,0,0,0,0,0,0,0,11,0,0,75,61,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,22,32,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011100001,0,0,0,9,159,17,22,65,0,13,37,0,0,64,9,12,14,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011100010,0,0,63,49,39,11,7,65,40,0,0,48,0,34,37,11,7,0,0,27,0,0,0,0,0,0,0,0,0,9,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011100100,0,13,0,60,44,119,0,21,0,0,14,14,0,29,21,33,0,9,58,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0011101111,88,0,0,37,48,40,0,0,30,14,0,0,0,23,7,14,77,0,0,0,0,0,0,0,0,32,16,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,19,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111100,0,100,0,0,29,36,0,0,0,28,6,28,0,19,0,56,0,30,33,8,0,0,0,0,0,11,43,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,25,10,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100000100,10,40,0,61,80,51,0,13,15,0,0,0,12,0,0,0,0,0,91,86,11,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100010010,17,6,12,32,16,0,5,0,11,0,0,14,0,0,0,0,0,0,14,323,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
0100100001,0,0,14,13,229,10,36,19,0,0,15,0,0,6,0,0,0,0,14,81,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
0100100110,0,0,45,162,0,61,0,0,9,0,0,0,0,0,12,0,0,0,34,62,11,55,0,0,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100111111,88,37,0,54,59,0,16,0,0,6,0,0,0,0,0,0,22,0,0,30,37,13,0,6,0,37,39,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0101000011,25,0,12,9,53,0,12,56,83,0,0,0,0,10,0,0,0,0,0,89,28,0,0,50,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,10,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
0101011000,0,44,0,0,150,0,0,15,20,36,0,0,0,0,0,0,0,0,13,133,0,0,0,0,15,18,15,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
0101011111,114,40,0,0,18,0,0,0,0,60,0,0,0,0,0,0,0,0,0,90,0,0,14,50,0,63,8,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
