,0000010001,0000111011,0000111100,0001000011,0001001100,0001001111,0001010010,0001011101,0001100111,0001111010,0010110000,0010110111,0011000000,0011000101,0011001011,0011010001,0011100010,0011101101,0011111001,0011111111,0100000100,0100101010,0100101100,0100101111,0100110000,0100111110,0101000010,0101000101,0101010100,0101011001,0101011111,0101110010,0101110111,0101111000,0110000101,0110001111,0110010010,0110100011,0110111001,0111001101,0111010011,0111100000,0111110001,0111110100,0111111011,1000000101,1000011110,1000101001,1000110000,1000111010,1001010001,1001010110,1001011011,1001100001,1001110101,1001111001,1001111100,1010000011,1010001000,1010100010,1010101111,1011000001,1011011000,1011110011,1100000010,1100010001,1100010100,1100010111,1100100011,1100101000,1100111011,1101000110,1101001010,1101001111,1101100111,1101101100,1110001010,1110011001,1110111110,1111000000,1111000111,1111011100,1111100010,1111111101
0000010001,284,0,10,16,0,0,0,28,0,0,0,0,0,0,0,9,0,0,0,0,62,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,13,0,0,0,0,0,0,13,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111011,148,45,45,17,0,0,0,67,0,10,0,10,0,0,0,0,0,0,11,0,27,39,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111100,46,0,98,0,0,0,0,61,0,9,0,0,0,0,0,0,0,0,0,0,142,76,10,0,0,9,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000011,103,0,0,98,0,7,7,0,26,0,0,0,11,21,7,0,15,0,0,0,69,28,0,0,0,0,11,38,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001100,27,0,6,11,108,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,186,76,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
0001001111,54,11,0,28,57,24,0,95,24,0,0,0,0,8,10,0,0,7,0,0,90,29,0,10,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0
0001010010,120,0,0,61,0,0,108,16,0,7,0,0,37,0,0,0,0,0,0,0,62,30,0,0,0,0,18,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011101,90,12,31,0,44,16,0,141,0,0,0,0,0,0,0,0,0,14,0,0,50,0,0,0,0,0,0,13,0,12,16,0,11,0,22,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100111,37,11,0,51,9,13,10,15,117,0,0,12,0,12,0,0,21,12,0,0,93,32,0,21,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
0001111010,46,37,59,13,0,0,57,9,0,53,0,0,0,0,0,0,6,0,13,0,20,121,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110000,109,0,62,0,0,0,8,0,0,0,0,24,16,0,0,0,0,0,0,0,53,51,0,0,7,0,0,0,0,0,0,0,13,0,8,0,13,0,10,0,0,17,0,0,0,0,0,12,30,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110111,128,16,0,0,0,0,7,42,8,0,0,82,0,0,0,0,0,19,0,8,79,19,0,12,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000000,45,0,0,42,25,0,10,6,7,0,0,0,57,8,0,13,11,0,0,0,73,47,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,92,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0011000101,41,0,0,32,41,11,0,18,45,0,0,0,23,33,0,10,0,19,0,0,75,0,0,0,0,0,0,20,0,0,0,0,6,0,47,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,24,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001011,93,0,0,32,15,33,11,43,0,0,0,0,5,11,10,0,28,12,14,0,18,43,0,0,0,0,0,0,0,0,8,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,60,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011010001,145,0,0,52,0,0,11,43,17,0,0,12,35,8,0,5,0,0,6,0,12,0,0,0,0,0,0,8,0,16,0,0,11,0,27,0,0,0,0,0,21,0,8,0,0,0,0,0,9,0,10,0,0,0,22,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011100010,20,0,0,42,0,0,47,0,21,9,0,7,35,0,0,0,91,0,0,0,53,62,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,46,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0011101101,47,0,0,13,62,13,0,53,37,0,0,0,0,9,0,0,14,74,10,12,17,35,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,8,17,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111001,88,35,40,8,0,0,0,70,15,12,0,12,0,0,0,7,0,28,0,16,0,7,0,0,0,0,0,0,0,22,0,0,23,14,0,0,0,0,10,0,0,0,15,0,7,0,0,10,11,0,0,0,0,0,0,15,0,0,21,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
0011111111,44,21,0,8,0,9,14,85,12,40,0,45,0,0,0,0,8,66,16,0,0,7,0,0,0,0,0,0,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,14
0100000100,27,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,9,10,13,0,0,0,20,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0
0100101010,37,15,10,9,0,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,97,213,6,8,0,12,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0
0100101100,20,0,50,0,34,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,142,151,0,25,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,11,0,12,0,0,0,0,0,0
0100101111,13,7,0,14,12,14,0,57,9,0,0,0,0,0,0,0,0,23,0,0,109,60,9,49,0,13,0,0,0,0,32,0,11,0,8,11,0,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0100110000,109,0,68,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,85,32,0,0,0,0,0,20,0,0,0,12,20,17,12,0,0,0,15,0,0,13,0,0,0,0,0,7,42,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100111110,10,11,44,0,0,0,0,40,0,53,0,15,0,0,0,0,0,0,0,0,114,89,7,10,0,0,0,0,0,0,31,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0101000010,15,0,0,55,9,0,74,0,0,0,0,0,23,0,0,0,13,0,0,0,108,72,0,0,0,0,12,48,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0,0
0101000101,21,0,0,29,46,9,0,11,39,0,0,0,0,22,0,0,0,0,0,0,93,0,0,11,0,0,0,72,10,0,0,0,12,0,63,0,0,0,0,10,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0
0101010100,53,0,10,0,12,0,55,18,0,0,0,0,6,0,0,0,0,0,0,0,182,0,0,0,0,0,0,19,10,0,0,0,45,0,44,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
0101011001,88,12,20,9,14,0,22,98,0,0,0,0,0,0,0,10,0,0,5,0,29,16,0,0,0,0,0,39,0,9,37,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18,0,0,16,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0
0101011111,24,14,0,13,0,24,29,120,0,12,0,0,0,0,0,0,0,0,0,10,62,0,0,11,0,0,0,22,0,11,51,0,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,23,0,7
0101110010,76,16,0,19,0,0,99,0,0,32,0,0,0,0,0,0,10,0,0,0,13,43,0,0,6,0,22,23,0,0,0,30,43,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101110111,38,27,0,23,0,0,34,16,40,11,0,25,0,0,0,0,0,0,0,8,26,0,0,26,0,0,0,23,0,0,23,34,81,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8
0101111000,22,13,92,0,8,0,23,17,0,31,0,0,0,0,0,0,0,0,10,0,9,100,0,0,12,0,0,22,0,19,0,13,13,11,0,0,0,0,0,0,0,8,0,12,0,0,0,0,13,0,0,0,0,0,0,16,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0110000101,39,0,0,0,0,0,0,14,10,0,0,0,0,25,0,0,0,16,0,0,152,0,0,11,0,0,0,20,0,0,0,0,0,0,103,9,0,0,8,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0
0110001111,28,0,0,0,0,25,0,64,0,0,0,0,0,11,14,0,0,29,0,0,109,9,0,16,0,0,0,0,0,0,27,0,0,0,56,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,21,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,8,0,0,0,0,0,0
0110010010,104,0,0,0,0,0,57,0,0,0,12,23,24,0,0,0,0,0,0,0,99,15,0,0,0,0,0,0,0,0,12,0,0,0,11,0,41,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,62,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110100011,30,13,0,24,0,0,0,0,7,0,0,29,0,0,0,0,24,16,0,0,66,34,0,22,0,0,0,19,0,0,0,9,0,0,68,0,0,0,23,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,55,11,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
