,0000000111,0000001000,0000111000,0001000110,0001001100,0001010000,0001010101,0001011010,0001100010,0001100101,0001101110,0001110001,0001110100,0001111101,0010001010,0010011111,0010101001,0010101110,0011000101,0011011110,0011110000,0100000100,0100011100,0100110010,0101000010,0101010100,0101011111,0101100000,0101101100,0110000000,0110000101,0110010001,0110010010,0110011101,0110011110,0110100100,0110110000,0111000001,0111001011,0111001100,0111010000,0111101000,0111110010,1000000001,1000101010,1001000101,1001001010,1001010011,1001010110,1001100100,1001101001,1001111111,1010000011,1010010001,1010100101,1010110111,1010111100,1011101011,1011110001,1100001001,1100010011,1100110101,1100111001,1101010101,1101101000,1101101110,1101110111,1101111010,1101111101,1110001000,1110001101,1110101010,1110101111,1111000000,1111000110,1111001010,1111110011,1111111001,1111111110
0000000111,118,227,0,10,0,0,9,0,0,42,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001000,0,238,21,0,6,4,0,20,14,0,0,0,0,0,15,0,34,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,11,0,0,0,50,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111000,0,121,67,0,19,22,0,9,27,0,0,12,39,7,0,0,20,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,15,11,0,0,0,0,0,68,0,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000110,49,167,0,54,12,24,15,17,17,11,12,0,0,0,0,0,0,0,11,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,11,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001100,0,175,0,18,104,25,6,5,0,14,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,13,28,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010000,0,139,18,0,18,137,8,12,0,0,0,11,8,0,0,0,11,0,0,0,13,0,0,0,0,13,0,8,0,0,0,10,0,0,0,0,0,0,0,0,12,0,0,35,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010101,18,99,0,0,14,23,125,0,0,28,0,16,11,11,0,0,8,0,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,23,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011010,0,99,62,0,10,86,10,79,7,0,20,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,11,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100010,11,121,0,58,0,43,0,19,102,12,16,10,0,0,0,0,0,0,0,0,17,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,15,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
