,0000001001,0000001111,0000010001,0000110011,0001000101,0001001000,0001010110,0001101101,0001111001,0001111111,0010000000,0011010001,0011111110,0100000110,0100011001,0100100001,0100101100,0100101111,0100110111,0101000000,0101001011,0101011000,0101100101,0101101001,0101101110,0101110000,0110001001,0110001110,0110010011,0110011010,0110011100,0110011111,0110111101,0111000001,0111000010,0111000111,0111011011,0111011101,0111110110,0111111000,1000000001,1000000111,1000011011,1000011101,1000100011,1000110111,1001000011,1001001110,1001010111,1001101111,1010010110,1010011000,1010011111,1010101000,1010101110,1010110101,1011000001,1011101011,1100000010,1100001001,1100010000,1100101011,1101110011,1101111101,1110000110,1110011001,1111000100,1111010010,1111010101,1111011000
0110111101,46,37,204,11,0,0,0,12,14,14,0,0,0,9,20,20,32,8,0,0,0,0,0,0,0,0,0,0,0,0,35,9,7,0,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111000001,121,0,39,0,34,31,0,0,0,0,10,26,0,37,0,28,0,0,8,25,0,0,10,13,0,0,30,0,0,0,0,0,0,0,12,11,0,18,0,0,27,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0111000010,84,11,9,0,0,18,9,0,0,0,13,0,0,203,0,0,0,0,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
0111000111,117,54,0,10,103,0,9,5,0,0,0,0,0,69,0,7,0,11,30,11,0,0,9,0,0,0,10,0,0,0,0,0,0,13,14,0,0,12,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111011011,163,45,24,13,0,11,0,0,13,16,0,11,0,45,0,0,0,0,18,0,14,0,0,0,0,0,58,0,11,13,0,10,0,0,8,0,0,16,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111011101,75,51,137,0,16,12,0,10,13,17,0,21,0,0,0,0,11,0,0,17,0,0,0,0,0,0,23,0,0,0,35,10,26,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0111110110,25,10,41,35,4,0,43,0,0,12,0,0,6,136,0,0,48,0,69,10,0,0,0,0,16,27,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111111000,36,0,68,0,0,59,0,0,21,0,9,0,6,151,8,0,30,0,0,0,0,9,0,13,0,34,22,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1000000001,171,0,90,0,8,0,0,0,0,0,10,0,0,28,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,7,22,0,15,0,8,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0
1000000111,136,33,8,0,51,0,0,0,0,0,0,0,0,22,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,11,30,0,17,14,13,13,12,13,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011011,200,38,9,13,0,0,0,0,0,7,0,0,0,7,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,127,15,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1000011101,102,32,247,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,24,9,46,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000100011,192,0,5,35,0,0,0,0,0,0,0,0,0,51,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,18,0,53,13,21,0,0,16,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0
1000110111,60,6,80,78,0,0,0,0,0,8,0,0,0,17,0,0,0,10,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,80,0,19,0,0,0,11,9,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001000011,112,14,36,13,47,0,0,0,0,0,0,0,0,21,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,42,0,34,0,79,8,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1001001110,142,124,24,0,9,14,13,0,0,0,0,0,0,29,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,23,59,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001010111,33,44,102,40,40,0,29,0,0,6,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,66,0,12,17,21,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001101111,74,59,42,0,46,0,0,62,0,46,0,0,0,0,0,0,0,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,21,11,20,22,0,20,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
1010010110,61,21,95,7,0,0,27,0,0,0,0,0,0,63,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,18,16,65,0,0,0,0,9,11,0,23,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
1010011000,103,15,93,0,0,60,0,0,0,0,26,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,18,0,68,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,13
1010011111,82,113,32,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,28,14,0,0,0,0,0,0,0,0,0,12,98,30,0,0,0,8,12,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010101000,178,21,58,0,0,28,0,8,0,0,17,0,0,59,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,14,13,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010101110,103,93,30,0,0,0,0,0,0,0,0,0,7,9,0,0,37,11,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,47,13,0,0,0,24,0,32,16,0,10,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
1010110101,57,0,258,30,0,0,0,0,0,0,0,0,0,0,0,15,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,26,0,13,21,6,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011000001,179,0,63,0,60,18,0,10,0,0,15,20,0,0,0,7,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,64,0,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011101011,206,5,0,11,11,0,0,59,14,32,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,44,0,33,0,0,25,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100000010,51,0,0,0,0,0,0,0,0,0,7,0,0,249,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,40,9,11,0,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,21,0,0,18,0,0
1100001001,170,0,20,0,0,13,0,0,0,0,8,0,0,71,24,28,0,0,0,0,11,0,0,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,57,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,9,0,0,0,0
1100010000,13,0,169,0,0,0,0,0,0,0,22,0,0,144,8,0,0,0,13,33,0,8,0,0,0,24,0,0,0,0,15,0,0,0,0,0,0,0,0,0,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0
1100101011,103,0,0,12,0,0,0,5,0,12,0,0,0,103,6,38,7,48,0,0,10,0,0,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,0,22,0,12,0,0,10,0,0,0,0,0,0,0,13,16,8,0,0,0,0,0,0,0,0,0,0
1101110011,30,0,60,65,12,0,0,0,10,40,0,0,0,92,0,13,0,0,79,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
1101111101,35,9,174,0,0,0,0,42,26,54,0,0,0,12,6,0,42,0,12,0,0,0,8,15,0,12,14,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110000110,41,15,0,0,0,0,12,0,0,0,21,0,0,181,0,19,14,11,8,0,0,0,0,0,0,0,9,14,0,0,23,0,0,0,13,11,0,0,0,0,24,11,0,0,0,0,0,33,0,0,19,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,0
1110011001,98,0,55,0,0,0,0,0,0,0,18,12,0,21,33,12,0,0,0,0,0,0,0,0,0,0,53,0,15,15,22,15,14,0,0,0,9,11,0,0,6,0,30,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,9
1111000100,63,0,20,0,29,12,10,0,0,0,24,0,0,71,0,17,10,0,0,97,0,0,12,0,0,9,0,0,0,0,15,0,0,10,14,12,0,0,0,0,14,0,0,0,12,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0
1111010010,29,0,23,0,0,0,28,0,0,0,0,10,0,164,0,0,0,0,14,39,0,0,0,0,0,15,0,0,8,14,8,0,0,0,17,0,11,0,11,0,0,0,42,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,5
1111010101,21,11,168,10,39,0,12,0,0,0,0,35,0,0,0,8,0,0,17,20,0,0,10,0,0,11,11,0,0,0,36,0,15,12,0,14,0,10,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
1111011000,43,0,56,0,0,65,0,0,0,0,22,10,0,80,0,0,9,0,0,51,0,15,0,0,0,11,30,0,0,12,16,0,0,0,0,0,9,13,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,14,0,0
