,0000001001,0000110101,0000111001,0001010110,0001011001,0001101001,0010010110,0010011011,0010011101,0010100010,0010100100,0010101001,0011000110,0011001001,0011001010,0011010001,0011010010,0011110110,0100001010,0100010101,0100011001,0100100001,0100101101,0101010001,0101101110,0110000010,0110010100,0110011111,0111000101,1000110001,1000111000,1001000011,1001001110,1001010111,1001011100,1001101111,1010000010,1010010100,1010100111,1010101011,1010101101,1011000100,1011101010,1011110100,1011111011,1100000011,1100001101,1100010010,1100011100,1100110100,1100111001,1100111110,1101000010,1101010100,1101011000,1101100011,1101100101,1101101010,1101110010,1110000100,1110001001,1110011000,1110100001,1110110101,1111010010,1111110001
0000001001,130,60,10,58,47,12,0,11,0,0,0,11,0,12,0,10,0,0,6,0,12,9,6,0,0,0,0,0,0,0,18,12,0,14,0,0,0,0,42,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110101,9,237,7,72,14,8,10,0,13,0,0,10,0,0,0,10,0,0,0,23,0,25,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
0000111001,63,141,65,37,36,18,0,24,15,0,0,12,0,0,0,11,0,0,0,0,13,22,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010110,0,49,0,311,17,0,16,0,0,0,0,0,8,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011001,26,69,16,42,189,21,0,0,11,0,0,0,0,25,0,33,0,0,0,0,20,0,0,11,0,0,0,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101001,66,60,15,13,59,174,0,0,0,0,0,12,0,28,0,21,0,0,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010110,0,42,0,184,0,0,47,31,0,0,0,0,15,0,0,0,11,11,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,16,14,78,0,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011011,30,14,7,30,88,0,0,133,11,0,0,12,0,0,12,14,0,0,0,0,20,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,5,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011101,30,136,9,33,22,0,9,32,33,0,0,14,0,9,0,28,0,0,0,0,8,0,0,0,0,0,0,10,0,0,13,0,0,0,0,0,0,10,68,0,0,0,0,0,0,0,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100010,24,15,0,31,0,0,7,31,0,47,7,67,29,9,0,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,20,0,84,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100100,22,63,0,98,0,24,34,15,0,10,49,52,21,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,47,0,0,0,0,0,0,0,0,12,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010101001,47,63,39,0,0,61,0,37,9,14,7,71,0,32,0,19,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
0011000110,11,13,0,198,0,0,6,0,0,16,12,0,84,24,9,0,7,13,0,0,0,0,0,0,16,10,0,0,0,0,0,0,11,0,0,0,0,0,58,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001001,49,9,0,13,83,65,0,7,11,0,0,12,0,129,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,53,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001010,14,0,0,113,33,15,0,29,0,21,0,0,57,83,28,0,16,0,23,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011010001,19,88,0,6,101,0,0,0,9,0,0,0,0,70,0,150,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011010010,16,35,0,115,30,0,9,7,0,11,0,0,23,13,45,75,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,22,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
