,0000000111,0000001001,0000001100,0000100011,0000100110,0000101010,0000101111,0000111101,0001010101,0001011000,0001100111,0001101101,0001110001,0010000000,0010100101,0010101100,0010110110,0010111001,0011001011,0011001100,0011101000,0011111111,0100000001,0100011010,0100110100,0100111011,0101000000,0101001001,0101010110,0101011011,0101100100,0101101111,0101111110,0110010001,0110010100,0110100111,0111000001,0111010011,0111011000,0111011111,0111101101,0111111001,0111111100,1000000010,1000001111,1000010000,1000100000,1000100101,1000111000,1001000101,1001010110,1001011010,1001101011,1001110000,1010001000,1010001110,1010011001,1010011010,1010011100,1010101011,1010110000,1011000001,1011001010,1011001101,1011100101,1011101100,1100000100,1100001101,1100010111,1100011000,1100100110,1100101010,1100101111,1100110011,1101000110,1101010010,1101011111,1101100001,1101100111,1101101000,1101110101,1110000101,1110010000,1110100100,1110111101,1111011011,1111011101,1111100110,1111101010,1111101111,1111110011
0000000111,308,31,0,24,11,0,2,0,11,0,13,0,0,0,9,0,0,0,21,0,0,0,22,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001001,189,178,9,9,0,0,15,0,15,0,0,0,0,14,11,0,0,0,0,0,0,0,35,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001100,243,17,114,0,0,0,7,0,11,0,0,0,0,7,9,12,0,0,0,13,0,0,13,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100011,167,57,0,162,7,11,12,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,9,0,0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100110,241,0,9,59,27,9,12,7,0,0,8,0,0,21,0,0,11,0,0,0,22,0,10,0,0,0,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101010,131,31,11,68,17,54,15,0,0,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,9,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,11,0,27,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101111,125,50,7,54,17,16,74,14,0,0,5,8,0,0,0,0,0,0,51,0,0,14,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111101,50,78,46,8,0,0,70,53,78,0,0,14,0,0,0,0,0,11,12,0,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010101,135,36,15,7,0,0,0,21,170,0,0,0,12,0,0,0,0,0,9,0,0,0,15,0,11,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011000,101,83,45,0,0,14,0,8,13,28,0,0,0,23,0,0,0,0,16,0,9,0,0,0,0,0,21,0,15,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,53,0,0,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100111,127,0,0,87,29,0,10,9,10,0,17,10,0,0,11,0,0,0,51,0,27,0,0,0,0,0,11,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0
0001101101,72,46,37,10,0,0,36,37,27,0,12,0,0,0,10,16,0,0,53,0,20,0,0,0,12,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,28,0,0,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110001,69,64,0,36,0,0,0,18,38,0,0,0,24,10,0,0,0,0,34,0,11,0,19,0,15,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,43,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000000,160,33,8,9,0,0,0,0,0,0,0,0,0,198,13,0,0,0,0,0,11,0,0,0,10,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100101,103,29,0,17,9,0,33,12,55,0,17,8,0,55,42,14,11,0,0,0,9,0,10,0,14,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0010101100,73,37,60,0,11,11,37,15,0,0,0,12,0,18,34,18,25,0,9,10,20,0,0,0,48,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110110,149,0,17,55,25,14,0,34,10,0,0,0,0,11,0,0,52,0,0,0,10,12,0,0,11,0,0,0,9,0,0,0,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0010111001,25,188,14,23,0,8,7,44,20,0,0,0,9,9,0,0,0,14,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,70,0,0,0,11,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001011,50,99,0,26,0,7,0,0,0,8,0,0,0,55,0,0,0,0,156,0,0,0,0,0,0,23,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001100,100,12,88,0,0,0,0,9,25,11,0,9,0,62,15,19,0,0,22,0,20,0,0,0,0,0,10,0,21,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
0011101000,22,55,12,16,0,37,0,6,0,8,0,16,0,56,0,14,0,0,14,16,71,0,0,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,40,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,14,0,0
0011111111,11,44,0,34,0,0,33,76,33,0,14,15,0,0,0,0,10,0,83,0,0,14,0,0,0,10,0,0,14,0,0,10,35,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15
0100000001,143,59,0,6,0,0,0,0,11,0,0,0,0,53,13,0,0,0,0,0,0,0,140,0,0,11,12,6,0,0,0,0,0,8,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0100011010,118,63,9,0,0,34,0,0,0,30,0,0,0,28,0,0,10,0,0,0,0,0,8,37,8,25,24,0,12,13,0,0,0,0,0,10,0,0,0,0,0,0,0,25,0,0,0,0,7,0,0,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100110100,89,0,27,8,12,0,0,59,26,0,0,0,0,0,0,0,24,0,0,0,0,0,34,10,82,0,7,0,20,0,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100111011,0,125,0,58,0,37,31,14,0,0,0,0,0,0,0,0,16,17,9,0,0,8,7,31,4,82,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
