,0000001001,0000001100,0000100011,0000100110,0000110000,0000110101,0001001011,0001100001,0001100111,0001111000,0010000001,0010001000,0010011011,0010011101,0010100101,0010101100,0010110011,0010111010,0011000101,0011000110,0011001100,0011010001,0011010010,0011100010,0011101111,0011110100,0100000000,0100011001,0100100010,0100101111,0100111000,0101000011,0101000110,0101010101,0101011000,0101011110,0101101101,0101110110,0101111011,0110000100,0110010110,0110011111,0110100000,0110101001,0110110111,0110111011,0110111101,0111010111,0111011001,0111101100,1000000101,1000001111,1000101110,1000110010,1000110111,1000111101,1001000100,1001001110,1001011111,1001110000,1001110101,1001111001,1010001101,1010010100,1010011001,1010100000,1010100011,1010100110,1010111100,1011000000,1011000011,1011001001,1011011100,1011100100,1011101011,1011110010,1011111000,1011111110,1100000111,1100001101,1100010011,1100010101,1100011010,1100100000,1100101001,1100110001,1101010001,1101010100,1101100100,1101110010,1110001001,1110001010,1110100111,1111000001,1111000010,1111000111,1111101101,1111110111
0000001001,132,8,110,0,11,56,13,0,0,0,20,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001100,106,110,84,11,11,44,0,0,0,0,12,9,0,13,0,10,0,0,0,0,13,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,11,6,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100011,18,0,219,9,54,19,9,14,18,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,14,7,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100110,11,15,178,82,47,29,0,0,19,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,10,25,0,9,11,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110000,44,10,162,0,167,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,15,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110101,12,13,78,0,76,214,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001011,141,0,136,0,0,14,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,27,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100001,51,0,62,0,147,37,9,23,17,8,26,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,12,0,0,0,0,29,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100111,6,0,104,33,9,96,41,12,46,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,17,7,0,0,0,11,0,18,0,0,0,0,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111000,176,30,23,0,61,14,0,0,0,23,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,24,0,0,0,0,28,0,0,0,15,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000001,36,0,153,0,36,39,0,12,0,0,98,23,0,11,14,0,0,0,10,0,0,12,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001000,120,37,78,0,24,0,0,0,0,0,64,57,0,8,0,11,0,0,0,0,9,0,13,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011011,103,11,106,0,0,34,56,0,0,0,0,12,44,18,0,0,10,19,0,0,0,0,25,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011101,51,81,23,0,0,158,10,0,0,0,0,0,18,58,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100101,7,0,61,8,61,99,0,5,15,0,38,0,0,16,34,12,0,0,9,0,0,0,0,0,0,0,25,0,0,11,0,0,0,0,0,0,17,0,0,11,0,0,0,30,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010101100,49,84,22,41,48,19,0,0,0,0,10,25,0,30,6,0,0,0,0,12,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,0,18,0,0,14,23,0,0,0,0,0,15,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
