,0000000100,0000011100,0000101000,0000110011,0001001010,0001001101,0001010001,0001101001,0001101100,0010000110,0010001111,0010010011,0011001000,0011100111,0011110000,0011111111,0100000000,0100100100,0101001000,0101001110,0101100111,0101101011,0101110100,0110001100,0110010000,0110010110,0110111101,0111000001,0111100100,0111101000,1000000000,1000010010,1000110100,1000111000,1000111111,1001010000,1001011001,1010001010,1010001100,1010010110,1010101110,1010111100,1011000011,1011100100,1011101111,1011111000,1100000100,1100010011,1100010101,1100100110,1100110001,1100111010,1100111101,1101001001,1101001010,1101111111,1110000101,1110001000,1110010111,1110101011,1111100110,1111110101,1111111001
0000000100,291,7,0,0,0,0,34,0,0,31,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,10,0,68,0,0,0,0,0,0,0,21,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011100,141,64,7,0,0,12,72,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,16,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,95,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101000,128,13,115,0,11,0,50,10,13,0,0,0,33,0,0,0,25,12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,0,0,0,0,0,51,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110011,70,0,10,79,0,0,109,0,0,16,0,27,0,0,44,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
0001001010,80,0,11,0,64,0,74,0,0,12,0,0,10,0,0,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,24,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
0001001101,147,16,0,0,0,58,127,9,27,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010001,73,0,0,12,9,8,301,0,0,0,0,0,10,0,11,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0001101001,87,0,57,13,13,17,129,13,20,0,0,0,37,0,38,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101100,149,33,42,0,11,5,9,9,23,0,0,0,11,10,0,0,0,11,17,13,0,0,10,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,90,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000110,186,0,10,0,16,0,11,0,0,98,10,0,0,12,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,10,105,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001111,58,0,0,0,0,7,44,0,0,98,34,0,30,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010011,53,0,0,33,14,0,151,0,0,44,15,45,35,0,26,0,0,0,16,0,0,0,0,0,18,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001000,100,0,39,0,22,12,47,6,21,10,0,0,103,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,22,0,0,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011100111,87,0,0,0,18,0,0,0,10,46,10,0,0,105,40,15,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,16,0,0,0,0,0,0,0,125,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
