,0000011001,0000101110,0011101110,0101001011,0101001110,0101110011,0101111110,0111101111,1001110011,1001111111,1011101111,1100010010,1100010100,1100010111,1100011000,1100101111,1101110010
0000011001,149,0,0,9,0,0,13,0,0,0,0,0,0,319,10,0,0
0000101110,0,203,12,0,19,0,14,0,0,0,0,0,0,252,0,0,0
0011101110,0,104,42,45,43,37,39,11,0,0,121,0,0,58,0,0,0
0101001011,9,0,0,311,13,10,0,0,0,0,0,13,0,144,0,0,0
0101001110,0,17,11,235,61,0,8,0,0,0,0,0,0,168,0,0,0
0101110011,0,34,0,77,0,192,10,0,12,0,0,11,0,154,0,0,10
0101111110,0,33,8,46,31,125,63,0,0,0,0,0,0,165,0,0,29
0111101111,0,82,53,153,19,24,55,0,0,0,81,0,0,33,0,0,0
1001110011,0,41,0,43,0,181,9,0,16,6,18,12,0,160,0,0,14
1001111111,0,54,0,66,0,86,102,0,37,0,26,0,0,129,0,0,0
1011101111,0,78,58,133,12,0,42,17,12,9,114,0,0,25,0,0,0
1100010010,0,0,0,10,0,0,0,0,0,0,0,179,14,282,6,0,9
1100010100,0,0,0,9,0,0,0,0,0,0,0,105,23,339,13,0,11
1100010111,0,0,0,9,0,6,0,0,0,0,0,106,16,363,0,0,0
1100011000,130,0,0,21,0,0,0,0,0,0,0,166,54,104,20,0,5
1100101111,0,132,0,53,13,0,10,13,0,0,27,101,0,151,0,0,0
1101110010,0,6,0,69,0,153,11,0,11,0,41,97,0,88,0,0,24
