,0000100111,0000111000,0000111011,0000111101,0001010100,0001100011,0010001100,0010010100,0011011000,0011011011,0011100000,0100101000,0101010111,0101111100,0110000110,0110110111,0111000001,0111010010,0111100110,0111101000,0111110101,0111111001,1000000101,1000111111,1001001010,1001010101,1001111001,1010000011,1010001101,1010010010,1010101010,1011101101,1100000011,1100000100,1100011001,1100011111,1100101001,1101101110,1101110011,1101111000,1110011110,1110101011,1110101110,1111000100,1111100111
0000100111,184,0,30,7,6,2,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111000,19,104,47,9,21,0,0,0,0,0,11,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,14,0,0,0,0,0,0
0000111011,33,36,135,6,6,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111101,51,16,61,91,18,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010100,43,5,20,14,109,0,0,2,0,0,9,7,11,0,0,0,0,0,0,0,12,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0001100011,114,4,54,0,12,4,0,0,0,0,29,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
0010001100,59,16,0,48,34,0,19,9,1,0,4,32,0,0,0,5,0,0,0,6,0,0,6,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010100,30,7,23,18,59,0,19,54,0,0,0,15,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011011000,16,37,9,4,66,0,6,6,34,5,5,26,0,0,0,6,8,0,0,3,0,7,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011011011,35,15,57,5,61,0,0,11,22,12,0,0,0,0,0,11,10,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011100000,60,17,17,0,6,8,0,0,8,0,65,37,0,0,0,0,6,0,0,3,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0100101000,56,33,11,5,13,0,0,0,0,0,0,81,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,4,0,21,0,0,0,0,0,0
0101010111,40,0,13,5,83,0,0,0,0,3,0,12,53,0,7,10,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
0101111100,18,20,27,26,69,0,0,0,0,0,0,25,11,5,0,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,7,0,0,0,0,0
0110000110,68,0,5,0,5,0,9,23,0,0,0,74,6,0,32,9,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110110111,29,0,44,18,5,0,0,16,0,0,0,9,22,0,23,53,0,11,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
0111000001,59,0,7,0,0,4,0,0,0,4,13,36,15,0,13,0,64,0,0,4,14,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111010010,10,6,19,0,28,0,0,11,14,14,12,43,18,0,6,0,22,13,8,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
0111100110,60,0,21,0,9,3,0,0,0,0,12,47,10,0,39,3,10,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,13,2
0111101000,19,16,0,0,5,0,0,0,15,0,46,84,0,5,0,10,18,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
0111110101,11,0,10,55,16,0,0,6,0,0,11,0,27,5,21,17,12,0,5,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
0111111001,14,3,39,20,0,0,0,0,9,9,3,13,9,6,0,52,25,0,0,6,11,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
1000000101,76,0,0,16,21,0,0,7,0,0,0,8,4,0,0,0,0,0,0,0,0,0,31,0,0,14,0,48,4,0,0,0,6,7,8,0,0,0,0,0,0,0,0,0,0
1000111111,58,7,76,34,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,21,4,0,0,0,0,0,24,0,0,0,0,6,0,9,0,0,3,0,0,0,0
1001001010,34,14,10,0,80,0,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,13,0,0,21,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1001010101,29,0,0,31,55,0,0,9,0,0,0,0,28,0,0,0,0,0,0,0,6,0,23,0,6,44,0,9,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0
1001111001,11,31,68,28,6,0,0,0,6,0,4,0,8,0,0,0,0,0,0,0,0,7,0,4,0,34,0,0,0,0,7,0,0,0,5,0,10,0,14,7,0,0,0,0,0
1010000011,90,0,9,0,16,0,0,4,0,4,0,24,0,0,2,0,6,5,0,0,0,0,7,0,6,4,0,27,9,14,13,0,4,0,0,0,0,0,0,0,0,6,0,0,0
1010001101,39,3,0,52,10,0,19,5,0,0,0,20,0,0,0,0,5,0,0,0,0,0,34,8,6,6,0,19,4,6,3,4,0,0,0,0,0,0,0,0,7,0,0,0,0
1010010010,29,4,21,0,4,0,0,30,3,5,0,34,0,0,0,0,0,21,0,0,0,0,0,0,8,7,0,24,0,27,11,0,0,0,0,0,0,0,17,0,5,0,0,0,0
1010101010,21,34,15,7,0,0,0,4,0,0,9,60,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,20,0,6,37,0,0,0,0,0,0,0,0,0,0,14,3,0,0
1011101101,58,0,5,52,14,0,0,0,0,0,10,5,0,0,8,0,25,0,0,0,0,0,13,7,7,7,2,0,7,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1100000011,82,0,4,0,8,0,0,0,0,0,0,25,13,0,4,0,6,5,0,0,0,0,14,0,3,0,0,41,0,0,3,0,18,0,13,0,0,0,5,0,0,6,0,0,0
1100000100,38,0,0,7,38,0,3,8,0,0,0,57,12,0,3,5,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,20,6,11,0,0,0,4,0,0,0,0,8,0
1100011001,9,22,34,24,4,0,0,0,0,0,0,8,13,0,0,19,0,0,0,0,0,7,6,0,0,9,0,9,0,0,0,0,24,3,26,5,12,0,16,0,0,0,0,0,0
1100011111,14,0,30,27,7,0,0,0,0,0,0,19,9,0,0,39,0,0,0,0,0,0,13,22,14,0,0,0,2,0,7,0,20,3,7,0,0,9,0,0,8,0,0,0,0
1100101001,52,21,20,3,0,0,0,0,0,0,8,39,0,0,0,6,13,0,0,0,0,0,3,7,0,7,0,7,0,0,27,0,10,0,8,0,0,7,8,0,0,4,0,0,0
1101101110,38,7,18,0,39,0,0,0,0,0,0,48,4,8,6,0,0,0,4,0,0,0,4,7,8,5,0,0,0,0,9,0,0,0,0,0,0,15,27,0,0,0,3,0,0
1101110011,20,0,53,0,0,12,0,0,0,5,7,0,25,0,10,18,9,0,0,0,5,0,0,0,0,15,0,0,0,0,2,0,5,0,0,0,0,4,60,0,0,0,0,0,0
1101111000,0,52,8,5,16,0,0,0,2,0,5,21,6,9,0,13,0,0,0,3,0,5,0,0,0,15,12,0,0,0,0,0,0,0,15,0,6,4,53,0,0,0,0,0,0
1110011110,6,20,21,5,20,0,13,18,4,0,0,32,0,0,15,49,0,5,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,3,2,11,0,0,0,0,4,0,10,0,0
1110101011,31,0,19,0,0,0,0,0,0,0,0,54,0,0,22,29,13,0,0,0,0,0,0,13,0,0,0,3,4,0,29,0,4,0,0,0,6,8,0,0,0,7,8,0,0
1110101110,40,0,30,5,0,0,9,0,0,0,0,63,0,0,14,39,0,0,4,0,0,0,0,10,0,0,0,0,6,0,7,0,0,0,0,0,0,10,0,0,2,11,0,0,0
1111000100,25,0,0,0,35,0,7,7,0,0,11,36,12,0,18,0,37,0,2,6,8,0,22,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,4
1111100111,56,0,3,0,8,10,0,0,0,0,0,15,16,0,35,21,17,0,8,0,5,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,4,14,0,0,13,0,9,8
