,0000000111,0000001000,0000001101,0000111000,0000111101,0001010111,0001011000,0001100101,0001110010,0010010001,0010011011,0010011101,0011000110,0011010010,0011100001,0011111011,0100010000,0100100010,0101001001,0101100000,0101101100,0110001101,0110001110,0110101011,0110101100,0111010111,0111100010,0111100101,0111111000,1000011110,1000111111,1001010010,1001011111,1010001000,1010010000,1010011100,1010100110,1010101100,1011000010,1011011011,1011110000,1011110101,1100000001,1101011011,1110000011,1110011011,1111010010,1111010100,1111101010,1111111011
0010010001,26,74,0,0,0,0,3,6,0,90,13,13,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011011,40,52,0,5,8,0,6,0,0,36,49,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0
0010011101,57,44,27,5,44,0,8,5,0,18,4,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000110,68,42,0,0,0,7,0,3,0,1,8,0,38,10,6,9,0,21,0,0,0,0,2,0,0,6,0,7,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,8,0,0
0011010010,10,36,0,0,0,14,8,0,19,37,23,0,33,0,3,15,6,5,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0
0011100001,5,72,6,0,0,0,0,39,16,36,0,0,0,0,37,8,0,0,0,26,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111011,10,26,0,10,25,2,4,0,42,7,48,0,0,0,20,39,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0100010000,6,99,0,4,0,9,5,0,0,23,0,6,0,0,0,0,79,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100100010,33,62,0,0,0,0,0,0,4,0,0,0,0,0,0,0,41,92,0,5,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101001001,12,59,21,0,6,0,10,0,0,7,3,0,0,0,0,0,51,0,50,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
0101100000,12,52,0,0,0,0,0,5,14,5,0,0,0,0,10,0,38,42,14,34,7,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101101100,34,59,23,23,7,0,0,9,0,0,0,0,0,0,0,0,0,10,29,18,16,0,2,0,10,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110001101,56,41,54,0,4,0,0,0,0,15,0,23,0,0,0,10,13,0,6,0,0,6,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0
0110001110,74,72,0,0,0,0,0,0,0,0,0,4,11,0,0,17,6,7,9,0,0,6,12,0,6,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,5,0,0,0,0
0110101011,24,68,0,0,11,0,0,0,0,11,22,0,0,0,4,18,14,21,7,7,0,2,5,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,0
0110101100,25,78,12,14,3,0,0,0,0,0,0,0,0,0,0,0,5,14,0,12,4,13,20,0,28,0,0,5,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0111010111,72,6,0,0,6,33,0,16,5,12,9,14,17,5,0,14,10,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0
0111100010,5,13,0,0,0,4,0,5,31,5,0,0,10,5,23,21,20,70,0,16,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,4,0
0111100101,30,7,11,0,3,6,0,51,0,6,0,3,0,0,24,3,0,4,0,41,3,22,0,0,21,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0111111000,0,21,0,35,6,0,19,0,24,9,0,0,0,0,17,9,6,0,12,10,10,0,0,0,13,0,10,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3
1000011110,77,54,8,5,10,0,10,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,17,4,4,0,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0
1000111111,50,11,5,13,57,6,0,8,7,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001010010,14,49,0,0,0,12,12,0,20,0,22,0,8,5,0,4,21,3,0,12,0,0,0,0,0,0,0,0,0,8,0,42,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0
1001011111,59,11,8,3,45,30,10,0,4,0,16,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,12,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0
1010001000,5,113,6,11,0,0,9,0,0,25,0,0,0,0,0,5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,11,0,31,6,3,0,11,0,0,0,0,7,0,0,0,0,0,0,0
1010010000,6,63,0,5,0,0,4,0,0,53,0,0,0,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,28,20,5,5,0,0,0,11,0,0,0,0,0,0,5,0,0
1010011100,16,58,14,19,7,0,4,0,0,4,0,8,5,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,19,0,20,0,21,10,0,10,2,0,0,0,0,0,0,0,6,0,8,0,0
1010100110,72,14,0,0,0,11,0,14,0,0,0,0,13,0,7,0,0,28,0,16,0,0,8,0,2,0,0,0,0,15,0,13,0,6,4,0,14,5,0,0,0,0,0,0,0,0,0,8,0,0
1010101100,18,51,23,24,15,0,0,5,0,0,0,0,5,0,0,0,0,0,0,25,6,1,6,0,23,0,0,0,0,5,0,8,0,22,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1011000010,6,69,0,0,0,0,0,0,7,0,0,0,19,2,13,22,0,18,0,17,0,0,0,0,0,0,8,0,0,0,0,31,0,7,0,0,4,0,17,0,0,0,0,0,0,0,6,4,0,0
1011011011,4,24,0,0,9,5,30,0,15,24,37,0,5,5,6,41,0,0,6,0,0,0,0,0,0,5,0,0,0,3,0,0,3,5,0,0,0,0,7,0,0,0,0,5,0,4,0,0,0,7
1011110000,8,27,0,28,0,5,10,0,24,22,0,0,0,4,35,0,1,1,0,36,0,0,0,0,0,0,0,0,3,0,0,12,0,0,21,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0
1011110101,29,0,11,3,27,21,0,63,3,12,0,0,0,0,29,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,8,0,0,6,0,0,0,0,0,3,8,0,0,0,0,0,6,0,5
1100000001,20,58,3,0,0,0,0,8,0,16,0,0,0,0,0,0,66,14,8,9,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,34,0,4,0,0,0,0,0
1101011011,4,39,0,0,10,1,18,0,25,0,35,0,0,0,0,9,24,0,21,5,0,0,0,0,0,12,0,0,0,10,6,9,8,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3
1110000011,26,52,0,0,0,0,0,0,0,37,0,4,0,0,0,0,19,19,3,4,0,0,0,5,0,9,0,0,0,0,0,13,0,6,4,0,4,0,10,0,0,0,17,0,12,6,0,0,0,0
1110011011,8,30,0,0,0,0,11,0,0,27,47,7,0,0,0,3,8,0,12,0,0,0,0,7,0,6,0,0,5,6,7,0,0,12,3,0,0,0,0,6,0,0,5,5,12,15,0,0,0,8
1111010010,0,4,0,0,0,3,7,0,20,19,0,0,18,4,0,14,22,0,0,16,0,0,0,0,0,12,6,0,0,0,0,24,0,0,9,0,0,0,15,6,7,0,0,0,0,13,0,31,0,0
1111010100,9,14,0,0,0,16,3,0,0,25,0,31,8,0,0,0,13,0,1,17,0,0,0,0,2,5,0,6,9,0,0,17,0,0,10,0,0,0,0,0,9,11,0,0,0,7,4,33,0,0
1111101010,0,34,0,0,0,0,0,0,20,0,0,0,4,0,5,32,0,27,26,14,14,0,18,14,0,0,7,0,10,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,0,6
1111111011,0,11,0,0,22,7,6,0,48,7,11,0,0,0,10,38,2,0,7,9,0,0,0,5,0,3,0,0,13,0,10,0,0,0,0,0,0,0,0,5,0,0,0,5,6,8,0,0,5,12
