,0000010100,0000100110,0000101010,0000101100,0000101111,0000110010,0000111110,0001000100,0010000100,0010001111,0010010000,0010010101,0011000001,0011000010,0011001110,0011011000,0011101100,0011111010,0100000110,0100001100,0100010001,0100100000,0101000010,0101001001,0101010000,0101010110,0101011010,0101011100,0101101010,0101111000,0101111110,0110001001,0110010100,0110010111,0110011000,0110100111,0111000011,0111101101,1000001000,1000010001,1000011101,1000100111,1000101101,1001010111,1001011001,1010001101,1010011001,1010100001,1010101000,1011101111,1011110001,1100001101,1100101001,1101001000,1101001111,1101010011,1110010000,1110110010,1111000000,1111110000,1111110011,1111111111
0000010100,295,0,11,72,0,0,0,13,7,0,9,13,0,0,0,0,0,0,0,0,0,35,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100110,283,91,14,11,10,6,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101010,155,13,179,17,22,27,7,0,0,0,0,0,0,0,0,0,0,15,0,0,0,48,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101100,102,17,40,177,10,0,12,0,0,0,0,0,0,0,0,0,10,0,0,11,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101111,158,19,42,76,108,11,15,0,0,19,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110010,261,12,53,0,0,114,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111110,143,26,79,64,56,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000100,198,11,0,71,0,0,0,55,16,0,0,0,21,0,0,0,0,0,31,0,0,49,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000100,223,16,10,69,0,0,0,29,15,0,7,10,15,0,0,0,0,0,23,5,0,46,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001111,150,0,65,59,57,0,0,0,0,54,0,0,0,0,23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,54,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010000,218,0,61,6,0,13,0,0,20,0,34,7,9,0,0,7,0,0,11,0,15,21,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,23,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
0010010101,197,0,0,57,0,0,0,0,20,8,15,81,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,38,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000001,158,0,10,20,0,0,0,15,0,0,19,10,103,7,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,21,0,0,0,0,19,0,0,46,0,11,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000010,173,7,37,12,0,12,0,14,0,0,8,0,72,31,19,0,0,13,19,0,0,12,27,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
0011001110,170,14,53,66,0,0,0,6,0,12,0,0,0,12,52,12,6,13,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011011000,41,0,74,81,0,0,0,0,0,0,44,0,15,0,0,56,7,18,0,0,0,12,0,0,0,0,62,0,0,0,0,16,0,0,5,0,0,0,0,52,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101100,50,10,0,193,0,0,0,10,0,0,0,0,5,0,50,22,34,12,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111010,64,0,115,0,0,76,22,0,0,0,10,0,0,12,9,33,12,22,0,0,0,9,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0100000110,232,64,15,0,0,0,0,9,14,10,0,0,0,0,0,0,0,0,75,12,0,10,10,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0100001100,79,16,23,187,0,0,0,13,7,0,0,0,0,0,0,0,0,0,35,34,0,32,0,0,0,11,0,12,0,0,0,0,5,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
0100010001,160,0,0,12,0,15,0,0,0,0,23,13,0,0,0,0,0,0,10,10,79,26,0,0,8,0,0,0,0,0,0,16,0,0,13,0,0,0,0,87,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0100100000,144,9,16,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,47,6,10,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101000010,168,12,40,19,0,14,0,7,0,0,0,0,15,28,0,0,0,0,59,0,0,8,25,0,14,13,6,0,11,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,22,0,0,11,0,0,0
0101001001,74,0,46,104,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,22,10,18,37,18,0,0,18,0,0,0,0,16,0,0,0,0,0,0,5,54,0,15,0,0,12,17,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
0101010000,84,0,0,13,0,13,0,10,0,0,36,0,14,0,0,14,0,0,19,0,21,52,42,0,24,13,14,13,0,8,0,0,0,0,16,0,0,0,0,57,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
0101010110,230,5,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,27,0,0,11,33,0,16,38,41,14,0,0,13,0,0,0,0,0,0,0,0,11,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
0101011010,42,0,81,15,0,20,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,49,0,7,38,97,14,14,11,12,10,0,0,27,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0
0101011100,60,0,0,189,0,0,0,11,0,0,0,0,0,0,0,24,6,0,0,10,0,11,0,0,26,43,41,7,0,5,12,0,15,0,12,0,0,0,0,20,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101101010,97,25,130,23,5,18,0,0,0,0,0,0,0,13,8,0,0,21,0,0,0,54,31,16,0,0,25,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0
0101111000,13,0,41,76,0,27,0,0,0,0,8,0,0,0,0,20,15,12,0,0,46,86,0,11,9,0,45,8,8,0,11,0,0,0,11,0,0,0,0,30,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0101111110,118,40,18,42,34,19,49,0,0,0,0,0,0,0,14,0,9,11,0,0,0,5,0,0,0,39,61,11,8,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110001001,56,0,69,76,0,0,0,0,13,11,0,0,12,0,0,0,0,0,17,39,16,25,0,15,0,0,0,0,0,0,0,66,0,0,10,0,0,0,0,51,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110010100,199,0,0,41,0,0,0,4,37,0,23,44,0,0,0,12,0,0,17,7,15,44,0,0,10,0,0,0,0,0,0,0,10,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
0110010111,262,0,0,14,11,6,0,0,13,30,0,45,15,0,0,0,0,0,24,0,35,0,0,0,0,0,0,0,0,0,0,13,4,12,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110011000,33,0,118,58,0,0,0,0,0,0,31,0,0,0,0,34,0,0,15,26,7,20,0,0,0,0,17,0,0,0,0,26,25,0,24,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0110100111,183,35,7,15,41,13,0,0,16,27,0,19,19,0,16,0,0,0,46,0,0,22,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111000011,104,0,31,0,0,0,0,0,0,13,0,0,88,16,0,0,0,0,36,0,11,13,27,0,0,0,18,0,0,0,0,26,0,0,0,0,0,0,0,12,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,16,0
0111101101,42,0,14,190,17,0,0,0,0,0,0,7,41,0,19,0,27,0,0,0,0,51,0,15,0,0,0,0,0,0,0,27,0,0,0,0,0,10,0,8,0,6,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1000001000,78,0,131,82,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,34,0,37,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,28,9,14,0,0,0,10,22,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0
1000010001,166,0,24,0,0,10,0,0,0,0,19,9,0,0,0,0,0,0,0,0,35,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,106,9,31,0,0,32,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011101,63,0,23,149,10,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,69,38,8,16,6,14,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1000100111,258,43,0,0,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,86,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
