,0000011110,0001100110,0110100000,1000001001,1000011100,1001100010,1001111010,1010100001,1010111001,1101001001,1101100111,1101111001,1110100010,1110111010,1111011110
0000011110,117,114,0,8,7,4,0,0,0,0,0,0,0,0,0
0001100110,11,167,0,16,0,44,0,0,0,0,4,0,8,0,0
0110100000,7,15,40,84,0,34,0,43,0,0,0,0,24,3,0
1000001001,0,2,0,152,9,79,0,0,0,1,7,0,0,0,0
1000011100,70,20,0,40,101,19,0,0,0,0,0,0,0,0,0
1001100010,0,85,0,7,0,136,8,0,0,0,7,0,7,0,0
1001111010,26,46,0,21,5,105,18,0,0,0,0,24,0,5,0
1010100001,0,0,4,60,7,109,0,53,6,0,0,0,11,0,0
1010111001,15,5,0,78,28,40,0,28,13,0,0,30,0,13,0
1101001001,0,2,0,140,6,23,0,0,0,17,53,3,0,0,6
1101100111,0,89,0,0,0,61,0,0,0,6,89,0,5,0,0
1101111001,14,3,0,60,17,37,6,0,4,17,45,43,0,0,4
1110100010,0,40,48,13,0,70,0,16,0,0,12,0,46,5,0
1110111010,22,15,21,5,1,50,24,0,16,0,12,11,49,10,14
1111011110,67,54,0,0,19,5,10,0,0,0,12,0,3,0,80
