,0000011001,0001000100,0001001001,0001001110,0010001010,0010001101,0010010110,0010011100,0010100101,0100000100,0100011011,0100111100,0101100101,0101111001,0110110100,0111001100,0111101010,0111101101,0111110111,1000100101,1000101001,1000111000,1000111011,1000111101,1000111110,1001100100,1001101111,1010000100,1010000111,1010011011,1011001001,1011010000,1011100101,1100000011,1100001101,1100010111,1100110110,1101001001,1101010000,1101010110,1101111111,1110000001,1110001110,1110011100,1110110000,1110111011,1111001101,1111100100,1111101001,1111111010,1111111100
0000011001,148,0,164,8,8,5,0,0,0,0,22,10,0,32,0,0,0,0,0,0,14,0,22,8,0,0,0,32,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000100,46,93,128,18,0,37,18,0,0,27,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,48,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001001,77,0,309,8,12,8,0,0,0,0,0,0,28,16,0,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001110,31,52,42,103,17,107,39,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,34,12,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001010,19,0,68,46,153,31,120,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001101,89,7,125,0,6,100,52,10,17,0,0,9,23,22,0,0,0,0,0,0,0,0,0,21,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010110,6,26,16,0,14,93,187,11,0,13,0,0,0,0,16,0,0,0,0,0,0,0,34,0,10,31,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011100,120,32,23,0,56,23,71,21,0,0,0,7,0,5,31,0,0,0,0,0,0,0,15,58,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
0010100101,16,19,101,0,0,68,29,0,0,0,0,0,84,25,20,0,0,0,0,29,0,0,7,0,0,54,0,38,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100000100,25,43,87,0,0,41,57,0,0,63,15,26,29,0,12,0,0,0,0,0,0,0,0,0,0,43,0,55,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100011011,54,0,109,22,10,44,0,0,0,12,79,15,0,15,0,0,0,0,0,0,0,0,108,0,0,0,0,11,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100111100,50,58,0,0,0,0,10,18,0,48,26,51,23,40,5,0,0,7,0,0,0,29,64,21,13,28,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101100101,6,33,103,0,0,10,0,0,10,9,0,0,200,13,18,0,0,10,0,6,0,0,0,0,0,46,28,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101111001,94,0,38,0,0,0,0,0,0,0,12,30,77,123,0,0,0,10,0,0,23,0,59,12,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110110100,23,7,15,0,0,0,99,21,13,28,0,27,27,14,59,0,0,16,13,0,0,0,38,19,0,48,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
0111001100,42,64,60,50,37,11,59,8,0,21,0,7,29,0,0,0,0,21,0,0,0,0,0,9,0,20,0,33,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0
0111101010,0,15,65,45,73,0,29,0,0,0,10,0,65,42,0,0,0,0,0,0,15,0,36,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,0
0111101101,9,29,82,0,0,18,0,0,11,0,0,20,99,56,15,11,0,26,12,0,0,0,0,0,0,26,39,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,11,0,0
0111110111,0,0,56,0,0,23,16,0,0,12,4,0,160,31,32,0,0,15,40,0,0,0,19,0,13,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000100101,0,7,52,0,0,14,0,0,12,0,0,0,58,0,0,0,0,0,0,49,5,0,0,25,11,64,11,182,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000101001,31,10,99,0,0,26,0,0,0,0,0,0,16,41,0,0,0,0,0,33,87,9,27,22,0,0,12,77,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000111000,65,24,14,0,0,0,0,0,0,0,0,13,11,57,0,0,0,0,0,0,71,26,51,37,15,0,0,105,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000111011,55,0,21,0,0,10,0,0,0,0,12,0,22,20,0,0,0,0,0,9,33,18,154,33,51,0,0,44,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
1000111101,50,17,36,0,0,6,0,0,0,0,0,23,0,25,0,0,0,0,0,65,22,10,61,123,25,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000111110,12,24,0,0,10,24,21,0,0,0,0,11,0,0,0,0,0,0,0,6,11,11,161,78,20,34,0,43,0,0,0,0,0,0,4,0,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0
1001100100,0,86,0,13,0,0,0,0,0,20,0,0,106,0,0,0,0,0,0,18,13,0,0,12,0,132,10,66,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
1001101111,0,18,21,16,11,86,0,0,0,0,0,0,111,0,0,0,0,0,0,9,42,0,28,15,24,15,55,33,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1010000100,0,22,9,0,23,13,86,11,10,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,22,0,267,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010000111,0,0,0,0,25,135,32,0,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,8,8,0,0,235,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010011011,78,0,38,0,36,30,6,0,0,0,43,0,0,36,0,0,0,0,0,0,0,0,52,38,7,0,0,59,0,49,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
1011001001,20,0,131,0,47,20,0,0,0,0,0,0,39,28,0,0,0,0,0,0,5,0,0,11,0,10,14,78,0,41,23,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,8,0,0
1011010000,24,25,93,0,0,0,44,0,0,0,0,0,31,7,0,0,0,0,0,0,0,16,0,20,0,18,0,140,0,23,14,30,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0
1011100101,0,21,37,0,0,29,0,0,12,0,0,0,128,0,10,0,0,11,0,32,7,0,0,15,11,38,22,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
1100000011,0,0,112,0,0,28,0,0,0,7,30,0,47,6,0,0,0,0,0,0,0,0,7,0,10,9,0,180,7,10,0,0,0,0,23,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
1100001101,0,11,87,7,0,86,0,0,0,27,25,24,33,16,0,0,0,0,0,18,0,0,12,23,0,0,10,60,0,0,0,0,0,0,27,0,0,12,0,0,0,0,0,10,0,0,12,0,0,0,0
1100010111,0,0,72,0,0,34,29,0,0,12,32,0,54,0,0,0,0,0,0,15,0,0,22,41,18,0,0,99,11,10,0,0,0,12,17,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0
1100110110,0,0,17,0,0,0,47,0,0,28,0,12,13,0,11,0,0,0,19,7,0,0,60,12,47,84,0,84,0,0,0,0,0,0,11,8,0,0,0,26,0,0,0,0,0,0,0,0,0,14,0
1101001001,26,0,171,4,0,9,0,0,0,0,54,16,51,35,0,0,0,0,0,0,24,0,9,0,0,0,9,35,0,0,19,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0
1101010000,8,14,175,10,0,0,0,0,0,39,0,0,51,15,0,0,0,0,0,0,0,0,0,29,0,0,0,104,0,0,0,20,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,13,0
1101010110,0,51,39,9,0,0,43,0,0,70,0,0,54,0,0,0,0,0,12,0,0,0,0,42,0,38,0,54,0,0,0,7,0,0,12,11,7,0,11,26,0,0,0,0,0,0,0,0,0,14,0
1101111111,0,0,0,0,0,30,0,0,0,0,37,19,57,49,0,0,0,15,27,11,0,0,84,38,36,26,39,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0
1110000001,0,0,75,0,19,14,8,0,0,0,0,0,65,28,0,0,0,0,0,0,0,0,0,0,0,0,0,230,15,15,0,0,0,11,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1110001110,0,6,0,9,64,43,87,0,0,24,24,0,12,15,0,24,0,0,0,0,0,0,8,17,0,13,0,57,11,10,0,0,0,0,42,0,0,0,0,8,0,0,0,16,0,10,0,0,0,0,0
1110011100,24,0,0,0,40,10,35,15,0,13,10,25,0,10,25,10,0,0,0,0,0,3,14,100,0,0,0,98,0,24,0,0,0,0,5,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,14
1110110000,18,0,23,0,21,0,28,0,0,0,0,0,68,55,36,0,0,0,0,0,0,29,26,18,10,21,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
1110111011,0,0,61,0,0,0,0,0,0,0,39,0,0,87,0,0,0,0,24,0,9,9,148,14,37,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,11,0
1111001101,0,0,75,20,0,51,0,0,0,0,14,24,66,19,0,11,0,28,0,0,0,0,0,25,0,0,26,48,0,0,20,0,15,0,10,0,0,16,0,0,0,0,0,6,0,0,0,12,14,0,0
1111100100,0,66,0,0,0,0,0,0,0,24,0,0,66,0,24,11,0,17,14,0,0,0,0,0,0,139,0,104,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12
1111101001,0,0,58,0,11,0,0,0,0,0,0,0,126,117,0,0,13,20,0,0,20,0,12,0,0,24,21,0,0,0,28,0,14,0,0,0,0,6,0,0,0,0,0,0,0,8,8,14,0,0,0
1111111010,0,0,26,8,23,0,0,0,0,0,18,0,13,54,0,0,15,0,31,0,7,10,92,21,0,67,0,0,0,25,0,11,0,0,0,0,0,0,0,27,0,0,0,0,7,23,0,0,0,16,6
1111111100,12,34,0,0,0,0,0,20,0,4,0,18,0,41,38,16,0,20,22,0,0,9,10,106,0,52,0,29,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,11,10,0,0,15,0,8,0
