,0000001100,0000011111,0000101001,0000101110,0000111010,0001001000,0001010110,0001100010,0001101111,0001110000,0001111011,0001111101,0010000000,0010000011,0010010001,0010010111,0010011011,0010100001,0010111111,0011001100,0011001111,0011011010,0011100011,0011101000,0011110010,0011110101,0100000100,0100001110,0100010101,0100010110,0101000101,0101000110,0101001011,0101011010,0101011111,0101100011,0101101101,0101111110,0110001011,0110001101,0110011111,0111000100,0111010000,0111011011,0111100101,0111100110,0111101100,1000010111,1000011000,1000101011,1000111100,1001000101,1001001100,1001010001,1001011011,1001100111,1010000111,1010010000,1010011101,1010011110,1010100100,1010110001,1011000110,1011101111,1011110011,1011110110,1011111000,1100000111,1100011011,1100100101,1100100110,1100101111,1100110010,1100110100,1100111001,1101000010,1101001000,1101010000,1101100000,1101101010,1101110001,1110000001,1110000010,1110001000,1110010011,1110100000,1110101100,1110111011,1110111101,1111001110,1111101011,1111110000,1111111111
0000001100,220,0,25,10,152,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,18,11,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011111,22,70,18,0,161,0,0,0,0,0,0,0,0,0,0,10,14,0,20,0,8,0,0,0,0,0,0,0,118,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101001,23,0,264,0,128,11,0,17,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101110,82,7,49,83,202,0,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111010,15,5,18,19,331,0,0,63,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001000,66,0,34,0,237,23,0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,0,0,9,0,0,0,0,11,0,0,0,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010110,80,27,0,0,148,0,48,36,0,19,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,25,15,0,13,0,22,13,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100010,9,0,36,9,168,0,15,145,0,14,0,0,0,6,0,0,0,6,0,0,0,0,8,0,11,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101111,19,93,84,30,69,0,0,76,0,0,8,11,0,9,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110000,49,0,65,0,115,0,18,76,0,94,0,0,9,0,0,0,0,13,0,0,0,0,0,0,9,20,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111011,0,58,68,0,128,0,0,111,8,0,7,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,12,0,0,6,11,0,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111101,69,50,91,0,13,0,0,17,10,12,11,27,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,108,0,13,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000000,74,0,30,0,181,14,0,12,0,15,0,0,37,55,11,0,0,16,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000011,0,0,6,0,153,0,0,27,0,0,0,0,38,130,7,13,8,10,0,0,25,0,8,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
