,0000001110,0000101101,0000110101,0001001010,0001010001,0001100000,0001111010,0001111111,0010001111,0010010000,0010010101,0010011011,0010011110,0010101011,0010110001,0011000010,0011000101,0011101010,0011101101,0011111011,0100000001,0100000111,0100001101,0100100010,0100101011,0100101110,0100110001,0100111000,0101101001,0101101111,0110001110,0110011111,0110100110,0110101000,0110110000,0111000001,0111010110,0111011011,0111100000,0111100111,0111111100,1000000010,1000001000,1000010100,1000011111,1000100001,1000100111,1000110000,1000110110,1001010111,1001101010,1001111110,1010011101,1010101100,1010110011,1010110100,1011010000,1011100000,1011101110,1011110111,1011111000,1100000011,1100001100,1100010101,1100011011,1100101010,1100110111,1101010000,1101011110,1101100000,1101101011,1101110010,1101111101,1110010011,1110100001,1111000111
0000001110,100,18,163,13,0,12,0,0,17,29,0,0,9,11,0,0,0,0,0,0,16,21,13,0,0,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,29,8,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101101,11,163,132,0,0,62,0,0,13,28,0,0,0,13,0,0,0,0,10,0,7,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110101,0,73,253,0,0,28,0,0,0,53,15,0,0,0,11,0,21,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
0001001010,50,0,46,0,20,43,15,0,0,77,0,14,0,48,0,12,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,21,0,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010001,0,0,58,0,182,12,0,0,0,121,9,0,0,8,9,0,55,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
0001100000,0,7,91,0,59,174,0,0,0,53,0,0,0,0,0,0,0,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
0001111010,14,0,0,6,26,70,18,10,0,102,0,0,13,54,0,0,0,8,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,46,16,8,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111111,25,69,189,0,10,0,24,31,0,15,0,0,10,66,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001111,38,44,178,0,0,0,0,0,50,11,0,21,15,71,0,0,13,0,0,0,0,11,9,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
