,0000000011,0000001010,0000001100,0000010000,0000011111,0000100100,0000101011,0000111101,0001000010,0001000100,0001001011,0001100110,0001101000,0001110101,0001111110,0010000010,0010001101,0010101000,0010110111,0010111100,0011000001,0011001010,0011010011,0011010110,0011011001,0011011100,0011100000,0011110010,0100000100,0100000111,0100010011,0100011001,0100101101,0100110101,0100111011,0101001100,0101010101,0101101111,0101110110,0101111001,0110000110,0110010001,0110011000,0110011011,0110111001,0110111111,0111000010,0111001000,0111011111,0111101010,0111101101,0111111011,0111111100,1000001001,1000010100,1000011000,1000101101,1000110001,1000110111,1001100000,1001100011,1001110100,1001111010,1010000000,1010011011,1010011101,1010110000,1010111110,1011000011,1011010001,1011010100,1011011000,1011011111,1011100100,1011101001,1011101110,1100000010,1100001000,1100001011,1100001101,1100010111,1100101100,1101011001,1101101001,1101101010,1101110001,1101111000,1110000001,1110011010,1110101101,1110110111,1111000101,1111010110,1111100110,1111101111
0001000100,11,40,51,81,12,47,0,0,8,106,0,9,0,33,6,0,0,0,0,0,0,0,0,13,0,0,0,0,24,0,0,0,0,0,0,9,16,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001011,83,46,0,51,12,0,77,0,20,22,52,0,0,0,20,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100110,53,88,9,16,38,77,0,0,52,17,0,30,0,53,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101000,0,39,76,75,0,11,89,0,11,14,11,0,6,28,13,0,0,41,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110101,45,0,9,51,6,38,16,29,0,61,0,0,0,167,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0001111110,0,87,56,0,88,0,24,9,11,0,0,7,0,24,139,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000010,51,80,0,93,6,7,0,0,45,0,0,0,0,0,0,47,0,15,0,0,7,21,0,14,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001101,26,57,97,31,16,43,8,10,0,40,17,0,0,0,0,0,29,44,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,31,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010101000,0,48,93,59,0,18,95,0,0,0,0,0,24,0,0,33,0,100,0,6,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110111,85,9,0,19,59,69,10,8,0,0,0,0,0,58,9,29,0,0,0,0,0,0,15,12,0,0,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,36,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0010111100,0,8,128,40,67,38,19,35,0,0,0,0,0,25,10,0,12,35,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000001,38,0,0,118,0,0,10,0,10,49,35,0,0,40,0,0,11,26,0,0,36,0,7,0,9,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,42,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001010,16,106,10,33,0,0,19,0,37,0,28,0,8,0,19,18,0,25,0,0,10,55,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,24,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011010011,107,0,0,63,17,0,29,0,24,21,9,0,0,48,0,0,0,0,0,0,22,10,26,16,12,0,0,20,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011010110,35,35,0,52,106,0,0,0,19,27,0,11,0,26,38,0,0,0,0,0,0,14,18,9,0,13,0,11,0,0,0,0,0,0,0,0,9,0,8,0,4,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
0011011001,5,0,8,99,5,0,69,0,0,35,33,0,0,47,0,0,17,37,0,0,18,14,7,0,0,12,0,0,0,0,0,10,0,0,0,7,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
0011011100,0,15,99,48,20,0,0,0,0,53,0,0,0,31,76,0,18,19,0,6,0,8,0,11,7,10,0,0,0,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011100000,9,0,21,101,0,22,9,0,22,12,0,11,22,42,0,35,0,37,0,0,26,9,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,13,0,0,16,0,0,0,12,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110010,28,0,11,50,24,0,38,0,45,0,0,10,0,51,23,16,0,0,0,0,0,28,5,31,0,0,37,21,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100000100,12,19,53,56,13,58,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,10,0,0,0,12,0,10,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100000111,79,50,14,0,21,29,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,66,10,0,0,14,0,0,0,15,0,0,26,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,32,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0100010011,130,11,0,40,23,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,63,31,46,8,0,13,9,0,0,0,0,0,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,11,0,0,0,0,0,0,19,0,0,0,0,0,0,0
0100011001,17,14,40,81,15,0,28,12,0,10,8,0,0,0,0,0,11,19,0,0,0,0,0,0,19,0,0,0,42,0,21,22,0,13,11,8,0,0,0,5,0,10,18,14,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
0100101101,0,46,85,11,19,37,79,36,0,12,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,24,12,0,15,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0
0100110101,22,0,17,29,25,70,0,46,0,0,0,0,0,59,0,0,0,0,10,0,0,0,0,0,0,0,0,0,55,22,20,17,15,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0
0100111011,59,49,12,0,40,0,126,7,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,34,15,0,0,35,0,0,0,0,14,0,0,0,9,14,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101001100,0,54,127,10,0,4,0,0,0,78,13,0,12,0,20,0,17,0,0,0,0,0,0,0,0,6,0,0,34,0,0,0,0,0,0,55,7,10,0,0,21,0,0,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101010101,30,0,6,51,18,0,0,13,0,98,0,0,0,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,61,39,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
0101101111,38,69,7,0,29,0,53,9,0,17,30,6,0,15,59,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,0,8,0,0,0,0,22,0,0,0,0,0,0,0,14,0,0,0,12,7,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,23
0101110110,0,10,0,18,90,23,0,0,32,0,0,23,0,72,55,0,0,0,0,0,0,0,0,20,0,0,0,11,8,40,0,0,0,0,15,0,5,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101111001,14,0,23,36,0,0,95,41,0,20,15,0,8,52,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,24,22,0,0,21,7,0,0,0,8,0,0,0,0,10,0,0,0,0,0,10,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,13,9,0,0,0,0,0,0,0,0
0110000110,0,66,8,9,39,58,0,0,0,7,0,13,0,0,0,27,0,0,0,0,0,0,0,19,0,0,0,0,40,32,18,0,0,0,0,0,0,0,0,0,30,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,22,0,26,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0110010001,27,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,7,0,18,0,6,0,0,9,57,0,44,33,0,37,0,0,9,0,0,0,0,0,8,19,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
0110011000,0,34,78,78,10,0,9,0,0,0,0,0,0,0,0,0,10,62,0,20,0,16,0,0,14,9,0,9,24,0,9,20,0,0,0,8,0,0,0,0,0,10,0,14,8,0,0,10,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
0110011011,56,35,0,0,37,0,50,0,0,0,0,0,0,0,0,0,6,26,0,0,0,7,7,0,9,0,0,0,0,0,21,21,0,0,31,0,0,0,0,0,0,9,8,24,15,16,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0
0110111001,16,0,15,10,0,0,103,48,0,0,0,0,0,0,0,0,18,36,0,11,0,0,0,0,10,0,0,7,8,0,24,30,15,12,24,0,0,0,0,14,0,8,13,14,0,11,0,0,0,0,13,14,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110111111,14,33,0,0,93,13,33,37,0,0,0,0,0,11,36,0,11,0,6,7,0,0,0,0,0,0,0,0,0,7,0,0,16,11,17,0,0,10,0,0,0,0,0,28,11,15,0,0,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
0111000010,20,13,0,40,0,0,0,0,59,8,0,12,0,0,0,16,0,0,0,0,21,26,15,20,0,0,10,14,23,13,12,0,0,0,0,12,0,0,0,0,43,0,0,0,0,0,35,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111001000,0,11,33,67,0,0,9,0,0,9,18,0,22,0,0,0,14,67,0,0,8,23,0,0,16,11,12,0,24,0,0,0,0,0,0,48,0,0,0,0,13,0,8,0,0,0,21,0,0,15,0,0,8,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111011111,6,0,0,0,58,0,20,0,0,26,7,0,0,11,71,0,21,0,0,0,0,14,16,11,10,15,0,0,0,17,0,0,0,0,0,0,26,15,0,0,14,0,0,28,0,24,0,0,10,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
0111101010,10,86,12,0,0,0,60,0,20,0,0,21,27,0,13,7,0,22,0,0,0,34,0,0,0,0,14,6,0,0,0,0,0,0,15,15,0,15,0,0,11,0,0,0,0,0,25,11,0,17,0,9,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
0111101101,9,0,25,0,0,34,40,20,0,41,0,0,16,29,15,0,34,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,13,0,0,10,12,24,0,12,0,0,0,0,0,12,0,0,0,6,13,0,15,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,0,0,0,0,14,0,12,0,0,14
0111111011,31,0,0,0,0,0,120,0,0,0,0,0,0,31,40,0,0,0,0,0,0,40,9,0,6,0,0,22,0,0,7,0,0,0,34,0,0,9,0,25,0,0,0,11,8,27,0,0,16,10,6,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111111100,0,0,91,0,14,0,7,21,0,0,0,0,15,34,36,0,0,8,0,16,0,0,0,0,0,26,10,0,0,0,0,0,0,0,0,36,26,0,8,12,0,0,0,0,0,13,0,0,0,18,27,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0
1000001001,32,27,33,99,0,0,54,0,0,12,30,0,0,0,0,0,12,33,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,34,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
1000010100,25,0,55,140,65,30,0,0,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,11,0,49,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011000,8,32,64,151,5,0,23,0,0,0,0,0,0,15,23,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,16,0,0,0,0,15,12,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0
1000101101,13,26,68,0,14,47,69,33,0,24,0,0,0,13,18,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,81,0,0,0,0,0,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,7,0,0,0,0,0
1000110001,46,0,10,95,0,6,45,16,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,19,16,16,0,0,8,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
1000110111,103,9,0,10,90,23,8,14,0,0,0,0,0,44,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,32,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,12,0,0,0,12,44,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0
1001100000,0,0,0,84,0,21,27,0,25,12,0,13,10,71,0,8,0,10,0,0,0,0,0,0,0,0,25,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,37,13,7,35,7,0,0,6,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001100011,111,0,0,11,0,0,38,0,21,10,11,13,0,88,17,6,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,9,8,7,0,29,0,0,0,0,0,20,0,0,0,0,0,11,0,16,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1001110100,0,0,23,64,33,45,0,14,0,23,0,17,0,74,25,0,0,6,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,13,0,16,0,19,24,0,0,6,0,0,0,8,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1001111010,0,41,29,11,26,0,73,0,30,0,0,0,7,25,60,0,0,9,0,0,0,21,0,0,0,0,0,11,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,60,0,0,0,0,9,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,19,0,9,0,0,0,0,0,0,0,0
1010000000,19,8,17,142,0,0,0,0,5,8,0,0,0,0,0,32,0,68,0,0,12,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,24,0,0,0,0,0,0,89,0,0,13,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
1010011011,80,45,0,28,31,0,67,0,0,0,0,0,0,0,0,0,0,19,0,0,0,15,11,0,5,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,19,0,12,0,0,0,0,0,0,0,28,0,12,0,13,9,0,0,0,12,0,11,0,0,0,20,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0
1010011101,0,10,74,34,15,8,12,34,0,28,0,0,0,15,0,0,25,21,0,8,0,0,0,0,6,7,0,0,0,0,0,8,0,21,0,0,17,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,9,14,11,0,0,0,0,0,0,47,9,0,0,10,0,0,0,0,11,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
