,0000000001,0000100011,0000100110,0001001000,0001011111,0001100000,0001100101,0001110100,0010000000,0010000011,0010001111,0010011011,0010111110,0011011010,0011101000,0011110111,0011111100,0100000111,0100001110,0100010001,0100010100,0100011010,0100011101,0100100000,0100111110,0101000011,0101000100,0101001001,0101001111,0101101000,0110101010,0110101101,0110110001,0110111000,0111010101,0111011000,0111101011,0111111111,1000001101,1000010001,1000010100,1000100010,1000101100,1001000000,1001000101,1001001110,1001101001,1001110101,1001111111,1010000111,1010001001,1010011110,1010100101,1010110011,1010111001,1010111010,1011000010,1011010101,1011011111,1011101010,1011101111,1100000100,1100101001,1100110010,1101000010,1101010000,1101011110,1101101110,1110100110,1110111101,1111000011,1111001001,1111001100,1111001111,1111011011,1111110001
0100100000,138,57,7,0,0,40,0,0,31,0,0,0,0,0,0,0,0,31,22,10,7,0,0,83,0,0,10,0,0,5,0,0,0,17,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
0100111110,57,15,17,0,17,0,0,0,0,0,0,0,66,0,0,0,0,83,83,0,13,21,11,0,38,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,13,23,0,0,0,0,0,0,0
0101000011,142,48,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,84,10,0,0,0,0,0,0,132,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0
0101000100,164,0,13,9,0,15,15,12,8,0,0,0,0,0,0,0,0,152,13,0,34,0,0,19,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0
0101001001,219,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,55,12,0,0,0,0,19,0,60,0,44,13,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
0101001111,45,0,0,0,66,0,0,0,0,0,9,0,0,0,0,0,0,217,24,0,0,0,0,0,0,43,0,39,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,18,0,0
0101101000,132,0,0,46,0,63,0,0,0,0,0,0,0,0,16,0,0,6,26,0,0,12,0,58,0,0,8,49,0,16,0,0,0,45,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
0110101010,30,78,9,0,0,19,0,0,11,12,25,20,21,0,12,0,0,63,43,0,0,23,0,48,0,0,0,0,0,16,0,9,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0110101101,102,10,0,0,28,0,7,0,0,0,52,0,11,0,0,0,0,91,34,0,0,0,6,43,0,0,0,9,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
0110110001,112,14,0,0,0,7,0,0,0,6,0,12,0,0,0,0,0,45,0,4,0,0,0,45,0,21,0,0,0,0,0,25,15,21,17,19,0,0,0,9,14,0,0,0,0,0,0,0,0,0,12,0,10,60,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0110111000,106,0,0,0,0,10,0,0,0,0,0,10,26,0,14,0,9,0,10,0,0,22,0,48,0,0,0,0,0,0,8,21,13,48,0,44,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,12,44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111010101,41,0,0,0,43,0,16,0,0,0,16,0,0,0,0,11,0,163,0,0,11,0,0,9,0,37,9,0,0,0,0,0,20,0,35,23,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0111011000,182,0,0,39,0,7,0,0,0,0,0,0,0,13,17,0,8,8,17,0,11,25,0,0,0,8,0,25,0,0,0,0,0,26,21,49,0,0,0,0,21,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0111101011,43,76,0,0,11,33,0,0,0,9,10,34,0,0,12,17,0,23,9,0,0,13,0,0,0,47,0,38,25,13,14,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,11,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0
0111111111,12,0,0,0,56,0,0,0,0,0,6,36,36,0,0,26,6,66,0,0,0,11,0,0,35,11,0,0,33,0,0,15,0,0,32,0,10,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,14,15,0,0,0,0,8,0,7,0,0,0,0,0,0,13,12,18,0,0,0,0,0,0
1000001101,151,0,0,0,16,0,0,0,0,0,53,0,0,0,0,0,0,117,26,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,13,0,17,12,0,0,0,0,29,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000010001,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,22,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,15,0,0,0,0,26,0,0,29,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000010100,156,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,121,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,22,48,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0
1000100010,131,106,12,0,0,31,0,0,12,24,0,0,0,0,0,0,0,78,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,7,16,0,10,15,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
1000101100,155,0,15,12,0,0,0,0,0,0,23,0,10,0,0,0,0,61,46,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,28,0,26,0,0,15,0,0,0,0,20,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001000000,167,0,0,56,0,44,0,0,11,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,27,16,0,0,0,0,0,0,0,0,0,0,0,12,0,21,0,0,0,6,16,0,0,0,0,23,0,0,0,0,0,15,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0
1001000101,71,0,0,0,16,0,39,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0,26,7,10,0,0,11,0,18,0,7,0,0,21,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001001110,31,0,15,19,31,0,0,0,0,0,0,0,11,0,0,0,0,264,16,0,0,0,0,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,10,0,0,0
1001101001,160,20,0,28,16,14,7,0,0,11,0,0,0,0,9,0,0,51,0,0,0,0,0,0,0,33,0,44,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,12,0,0,0,24,0,0,13,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1001110101,52,0,0,0,32,10,37,34,0,0,0,0,0,0,0,10,0,125,0,0,0,0,0,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,0,0,0,11,12,0,0,12,0,0,0,43,23,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001111111,75,0,0,0,63,0,0,9,0,0,0,11,42,0,0,5,0,115,0,0,0,0,0,0,19,36,0,0,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,17,0,13,0,0,0,0,8,13,0,0,0,0,16,0,18,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
1010000111,53,7,0,0,13,0,0,0,42,53,57,0,0,0,0,11,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,13,0,0,0,0,11,23,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010001001,180,0,0,12,0,0,0,0,16,33,75,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,13,0,0,0,0,0,0,0,9,0,0,0,79,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0
1010011110,24,0,0,0,0,0,0,0,39,0,63,15,50,12,0,0,0,83,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,47,0,0,0,0,26,0,0,0,9,30,0,0,0,0,25,0,0,8,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0
1010100101,64,15,0,0,0,0,23,0,0,11,31,0,0,0,0,14,0,55,0,0,0,0,0,9,0,0,0,0,0,0,0,11,8,0,0,0,0,0,10,16,12,0,17,0,14,0,13,17,0,21,63,0,48,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010110011,61,48,0,0,0,0,0,0,25,53,0,28,13,0,0,11,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,20,0,0,0,0,0,0,7,11,9,0,0,0,0,0,0,0,16,10,0,16,110,12,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1010111001,148,0,0,0,0,0,0,0,0,14,24,30,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,13,21,0,13,0,0,0,4,22,0,0,0,0,0,9,0,0,0,47,0,25,23,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1010111010,81,23,0,0,0,0,0,0,16,17,13,32,57,7,0,0,0,34,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,21,6,0,45,37,14,0,0,0,11,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0
1011000010,60,7,0,8,0,31,0,0,38,10,0,0,0,11,0,0,0,118,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,7,0,0,0,0,0,15,29,0,0,11,0,0,0,0,0,15,0,0,0,0,16,0,0,0,0,0,25,0,0,0,0,0
1011010101,23,0,0,0,15,0,6,15,0,0,8,0,0,0,0,22,0,180,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,21,0,0,0,0,11,50,0,0,0,11,12,0,13,0,0,25,0,19,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
1011011111,0,0,0,0,73,0,0,0,0,0,35,27,20,9,0,9,0,103,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,12,0,0,7,0,0,11,0,0,0,0,18,0,0,13,0,13,13,4,0,0,0,0,20,0,0,7,0,0,0,0,0,31,0,0,0,17,0,0,7,13,0
1011101010,17,12,0,24,0,39,0,0,0,11,13,15,7,9,29,0,0,84,0,0,0,11,0,0,0,25,0,0,0,17,9,0,0,0,0,0,12,0,0,0,0,10,8,0,0,0,13,0,0,20,24,0,0,9,9,8,13,0,0,0,14,0,0,0,0,0,0,26,0,0,12,0,0,0,0,0
1011101111,0,12,0,0,39,0,10,0,0,11,32,9,21,0,0,26,0,168,0,0,0,0,0,0,0,20,0,0,7,0,0,0,0,0,0,0,14,10,0,0,0,0,10,0,0,0,10,0,11,20,0,0,8,0,0,0,0,0,15,7,0,0,0,0,0,0,0,13,0,0,19,0,0,8,0,0
1100000100,104,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,123,25,0,38,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,25,0,27,0,12,0,9,0,0,0,0,19,11,0,13,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,20,0,0,0
1100101001,189,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,0,0,0,8,39,0,0,0,47,0,10,0,16,0,27,0,0,0,0,0,9,0,0,9,0,0,0,13,0,0,0,16,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100110010,93,26,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,35,9,0,12,32,0,61,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,24,27,0,0,0,0,0,0,0,0,0,0,0,71,0,7,0,0,0,0,0,0,0,30,0,0,0,0,14,0,0,0,0,0,0,0
1101000010,102,14,8,12,0,35,0,0,10,0,0,0,0,0,0,0,0,129,13,0,0,0,0,9,0,45,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,19,0,10,0,10,0,0,10,0,0,0,0,0
1101010000,141,0,0,12,0,29,0,11,0,0,0,0,0,0,0,0,0,14,0,9,40,0,0,31,0,42,13,12,0,0,0,0,0,12,0,13,0,0,0,0,38,0,0,7,0,15,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,25,14,0,0,0,0,0,9,0,0,0,0,0
1101011110,46,0,0,0,35,0,0,0,0,0,0,0,12,0,0,0,0,90,39,0,19,36,0,0,45,0,0,0,13,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,45,0,0,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,12,15,12,0,0,0,9,0,11,0
1101101110,19,0,22,0,0,0,0,0,0,0,8,0,11,0,0,0,0,136,44,0,0,11,0,0,43,0,9,12,29,14,0,0,0,0,0,0,0,0,0,0,0,12,31,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,4,7,0,0,9,0,0,8,16,18,0,0,0,18,0,0,0
1110100110,0,8,49,0,0,0,0,16,57,11,10,0,0,0,0,0,0,69,44,0,0,0,0,35,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,35,0,0,0,0,0,0,0,45,0,0,36,23,0,0,0,0,0,0,0,0,0,5,0,0,0,11,26,0,0,0,0,0,0,0
1110111101,28,0,0,0,32,0,0,0,0,0,55,0,19,0,0,0,0,63,8,0,0,0,13,0,7,0,0,0,0,0,0,27,26,22,0,10,0,9,12,0,19,0,0,0,0,0,0,0,0,0,0,0,38,26,53,0,0,9,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
1111000011,44,30,0,0,0,0,0,0,13,42,11,0,0,0,0,0,0,69,0,0,0,0,0,0,0,123,0,14,0,0,0,0,0,0,8,0,12,0,0,0,0,12,0,0,0,0,0,0,0,11,31,0,0,10,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,24,11,0,8,11,0
1111001001,120,0,0,25,0,0,0,0,0,0,29,0,0,0,11,0,0,67,0,0,0,0,0,0,0,12,0,51,0,0,0,13,0,0,0,28,8,0,0,0,0,0,0,0,0,0,13,0,0,0,38,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,31,0,12,17,10,0
1111001100,47,0,0,29,0,0,0,0,11,0,9,0,0,0,8,0,0,127,52,0,9,0,0,16,0,0,32,0,0,0,0,0,0,0,0,16,0,0,9,0,11,0,21,0,0,21,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,12,17,0,0,11,0,10,0,0
1111001111,0,0,0,0,42,0,0,0,0,0,52,0,0,0,0,0,0,185,23,0,0,0,0,0,0,13,0,15,20,0,0,0,0,0,15,0,9,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,12,0,6,0,0,0,0,0,24,8,0,0,22,10,11,0,9,0
1111011011,32,0,0,0,9,0,0,0,0,12,24,49,0,20,0,0,0,8,0,0,0,6,0,0,0,96,0,31,0,0,0,0,0,0,13,28,12,13,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,20,0,9,0,6,12,0,0,0,0,0,0,0,26,0,0,0,35,15,0,6,0,0
1111110001,80,10,0,0,0,28,0,0,0,0,0,9,0,0,0,12,0,27,0,12,0,0,0,13,0,33,0,10,0,0,0,0,17,12,28,16,0,0,0,8,24,0,0,0,0,0,0,10,0,0,17,0,24,63,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
