,Fitness,Location,Maxima
0000000000,0.9820639590119788,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,1.1755235356521612,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.9886601707866005,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.7677965674892113,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,1.0346845052387588,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,1.1422725581344348,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,1.0678021055885378,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.9292437343486191,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.8508075175329417,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.9124093677449805,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,1.107620715457797,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.9574117611657739,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.9956127481536241,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,1.0435669357510247,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,1.0952156350265805,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,1.2341129104937831,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",1
0000010000,0.9741145058863987,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,1.1742897884959325,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.9346071803270041,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,1.150824780332491,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,1.105582622355695,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",1
0000010101,1.0917248004610238,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,1.036774938964919,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,1.1758725277152728,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",1
0000011000,0.9456895647303438,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
