,0000001001,0000001100,0000011010,0000100100,0000101110,0001000001,0001000110,0001011001,0001110011,0001111000,0010010100,0010011011,0010011101,0010110101,0010111110,0011001110,0011010001,0011100110,0011101000,0100001000,0100010011,0100100000,0100101011,0100110001,0101010101,0101011110,0101101001,0101101111,0101110111,0101111011,0110000110,0110001011,0110011111,0110100100,0110110000,0111000100,0111001000,0111011001,0111011100,0111100111,0111101011,0111101101,1000000100,1000001110,1000010001,1000100000,1000101111,1000111000,1000111011,1000111101,1001000011,1001010000,1001011011,1001011100,1001100111,1001101101,1001101110,1001110100,1010000101,1010011100,1010100010,1010100111,1010111001,1011000001,1011001010,1011010010,1011100011,1011110110,1011111000,1011111111,1100000000,1100001001,1100001100,1100011111,1100100011,1100101110,1101000101,1101001000,1101001111,1101011101,1110000011,1110010100,1110100001,1110101000,1111010001,1111010110,1111011011,1111101111,1111111001
0000001001,267,22,46,0,0,24,0,9,0,8,0,0,19,0,0,0,0,0,0,14,0,0,15,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001100,171,142,40,12,9,0,9,0,0,0,12,0,14,0,0,0,0,0,0,19,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011010,102,12,224,0,12,0,10,0,0,29,0,13,0,0,27,0,0,0,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100100,140,61,0,105,7,11,0,0,0,0,37,0,0,10,0,0,0,0,0,0,0,13,0,0,43,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101110,63,47,116,54,85,0,15,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,0,11,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000001,182,12,18,11,0,131,10,10,11,0,11,0,0,0,0,0,10,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000110,96,24,54,17,12,28,101,0,0,0,7,0,0,0,0,24,0,13,0,0,0,0,0,0,0,10,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011001,149,27,53,0,0,22,0,11,7,55,12,12,0,15,0,0,7,0,0,10,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,33,0,0,0,16,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
0001110011,38,0,145,0,0,17,9,0,69,15,0,9,0,24,0,0,0,0,0,0,19,0,4,0,12,0,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111000,62,61,76,0,0,6,0,4,41,69,0,0,0,11,0,0,0,0,12,8,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,13,0,0,0,0,7,0,0,0,55,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0010010100,157,69,23,21,0,0,0,0,0,11,71,0,17,13,8,10,9,0,0,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
0010011011,143,0,98,0,0,0,0,15,0,13,0,40,14,0,29,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,33,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011101,158,52,0,0,0,0,0,6,0,10,32,18,76,26,12,0,9,0,0,0,0,0,0,0,23,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110101,105,12,20,37,0,0,0,0,11,26,50,0,37,95,0,0,16,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111110,12,46,101,18,57,0,0,0,0,16,9,0,19,13,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,43,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001110,29,82,49,0,22,0,69,0,0,0,0,0,10,0,10,63,0,7,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011010001,102,0,48,0,0,53,0,23,54,10,41,6,0,9,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,28,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,16,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
0011100110,10,15,46,71,34,20,53,0,0,0,0,0,0,10,0,51,0,17,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,27,0,0,24,0,0,0,0,0,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101000,46,87,76,9,0,39,29,0,10,45,0,0,15,0,0,13,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,18,0,0,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
0100001000,159,75,59,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,25,16,14,25,0,27,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,8,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0
0100010011,85,0,98,0,0,30,0,0,10,0,0,17,0,0,0,0,0,0,0,0,79,0,13,14,24,0,0,0,0,0,50,0,12,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100100000,115,7,29,18,0,31,10,0,11,8,9,0,0,0,0,0,0,0,0,8,9,12,12,14,62,0,0,0,0,0,28,0,0,12,7,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0100101011,82,0,92,0,21,0,0,0,0,21,0,0,0,0,11,0,0,0,0,0,0,26,20,0,46,0,11,11,0,6,0,21,0,0,0,0,0,0,0,13,20,0,0,0,0,17,14,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0
0100110001,100,0,36,0,0,6,0,0,68,26,10,0,0,43,0,0,0,0,0,0,45,27,7,0,49,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,32,12,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101010101,37,8,0,10,0,61,0,7,13,0,40,0,12,54,0,0,25,0,0,0,27,0,0,0,59,20,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,22,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,6,0,0,0,0
0101011110,9,40,99,0,13,0,56,0,0,0,10,0,0,0,17,39,0,0,0,11,12,0,0,0,21,22,0,0,0,10,14,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,0,15,34,0,0,0,0,0,0,0,12,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101101001,64,45,23,7,0,37,0,11,14,40,0,0,0,17,0,0,0,0,14,0,0,13,37,0,18,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,13,0,0,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,24,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13
0101101111,48,9,21,13,37,0,16,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,24,0,29,21,15,0,8,10,12,0,10,0,0,0,0,0,0,24,24,9,0,0,0,0,18,0,20,0,0,0,15,0,21,14,0,9,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0
