,0000000010,0000000100,0000000111,0000011111,0000100011,0000111010,0001000000,0001001011,0001010100,0001111111,0010000000,0010001010,0010010001,0010010111,0010011101,0010100001,0010100110,0010110011,0010111110,0011001000,0011001110,0011011111,0011100100,0011101011,0011110000,0011110110,0011111101,0100010101,0100011010,0100011100,0100100101,0100101010,0100111011,0100111110,0101000110,0101001001,0101010000,0101011111,0101101111,0110000111,0110001101,0110100100,0110101001,0110111100,0111000100,0111001011,0111011101,0111100101,0111110010,0111110111,1000001001,1000001110,1000010100,1000011010,1000100110,1000101111,1000110011,1000111101,1000111110,1001001111,1001010101,1001100101,1001101011,1001111000,1010011011,1010110010,1010110101,1010111001,1011001010,1011001101,1011010011,1011010100,1011100001,1100001000,1100010011,1100011101,1100100100,1100101110,1100110010,1101000010,1101001101,1101011010,1101011100,1101100110,1101111110,1110010000,1110010111,1110100010,1110101011,1110111000,1111000001,1111001111,1111110110,1111111001
0000000010,251,26,22,0,11,8,33,0,14,0,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000100,87,220,20,0,0,0,15,0,30,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,49,13,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000111,136,40,167,12,5,0,0,0,35,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,11,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011111,32,43,79,100,0,20,0,15,34,8,11,0,0,11,6,0,0,0,0,0,0,23,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,44,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100011,178,15,66,0,98,19,0,5,9,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0000111010,62,16,0,16,15,97,0,20,25,0,49,8,0,0,0,0,0,0,14,0,0,0,0,20,0,0,0,0,17,0,0,21,24,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,8,0,0,0,0,15,0,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000000,231,64,0,0,0,0,59,11,22,0,49,0,0,0,0,0,0,0,0,13,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001011,97,0,32,17,22,8,7,84,22,0,26,9,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,39,0,0,0,0,0,8,0,9,0,15,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010100,45,128,0,0,0,0,12,13,205,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111111,0,11,68,40,0,69,0,27,67,23,0,0,0,0,0,0,0,15,0,0,0,9,0,26,0,0,11,0,0,0,0,0,0,10,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11,0,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0010000000,124,47,0,0,0,0,44,0,11,0,195,11,9,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001010,91,0,0,0,9,25,16,11,9,0,137,51,0,0,0,0,10,0,0,9,16,0,0,10,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010001,82,31,0,11,0,0,0,10,14,0,143,0,94,7,10,13,0,18,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010111,23,21,82,51,0,20,0,0,95,0,26,0,36,0,16,0,0,41,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0010011101,0,67,0,33,0,11,0,12,46,0,56,0,29,13,16,0,0,0,9,0,0,9,0,0,0,0,20,12,0,14,0,0,0,0,0,0,0,0,0,0,40,0,0,6,0,0,12,0,0,0,33,25,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100001,132,17,15,0,53,0,9,0,0,0,99,0,54,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,23,0,26,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100110,60,87,41,0,15,15,11,0,38,0,14,0,0,0,0,0,35,0,6,0,8,0,7,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,26,0,0,0,0,0,0,0,0,0,19,0,0,18,0,0,7,0,0,0,0,0,0,0,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0010110011,61,11,35,0,58,66,0,0,23,0,45,0,78,6,0,11,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111110,0,40,12,14,0,52,0,0,65,12,25,12,0,0,0,0,29,0,7,0,0,0,0,29,0,10,0,0,14,0,0,0,0,21,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,57,0,0,0,0,0,13,26,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0011001000,37,28,0,0,0,0,63,41,13,0,148,37,0,0,0,0,0,0,0,23,12,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001110,11,23,28,0,0,0,16,7,63,0,29,38,0,0,0,0,27,0,0,13,22,11,11,46,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,17,0,0,0,0,10,0,0,0,0,0,78,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011011111,0,0,17,30,0,22,0,45,133,23,12,13,0,14,12,0,0,26,0,0,29,14,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,9,0,0,0,0,19,9,0,0,0,0,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011100100,37,130,8,0,0,0,52,0,38,0,26,0,0,0,0,11,21,0,0,0,8,0,24,15,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,11,0,0,10,0,0,0,0,0,0,9,0,0,10,0,0,0,37,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101011,27,0,8,0,28,44,22,29,0,16,47,11,14,0,0,10,0,8,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,11,0,0,11,0,0,0,0,0,9,0,0,0,0,0,33,0,0,0,10,10,0,0,13,0,0,17,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0011110000,23,38,0,0,0,0,32,28,50,0,102,0,35,0,0,6,0,11,0,8,0,0,9,36,9,14,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,10,0,0,0,0,15,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110110,0,53,34,0,0,0,12,0,151,8,23,0,0,0,0,0,11,8,8,0,15,0,7,21,11,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,10,9,0,0,0,0,12,0,0,0,29,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0011111101,0,16,0,0,0,35,0,20,86,31,11,0,51,0,9,0,0,7,12,0,0,9,11,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,5,12,0,0,0,0,0,0,0,0,0,97,0,0,14,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100010101,61,65,44,23,0,0,0,0,67,0,12,0,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,16,5,0,0,0,0,0,25,0,0,0,19,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,10,0,0,13,11,0,12,0,0,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0100011010,47,0,0,40,0,51,9,32,22,0,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9,0,22,10,11,0,0,29,0,0,0,0,0,0,0,0,0,0,0,26,0,0,33,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0100011100,0,91,0,22,0,0,0,9,73,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,50,33,0,0,0,13,0,0,37,0,0,0,31,0,0,11,0,0,0,0,0,0,0,33,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0100100101,61,91,64,0,16,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,9,0,0,0,0,0,0,0,14,3,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,59,0,0,0,48,0,28,0,0,23,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100101010,50,23,0,0,25,51,0,12,0,0,10,10,0,0,0,0,8,0,0,0,0,0,0,53,0,0,0,0,55,0,0,69,6,12,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,31,0,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0
0100111011,37,0,7,50,33,95,0,16,0,11,18,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,41,0,0,41,27,7,0,0,17,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,8
