,0000101001,0000111011,0001011000,0001011011,0001100101,0001101010,0001101100,0001110110,0001111101,0010000001,0010000111,0010001011,0010011100,0011010101,0011111110,0100010001,0100011011,0100100100,0100100111,0100101101,0100110000,0100111110,0101010101,0101100001,0101111011,0110010111,0110011010,0110110011,0111001011,0111001101,0111011000,0111100011,0111100110,0111101000,0111111010,1000011001,1000101010,1000110101,1001011111,1001100000,1001100111,1010000100,1010010101,1010011010,1010011111,1010111101,1011100011,1011100101,1011110111,1011111011,1100000001,1100011100,1100100110,1100101000,1100110001,1100110010,1100110100,1100111111,1101010100,1101011010,1101100010,1101111100,1110000111,1110001000,1110110111,1111000011,1111001111,1111011110,1111101010,1111101100,1111110001
0000101001,73,9,74,0,15,42,0,116,0,12,15,0,0,0,0,12,8,0,24,17,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,34,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111011,55,54,77,9,0,45,0,83,13,18,0,13,0,0,0,7,15,0,7,0,25,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011000,17,0,204,17,0,94,8,41,0,6,27,0,8,0,0,15,0,0,0,0,23,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011011,28,23,137,26,0,69,0,118,13,0,0,7,0,0,0,17,11,0,0,0,0,0,0,0,17,0,0,0,13,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100101,14,0,0,0,109,0,12,231,13,0,0,0,0,12,0,0,0,12,5,8,0,0,16,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101010,41,23,52,0,9,144,11,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
0001101100,11,0,23,0,45,56,62,167,12,0,63,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0001110110,0,0,12,0,21,11,13,393,6,0,0,0,0,0,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111101,9,25,47,20,44,0,36,116,44,0,7,0,0,14,23,0,0,0,0,26,12,0,16,0,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000001,7,0,41,0,9,0,0,145,0,136,25,18,0,0,0,22,0,0,13,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,19,21,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000111,0,0,0,0,0,0,0,253,0,53,80,17,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,24,0,0,0,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
0010001011,23,10,35,15,0,72,0,68,0,54,56,43,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,15,28,0,0,0,0,0,0,18,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011100,0,0,114,0,0,0,0,113,0,22,67,0,13,4,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,54,14,0,0,0,0,0,14,0,0,0,0,22,0,9,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011010101,0,0,42,15,37,0,0,177,6,50,13,0,11,52,0,13,0,3,0,0,0,0,11,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111110,0,20,10,0,0,49,23,286,14,0,0,0,10,0,51,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100010001,0,0,95,0,21,0,0,51,0,33,0,0,0,0,0,97,13,72,21,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100011011,10,54,116,28,0,15,0,35,0,13,0,26,0,0,0,58,42,15,19,0,0,0,0,0,12,0,12,0,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100100100,0,0,0,0,17,0,16,171,0,0,26,0,0,0,8,0,0,90,58,11,14,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100100111,11,9,0,0,18,5,0,206,0,0,32,0,0,0,0,0,0,77,78,8,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100101101,21,10,15,0,26,0,18,103,8,0,34,0,0,0,12,10,12,72,30,39,0,0,0,13,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100110000,0,0,71,0,5,0,0,93,0,0,0,0,0,0,0,46,0,27,48,0,74,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,53,11,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100111110,0,21,18,0,0,41,11,172,13,0,22,0,0,0,29,0,12,0,23,14,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,10,0,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0
0101010101,0,0,35,25,35,0,24,122,12,0,0,0,0,34,0,55,0,84,0,0,0,0,19,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0101100001,38,0,0,0,83,30,0,116,0,0,0,0,0,0,0,52,0,6,63,13,10,0,12,6,15,0,0,0,0,9,0,11,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101111011,37,41,24,38,22,75,0,56,20,0,0,0,0,0,0,35,14,0,20,0,0,0,0,11,13,0,0,10,13,27,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0110010111,0,0,0,0,0,0,0,170,0,49,40,20,0,10,0,18,11,55,9,0,0,11,0,0,0,0,0,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0
0110011010,0,10,101,0,0,37,0,44,0,24,8,25,20,0,0,22,36,0,8,0,0,14,0,0,0,0,14,0,12,0,6,0,0,0,17,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110110011,0,18,0,0,0,28,0,117,0,49,0,16,0,0,0,43,0,0,56,0,29,12,0,0,10,8,0,10,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,45,0,20,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
0111001011,10,0,0,12,0,122,0,86,0,10,8,60,0,0,0,15,10,0,6,0,0,0,0,0,14,0,10,0,7,57,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,13,0,0
0111001101,0,0,0,0,0,13,37,86,0,15,28,0,0,18,0,10,0,16,0,28,0,0,9,0,0,0,0,0,5,183,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0
0111011000,0,0,102,0,0,38,6,18,0,17,0,0,26,12,8,65,0,0,0,0,0,0,0,0,0,0,22,0,10,46,26,0,0,25,14,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0111100011,12,0,0,0,35,71,0,137,0,0,0,23,0,0,0,21,0,0,50,0,0,0,0,10,19,0,0,24,11,30,0,13,10,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
0111100110,0,0,0,0,23,22,20,310,0,0,7,0,0,0,10,0,0,0,24,0,0,0,0,0,0,0,0,0,0,31,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111101000,11,0,0,0,0,118,17,41,0,20,0,0,0,0,23,0,0,0,26,0,0,0,0,17,0,0,0,0,0,58,38,0,11,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0
0111111010,0,19,36,0,0,119,0,74,0,0,0,0,0,0,29,0,0,0,0,0,0,15,0,0,19,0,20,14,9,34,23,0,5,16,12,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
1000011001,14,13,128,25,0,14,0,41,0,11,0,13,0,0,0,18,20,0,0,0,32,0,0,0,0,0,0,0,0,6,0,0,0,0,0,30,0,0,0,0,33,20,0,14,0,12,0,0,0,0,8,7,31,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000101010,32,12,42,0,0,94,0,108,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,14,11,0,9,0,0,0,0,0,0,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
1000110101,0,0,18,0,34,0,0,148,8,9,0,0,0,14,0,0,0,30,11,16,25,0,8,0,0,0,0,0,0,12,0,0,0,0,0,20,38,0,0,0,47,0,12,0,0,16,0,0,0,0,0,0,0,0,9,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1001011111,0,0,44,49,0,18,0,205,18,0,12,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,27,0,0,0,0,0,12,0,0,10,0,13,0,0,0,11,0,0,0,0,0,0,0,17,0,0,0,0,34,0,9,0,0,0,0,0,0,0,0,0,0,0
1001100000,9,0,12,0,48,37,13,162,0,0,0,0,0,0,0,0,0,7,0,0,49,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,48,0,0,0,7,10,0,0,0,0,16,0,0,0,0,0,44,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1001100111,0,0,0,0,85,0,0,209,11,0,0,0,0,0,0,0,0,19,18,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,10,0,69,0,0,0,0,0,12,11,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010000100,0,0,13,0,0,0,0,117,0,52,62,0,11,10,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,24,0,0,0,20,67,9,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0
1010010101,0,0,35,0,0,0,0,98,0,62,12,0,15,52,0,7,0,41,0,0,0,0,0,0,0,8,0,0,0,50,0,0,0,0,0,9,0,15,0,0,37,13,0,9,12,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
1010011010,0,0,155,0,0,41,0,84,0,7,9,13,9,0,0,0,14,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,84,9,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010011111,0,14,38,15,0,0,0,150,0,0,38,19,11,0,10,0,27,0,0,0,0,14,0,0,0,12,0,0,0,49,0,0,0,0,0,0,0,0,11,0,20,0,10,24,0,25,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
