,0000001100,0000100110,0000101010,0000111101,0000111110,0001011011,0001011100,0010011111,0010101000,0010110000,0011000011,0011100110,0011110111,0100000010,0100010011,0100101001,0101001111,0101010110,0110010000,0110010110,1000011101,1001000010,1001000111,1001111010,1010100010,1010110001,1010111110,1011010100,1011100101,1011111011,1100110001,1100110111,1100111000,1100111101,1101010100,1101100100,1101110011,1110010010,1110010100,1110101010,1110101100,1111000010,1111001110,1111011010,1111110001
0000001100,106,11,0,5,0,0,9,0,22,0,70,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0000100110,16,119,9,0,5,0,0,0,13,0,66,5,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101010,7,41,52,0,2,0,0,0,37,0,87,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
0000111101,66,21,0,64,4,15,0,0,37,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0000111110,15,67,27,33,23,35,0,0,3,0,29,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011011,4,12,0,0,0,93,0,0,4,0,101,0,0,0,7,0,11,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011100,73,41,0,25,4,40,10,0,0,0,21,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0010011111,40,19,0,10,2,54,0,16,5,0,78,0,7,0,0,0,0,0,0,0,5,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010101000,26,11,27,6,0,0,0,0,82,15,61,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0010110000,0,46,7,6,0,0,0,0,29,28,79,0,0,0,0,0,0,0,8,0,0,0,0,8,4,18,0,0,4,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0011000011,0,11,0,0,0,5,0,0,6,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
0011100110,19,118,4,0,9,0,0,4,8,0,63,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0011110111,0,65,0,7,4,16,5,7,0,0,104,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0100000010,0,63,6,0,0,0,0,0,0,0,101,0,0,50,7,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0
0100010011,0,18,0,0,0,13,0,0,0,0,134,0,0,18,19,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,20,8,0,0,0,0,0,8,0,0,0,0,0,0,0
0100101001,24,12,10,9,0,0,0,0,90,0,63,0,0,17,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0101001111,25,49,0,0,0,34,0,5,0,0,84,0,0,5,0,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101010110,4,94,0,0,7,5,29,0,0,0,38,0,0,17,12,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,3,10,0,0,6,0,0,0,0,0,0,8,0,0,0
0110010000,14,5,0,0,0,0,3,0,6,26,117,0,0,18,16,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,10,0,19,0,0,0,0,4,3,0,0,3,0,0,0
0110010110,21,53,0,0,3,0,3,4,0,13,75,0,6,18,9,0,0,4,5,0,0,0,4,0,6,0,10,0,0,0,0,0,0,0,0,0,0,7,4,0,0,5,0,0,0
1000011101,91,10,0,26,0,20,13,7,8,0,20,0,0,0,8,0,0,0,0,0,10,0,4,0,0,23,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1001000010,0,79,4,0,0,0,0,0,0,0,96,0,0,22,0,0,0,3,0,0,0,3,6,5,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1001000111,5,55,0,0,0,5,7,0,6,0,115,0,0,0,0,0,4,0,0,0,0,3,19,0,0,11,0,2,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1001111010,0,57,30,9,19,32,0,0,14,0,10,0,0,0,0,0,0,9,0,0,0,2,0,17,9,6,5,0,0,4,0,0,19,0,0,0,4,0,0,0,0,0,0,4,0
1010100010,0,80,11,0,0,0,0,0,12,8,97,7,0,0,0,0,0,0,0,0,0,2,3,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0
1010110001,0,3,0,7,0,0,0,0,55,11,73,0,5,0,10,0,0,0,0,0,0,0,0,0,7,44,0,0,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1010111110,23,35,18,19,36,3,0,15,6,8,19,6,13,0,0,0,0,0,0,0,0,0,0,5,9,0,3,0,13,0,0,6,0,0,0,0,0,4,0,2,7,0,0,0,0
1011010100,10,31,0,0,0,0,45,0,0,10,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,21,45,0,0,0,0,0,5,0,0,0,4,0,0,0,6,0,0
1011100101,13,30,0,6,0,0,0,0,45,0,46,11,10,0,0,0,0,0,0,0,0,0,12,0,0,14,0,6,47,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0
1011111011,0,7,6,5,0,47,0,0,35,0,71,0,13,0,0,0,0,0,0,0,0,0,0,10,7,10,4,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,13,6
1100110001,0,31,0,0,0,0,0,0,61,4,23,0,0,6,33,6,0,0,0,0,3,0,0,0,0,21,0,0,1,0,36,4,5,6,0,0,4,0,0,0,0,0,0,0,6
1100110111,0,92,0,0,4,14,0,0,0,0,15,0,19,0,27,0,0,0,0,0,0,0,17,0,8,0,0,0,7,0,15,22,0,6,0,0,4,0,0,0,0,0,0,0,0
1100111000,5,17,18,18,5,0,0,0,26,13,6,0,0,7,0,6,0,0,0,0,6,0,0,20,0,11,0,0,0,0,15,0,58,5,0,4,0,4,0,0,6,0,0,0,0
1100111101,33,18,0,46,5,20,0,0,27,0,0,0,0,0,6,4,0,0,0,0,22,0,0,0,0,0,0,0,4,0,12,28,5,7,0,5,0,0,0,0,8,0,0,0,0
1101010100,12,62,0,7,0,0,45,0,0,0,10,0,0,4,6,0,0,7,0,0,0,6,0,0,0,10,0,28,9,0,21,3,2,0,0,6,0,0,4,0,0,0,8,0,0
1101100100,28,113,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,34,0,3,0,5,0,5,4,0,0,0,0,0,5,4,0,0
1101110011,0,55,0,0,0,10,0,0,17,0,65,0,1,0,18,0,0,3,0,0,0,0,0,4,0,0,0,0,0,10,29,21,0,0,0,0,0,6,0,0,0,5,0,0,6
