,0000010001,0000101000,0000110100,0000111111,0001000100,0001001111,0001010000,0001101100,0001110011,0010001000,0010010011,0010010100,0010100010,0010101100,0010111001,0011001110,0011010001,0011110010,0011110111,0011111000,0100000011,0100001000,0100001111,0100010010,0100010101,0100011011,0100100001,0100100010,0100101011,0100101100,0100110011,0101000000,0101001101,0101010100,0101100100,0101101000,0101110000,0110001110,0110100111,0110110110,1000100010,1000100100,1000110110,1001000000,1001010011,1001011001,1001100101,1001110100,1001111010,1010000011,1010001110,1010010111,1010110010,1010111011,1011001111,1011101010,1011101100,1011110001,1011111110,1100001001,1100010011,1100011111,1100111011,1101000001,1101011000,1101101111,1101110111,1110101111
0000010001,269,0,13,0,0,0,13,0,0,0,29,19,0,0,0,0,5,0,0,0,0,6,0,10,21,0,54,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0000101000,89,93,17,0,0,0,0,6,0,30,15,0,0,8,0,0,0,0,0,0,0,33,0,0,0,0,146,11,0,3,0,28,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110100,116,13,90,0,11,0,22,0,0,0,0,34,0,41,0,0,0,0,0,0,0,0,0,0,30,0,69,0,0,12,0,12,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111111,104,0,25,102,0,9,10,0,0,0,43,19,0,0,0,0,0,0,15,0,0,0,0,0,0,0,128,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
0001000100,40,0,53,0,47,0,21,13,0,0,0,26,0,16,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,168,0,16,15,0,0,0,0,0,0,10,0,16,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0001001111,36,0,7,37,25,40,7,0,0,0,56,0,0,0,0,5,0,0,0,0,12,0,7,0,0,0,53,0,0,0,0,137,7,0,0,0,0,0,0,0,0,0,0,24,0,0,23,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0
0001010000,105,0,25,0,15,0,72,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,32,0,0,5,0,0,0,0,166,0,8,0,0,12,0,0,0,0,0,0,16,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101100,0,51,36,12,43,0,9,28,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,27,0,58,0,0,8,11,0,0,0,0,0,39,0,9,0,0,13,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
0001110011,112,0,0,9,0,0,40,0,26,0,28,0,0,0,0,0,9,14,7,0,0,0,0,0,0,0,32,0,0,0,14,115,0,0,0,0,30,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0
0010001000,110,53,0,0,9,0,0,0,0,83,12,50,0,19,0,0,0,0,0,0,0,22,0,0,0,0,42,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
