,0000000010,0000001011,0000101010,0000111011,0001001111,0001011101,0001100010,0001101001,0001101100,0001110001,0010010110,0010011100,0010100010,0010101100,0010110100,0010111000,0011000110,0011010001,0011100000,0011100111,0011110011,0100011010,0100011101,0100101001,0100101111,0100110001,0100110010,0100110100,0100111110,0101000101,0101001000,0101010110,0101110101,0110000110,0110010010,0110010101,0110100011,0110101101,0111001001,0111001010,0111001100,0111011000,0111011011,0111100100,0111101110,0111111010,0111111111,1000000000,1000001001,1000010111,1000011010,1000111111,1001001011,1001011100,1001100110,1001101111,1001110100,1001111000,1010010001,1010011110,1010100011,1010101010,1010110000,1010110111,1010111101,1011000101,1011010100,1011011010,1011100010,1011100100,1100000111,1100001110,1100010010,1100010100,1100011000,1100100001,1100101000,1100110101,1101010101,1101011010,1101011111,1101100111,1101110011,1110001011,1110100100,1110110011,1110111001,1111000001,1111010110,1111101011,1111110001,1111111000
0000000010,242,23,41,9,0,0,4,0,0,0,11,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,23,47,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001011,93,191,80,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,23,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101010,106,122,146,24,0,0,13,0,21,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111011,49,128,109,135,0,0,0,11,0,0,0,35,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001111,28,243,10,4,64,8,0,0,8,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,56,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011101,0,102,54,17,41,51,0,5,6,0,0,105,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,19,13,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100010,119,39,70,46,0,0,0,12,15,5,0,10,26,0,0,0,9,0,3,0,14,0,0,0,0,0,10,13,0,33,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101001,0,125,125,7,0,23,0,75,15,6,0,0,0,0,0,0,0,0,10,0,0,0,0,29,0,0,0,0,0,12,35,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101100,11,72,59,0,0,25,0,24,113,0,0,102,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
