,0000011011,0000101010,0000110010,0000110101,0000111110,0001000110,0001001001,0001010100,0001011111,0001100011,0001101101,0010011101,0010100111,0010101110,0010110110,0011110010,0011111110,0100011110,0100111111,0110000111,0110101101,0110110001,0110110111,0111000000,0111000011,0111001100,0111010001,0111100001,0111110101,1000011001,1000101101,1000110111,1001001100,1001011110,1001111010,1010000010,1010001101,1010011011,1010101011,1010110001,1011001001,1011010010,1011010100,1011100001,1011111011,1100000100,1100000111,1100011000,1100110011,1101001110,1101010101,1101100010,1101110100,1101111110,1110101110,1111011100
0000011011,137,47,0,0,9,0,53,0,11,212,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101010,10,146,14,0,13,39,33,0,0,174,0,0,0,23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0
0000110010,33,54,22,11,10,57,20,28,0,196,0,0,0,15,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110101,48,0,0,91,0,21,27,82,0,114,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,5,0,0,0,0,0,0,0,0,0,0,41,0,0,12,0,0,0,0,0,0,24,0,0,0
0000111110,21,68,11,0,61,70,0,28,0,78,0,0,0,27,11,0,9,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,38,0,0,0
0001000110,0,9,0,0,8,206,0,8,0,176,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,25,0,0,23,0,0,0
0001001001,8,0,0,0,0,29,163,0,0,269,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010100,0,0,0,10,12,102,20,54,0,118,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,56,0,0,56,0,0,0,0,0,0,37,0,0,0
0001011111,75,11,0,0,50,29,21,10,11,214,14,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
