,0000001111,0000010001,0000100111,0001000011,0001001000,0001010101,0001011111,0001100100,0001110001,0001110010,0001110111,0010001000,0010010110,0010100001,0010110111,0011000010,0011001111,0011010001,0011010111,0011011000,0011100011,0011101000,0011101110,0011111100,0100000101,0100011101,0100011110,0100100010,0100101001,0100110100,0100111011,0101010100,0101011000,0101101011,0110000000,0110001101,0110001110,0110011001,0110011111,0110100111,0110110001,0110111100,0111000101,0111001100,0111011011,0111011110,0111100100,0111111010,0111111101,1000010011,1000011001,1000011111,1000110001,1000110110,1001000110,1001001011,1001010001,1001010010,1001101001,1001110101,1010000001,1010001110,1010100010,1010100100,1010101111,1010111011,1010111100,1011000100,1011001101,1011011011,1011110001,1011111110,1100000010,1100001011,1100011100,1100101100,1100110011,1101000100,1101010011,1101010101,1101011110,1101100010,1101100111,1101101000,1110001000,1110010011,1110011101,1110100000,1110101001,1111000110,1111001111,1111011001,1111011100,1111100001,1111101010,1111110100
0000001111,61,0,12,136,16,0,10,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,24,0,114,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,29,0,0,0,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010001,0,86,0,180,0,16,0,0,10,32,0,0,0,14,0,0,0,11,0,0,0,0,0,0,50,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,18,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100111,37,0,17,148,0,0,0,0,0,9,13,0,9,47,7,0,0,0,0,0,0,0,24,0,98,0,0,10,0,32,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000011,16,12,11,331,19,0,14,0,0,0,0,0,0,23,0,12,8,0,0,0,12,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001000,0,28,0,132,76,12,0,9,0,7,0,32,0,10,0,0,0,0,0,12,0,16,0,0,20,0,0,0,44,0,0,0,18,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0001010101,0,43,0,100,0,54,12,0,15,0,13,0,0,10,0,0,0,14,11,0,0,0,0,0,63,0,0,0,0,38,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,51,0,0,0,0,0,25,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011111,28,16,0,83,25,20,66,0,0,0,10,0,0,0,0,0,11,0,14,0,0,0,15,0,0,13,12,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,36,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,35,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100100,0,0,10,44,0,53,0,43,0,29,0,12,0,51,0,0,0,0,0,0,0,8,26,10,138,0,0,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110001,0,49,0,83,0,13,0,0,20,64,16,0,0,56,0,0,0,11,0,0,0,0,0,0,25,0,0,0,16,47,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
