,0100111100,0110000100,0110001011,0110010011,1000000101,1000000110,1000111101,1000111110,1110000101,1111010011
0100111100,110,196,0,0,69,0,125,0,0,0
0110000100,0,421,0,0,65,0,0,0,14,0
0110001011,19,228,34,30,189,0,0,0,0,0
0110010011,29,178,35,68,178,0,0,0,0,12
1000000101,0,30,0,0,448,12,0,0,10,0
1000000110,0,143,0,0,266,71,0,20,0,0
1000111101,37,0,0,0,266,0,181,16,0,0
1000111110,123,62,0,0,82,96,113,24,0,0
1110000101,0,247,0,0,216,0,0,0,37,0
1111010011,11,194,36,54,183,0,0,0,9,13
