0110011111,0,6,9,0,6,25,0,0,4,12,8,0,31,0,0,3,134,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0110110101,52,59,0,11,0,25,15,0,0,0,0,18,15,0,0,8,14,0,3,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,0,0
0111000010,0,0,7,11,75,9,8,0,0,0,0,0,0,10,0,4,0,0,95,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,4
0111011010,0,7,9,17,40,3,15,0,0,70,0,0,23,0,0,0,29,0,21,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,3
0111100001,20,96,0,12,17,1,18,0,0,0,0,0,2,10,4,7,0,0,18,0,11,14,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0111100110,26,23,17,5,40,8,6,0,0,0,0,2,0,5,0,3,8,0,48,0,13,26,5,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0111111110,13,34,34,19,32,7,8,0,0,33,0,4,0,0,0,0,42,0,0,4,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
1000000101,22,8,13,52,41,0,0,0,0,0,0,11,0,1,0,0,2,0,5,0,0,0,0,84,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
1000011001,4,5,0,12,18,0,5,0,0,9,0,0,58,0,0,0,9,0,4,0,0,0,0,71,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000100000,25,51,0,7,27,0,27,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,26,4,31,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
1001010011,0,39,0,6,91,20,0,0,0,8,0,0,2,5,0,0,3,0,3,0,0,0,0,18,2,0,31,5,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0
1001010101,15,32,4,61,12,10,0,0,5,0,0,3,0,14,0,0,9,0,0,0,0,0,0,41,7,0,11,3,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0
1001110001,14,85,0,8,20,0,0,0,0,0,0,0,14,4,5,0,0,0,0,0,0,0,0,21,19,22,5,13,8,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010101010,0,47,9,0,32,4,40,8,0,19,5,0,0,0,0,0,8,0,25,0,0,0,0,0,0,24,0,0,0,0,0,5,0,5,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1011100001,25,84,0,0,25,0,9,0,6,0,0,0,0,0,0,0,0,0,8,0,15,0,0,38,5,9,0,0,10,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1011100010,5,26,5,0,77,12,26,0,0,0,0,0,0,0,0,0,0,0,46,0,5,4,0,0,0,19,0,0,0,5,8,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4
1011111001,16,71,0,0,0,0,22,0,16,0,0,0,29,0,0,0,6,0,0,0,0,0,0,6,24,14,4,0,14,0,6,0,8,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
1011111010,0,36,15,0,27,13,25,0,0,37,0,0,6,0,0,0,8,0,15,10,0,0,6,0,0,14,6,0,0,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10
1100010110,0,0,5,25,47,17,0,0,0,16,0,26,0,0,0,0,14,0,38,0,0,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,3,8,0,7,0,3,0,9,0,3,0,0,0,0
1100101010,0,19,0,0,21,0,23,0,0,37,31,0,0,0,0,0,0,0,65,0,0,0,0,13,0,10,0,0,0,2,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0
1101000010,0,0,0,23,60,0,0,0,0,6,0,0,0,18,5,0,0,0,96,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,3,12,0,0,0,0,2,0,11,0,0,0,0
1101001110,0,0,64,33,2,0,0,0,0,18,12,0,0,6,0,0,15,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,14,0,0,6,0,0,0,0,0,0,0
1101100011,0,83,0,0,43,0,0,0,0,0,14,0,0,24,9,0,0,0,19,0,5,7,0,0,0,0,10,0,8,0,0,0,0,0,0,3,9,0,0,6,5,0,0,0,0,5,0,0,0,0
1101101100,67,1,23,44,0,0,0,0,0,5,12,0,0,0,5,0,0,0,6,0,0,5,0,0,0,31,0,0,0,0,0,0,0,0,0,7,0,17,0,19,0,0,0,0,0,8,0,0,0,0
1101110111,5,78,9,9,14,0,0,0,0,0,11,0,0,9,16,0,18,0,8,0,0,9,0,4,0,0,25,8,10,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,6,0,0
1110001101,14,0,2,17,0,0,2,0,16,0,4,0,7,0,0,32,44,0,6,0,0,0,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,26,4,0,6,9,0,0,0,0
1110001110,0,13,23,4,14,0,4,0,0,8,7,0,0,0,0,11,39,0,47,0,0,0,0,7,0,13,0,0,0,1,0,0,0,0,3,0,0,25,0,0,0,10,0,0,12,9,0,0,0,0
1110010010,0,4,0,7,20,67,0,0,0,22,0,9,0,0,0,0,9,0,44,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,6,0,20,0,4,0,3
1110011100,8,0,0,33,0,9,17,0,0,24,0,5,20,0,0,16,29,0,0,0,0,0,0,6,15,6,0,0,0,0,0,0,0,0,5,0,0,8,0,12,0,7,3,0,19,8,0,0,0,0
1110100000,18,23,0,9,0,0,45,0,0,8,5,5,0,0,7,2,0,0,30,0,19,11,0,0,0,8,0,0,0,5,4,0,0,0,0,0,0,5,0,0,0,13,0,0,0,28,5,0,0,0
1110110001,15,57,0,0,0,0,12,0,0,7,0,2,20,0,9,3,0,5,17,0,10,0,0,4,13,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,21,0,0,0,0
1111010011,0,28,0,10,30,36,0,0,0,0,0,0,7,11,0,0,5,0,8,5,0,0,0,15,6,0,31,0,3,0,0,0,4,0,0,0,7,0,0,0,4,12,0,8,7,7,0,0,0,6
1111100101,44,34,0,10,13,0,0,0,6,0,0,1,0,7,0,8,5,0,0,0,19,13,0,24,0,0,0,4,7,0,3,0,0,0,0,0,0,0,7,10,4,16,0,0,15,0,0,0,0,0
1111110010,0,25,0,8,44,22,10,0,0,11,0,6,0,0,15,0,0,0,25,7,2,14,4,0,0,0,0,0,6,0,0,8,3,7,0,0,7,0,0,0,5,0,0,9,0,5,0,7,0,0
