,0000100111,0001010110,0001111101,0010000001,0010010110,0011000111,0011001100,0011010001,0011110011,0100000001,0100101011,0100101100,0101000010,0101011011,0110001011,0110011111,0110101111,0111001000,0111111110,1000010010,1000011110,1000100110,1000110001,1000111011,1001001000,1001010111,1001111000,1001111110,1010001010,1011000110,1011110110,1011111010,1100001011,1100011111,1100100101,1101010000,1101100100,1101111111,1110001110,1110111000,1110111110,1111011100,1111100001,1111100010
0000100111,186,0,0,22,0,0,0,0,0,2,4,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0
0001010110,85,35,0,17,24,6,10,0,0,4,0,0,16,4,0,5,0,0,6,5,17,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111101,38,8,38,46,0,0,49,7,0,20,0,0,0,2,0,9,0,0,5,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0010000001,12,0,0,207,0,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
0010010110,66,18,0,79,47,9,7,0,0,0,0,0,0,0,0,6,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000111,83,8,0,74,0,35,24,6,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0011001100,28,0,0,71,5,2,61,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,39,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0
0011010001,16,18,0,120,1,6,27,30,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
0011110011,62,27,8,45,0,23,0,28,27,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
0100000001,11,0,0,115,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
0100101011,64,0,0,69,0,0,0,0,0,40,18,0,0,6,7,7,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
