,0000100111,0001010110,0001111101,0010000001,0010010110,0011000111,0011001100,0011010001,0011110011,0100000001,0100101011,0100101100,0101000010,0101011011,0110001011,0110011111,0110101111,0111001000,0111111110,1000010010,1000011110,1000100110,1000110001,1000111011,1001001000,1001010111,1001111000,1001111110,1010001010,1011000110,1011110110,1011111010,1100001011,1100011111,1100100101,1101010000,1101100100,1101111111,1110001110,1110111000,1110111110,1111011100,1111100001,1111100010
0100101100,28,0,0,91,0,0,0,0,0,43,6,25,0,0,0,0,18,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,8,0,0
0101000010,61,8,0,53,0,7,0,0,0,37,0,0,28,4,0,0,0,0,8,0,0,7,0,0,20,0,0,0,3,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0
0101011011,16,11,0,70,0,0,9,4,2,58,6,0,5,38,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0110001011,16,0,0,134,0,0,0,0,0,14,27,0,0,4,21,7,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
0110011111,22,0,0,82,12,6,5,0,0,4,11,0,0,19,14,28,5,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,7,0,0,0
0110101111,71,0,0,54,0,0,7,0,0,7,32,5,0,0,7,12,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,6,0,0,0
0111001000,20,0,0,105,0,10,16,0,0,15,0,0,0,2,1,0,6,0,0,0,0,0,0,0,44,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0
0111111110,47,7,12,15,12,9,7,0,8,0,0,10,0,22,0,13,16,0,24,0,0,0,0,0,0,0,0,8,0,0,4,9,0,0,0,0,0,0,0,3,2,22,0,0
1000010010,17,18,0,48,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,28,12,13,0,0,22,0,0,0,7,0,0,0,63,0,0,2,0,0,0,0,0,0,0,0
1000011110,49,9,0,31,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,36,9,0,0,22,0,0,5,3,0,0,0,31,6,0,0,0,0,0,0,0,12,0,0
1000100110,137,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,5,30,0,0,6,0,0,10,0,5,0,0,27,0,8,0,0,0,0,0,0,0,0,0
1000110001,29,10,5,47,0,0,0,15,4,43,0,0,0,0,0,0,0,0,0,8,0,12,6,12,6,0,13,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
1000111011,35,0,3,56,0,0,0,0,6,17,4,0,0,7,0,6,0,0,0,4,25,8,9,0,3,0,14,0,8,0,0,3,36,0,0,0,0,0,0,0,6,0,0,0
1001001000,11,0,0,65,0,0,12,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,99,0,10,0,5,0,0,0,24,0,0,0,0,0,0,0,0,16,0,0
1001010111,65,19,11,18,6,15,4,3,0,12,0,0,0,3,0,14,0,0,0,8,13,11,0,0,0,5,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
1001111000,0,0,5,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,13,8,66,0,35,6,4,0,0,6,16,0,0,3,0,0,0,7,0,20,0,0
1001111110,54,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,38,30,0,5,2,0,13,9,0,0,6,13,11,0,0,0,0,7,0,0,0,21,0,0
1010001010,16,0,0,83,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,6,0,0,0,45,0,0,0,33,7,0,0,42,0,0,0,0,0,4,0,0,0,0,0
1011000110,49,18,0,28,10,27,29,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,23,0,0,4,15,2,13,0,11,0,0,0,0,0,0,0,0,6,0,0
1011110110,49,31,0,0,10,15,0,0,6,0,0,0,0,0,0,0,0,0,19,15,8,12,0,0,0,0,0,11,6,5,28,17,0,0,0,0,0,0,0,0,8,10,0,0
1011111010,2,2,0,31,0,0,0,0,18,0,0,0,0,0,0,0,0,0,15,19,11,0,0,9,11,0,20,12,29,0,12,22,20,0,0,0,0,0,0,6,0,11,0,0
1100001011,12,0,0,45,0,0,0,0,0,51,14,0,0,5,19,0,0,0,0,0,0,0,0,5,19,0,0,0,6,0,0,0,67,7,0,0,0,0,0,0,0,0,0,0
1100011111,26,0,0,25,6,0,0,0,0,12,0,0,0,8,6,30,0,0,0,0,26,6,0,9,0,5,0,0,0,0,0,0,90,0,0,0,0,1,0,0,0,0,0,0
1100100101,37,0,0,7,0,0,0,0,0,101,0,3,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,0,64,0,16,0,7,0,0,0,0,0,0,0
1101010000,5,10,0,12,0,0,0,2,0,95,0,0,16,7,0,0,0,0,0,8,4,0,0,0,25,0,8,0,7,0,0,0,31,0,0,8,8,0,0,0,0,4,0,0
1101100100,40,0,0,0,0,0,10,0,0,58,0,9,1,0,0,0,6,0,0,0,0,25,0,0,18,0,0,0,0,2,24,0,6,0,24,17,0,0,0,0,0,10,0,0
1101111111,35,0,17,0,0,10,0,0,0,19,11,0,0,16,0,7,5,0,11,0,22,10,0,8,0,7,6,3,0,0,0,17,22,2,7,0,0,0,0,5,7,3,0,0
1110001110,39,0,0,65,10,10,5,0,0,0,0,5,0,0,25,6,18,0,0,0,1,0,0,0,22,0,0,0,21,3,0,0,12,0,0,0,0,0,0,0,2,6,0,0
1110111000,0,0,0,82,0,0,0,0,0,41,0,19,0,0,0,0,0,0,0,10,7,0,0,0,15,0,9,0,14,0,0,9,19,0,0,0,0,0,0,9,8,8,0,0
1110111110,36,0,0,26,17,0,0,0,0,5,0,14,0,0,0,8,18,0,33,6,25,6,0,0,0,0,0,1,3,0,0,8,16,0,0,0,0,0,7,7,7,7,0,0
1111011100,0,10,0,24,14,6,37,0,0,0,0,0,0,11,10,6,6,13,9,0,8,0,0,0,12,0,0,0,8,0,6,0,6,0,0,17,0,0,5,11,0,31,0,0
1111100001,46,0,0,54,0,10,0,25,5,59,4,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,10,0,0,0,7,0,0,0,0,0,0,0,0,4
1111100010,74,0,0,34,0,8,0,0,7,14,2,0,2,0,0,0,5,0,7,10,0,10,0,0,2,0,0,0,21,7,16,6,16,0,0,6,0,0,0,0,0,0,3,0
