,Fitness,Location,Maxima
0000000000,0.472795758452,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.615649886391,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.454976006675,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.530714370997,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.444925582635,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.46548602187,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.570272278122,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.667263415835,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.394282183574,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.513641783424,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.432247041268,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.538186317201,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.369507838329,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.470049991456,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.406932965713,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.570716393058,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.485679591754,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.628533719694,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.416024098589,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.491762462911,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.486584888828,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.507145328063,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.60228056459,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.699271702303,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.447428297011,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.566787896861,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.49722910492,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.603168380852,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.36111066101,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
0000011101,0.461652814137,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1)",0
0000011110,0.409829788339,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",0
0000011111,0.573613215684,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",0
0000100000,0.55548638988,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
0000100001,0.698340517819,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",1
0000100010,0.537666638103,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0
0000100011,0.613405002425,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1)",0
0000100100,0.499316528745,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",0
0000100101,0.51987696798,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1)",0
0000100110,0.624663224232,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0)",0
0000100111,0.721654361945,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 1)",1
0000101000,0.487296970307,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0
0000101001,0.606656570156,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 1)",0
0000101010,0.525261828,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 0)",0
0000101011,0.631201103933,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 1)",0
0000101100,0.464639215888,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 0)",0
0000101101,0.565181369015,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 1)",0
0000101110,0.502064343272,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 0)",0
0000101111,0.665847770617,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 1)",0
0000110000,0.518571852858,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",0
0000110001,0.661425980798,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 1)",0
0000110010,0.448916359693,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 0)",0
0000110011,0.524654724015,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 1)",0
0000110100,0.477905323891,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0
0000110101,0.498465763126,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 1)",0
0000110110,0.593600999653,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 0)",0
0000110111,0.690592137366,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 1)",0
0000111000,0.46666995715,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 0)",0
