,0000000001,0000000111,0000011101,0000100011,0000101010,0000110000,0000110110,0001010001,0001010010,0001010100,0001100000,0001101100,0001101111,0001110011,0001111001,0010001011,0010010010,0010010100,0010011000,0010100001,0010100010,0010100111,0010101000,0010101110,0010111100,0011000111,0011011100,0011100101,0011101001,0011110110,0100000011,0100000101,0100001100,0100100001,0100100111,0100110011,0100111110,0101000001,0101001000,0101001011,0101011110,0101100100,0101101101,0101110010,0101110101,0101111111,0110010110,0110011100,0110011111,0110100100,0110110010,0111000000,0111001010,0111010101,0111011000,0111101000,0111101110,1000001101,1000010010,1000011111,1000100010,1000110001,1000111010,1001000110,1001001011,1001100001,1001110010,1001111100,1010000011,1010000100,1010010111,1010101011,1010110010,1011000101,1011001000,1011011111,1011110000,1100000001,1100000110,1100101001,1101010011,1101010100,1101100111,1101101010,1110000010,1110001000,1110001011,1110011101,1110100110,1110110000,1110111100,1110111111,1111000001,1111001100,1111001111,1111011001,1111011110,1111110011,1111111101
0000000001,267,12,13,24,10,20,0,11,0,0,0,0,0,0,0,11,0,14,0,5,0,0,0,0,0,0,0,0,0,0,9,12,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000111,130,103,30,9,16,0,0,0,0,0,0,0,12,0,0,0,25,12,0,0,0,27,0,0,0,10,0,0,0,0,21,13,0,0,11,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011101,157,21,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,11,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100011,141,55,0,66,7,24,0,0,0,0,10,0,0,11,0,0,13,0,0,9,16,13,0,0,0,0,0,0,0,0,42,0,0,9,9,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101010,82,7,12,70,179,60,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,13,8,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110000,153,0,10,0,10,206,7,0,14,0,15,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,26,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110110,89,43,44,0,22,74,5,0,12,0,0,0,0,13,0,0,29,0,0,0,0,8,0,5,0,0,0,0,0,24,0,0,0,0,0,0,10,0,0,0,0,0,0,13,0,0,20,0,0,0,0,0,0,0,0,0,0,0,46,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010001,251,8,10,0,20,13,0,47,42,8,0,0,0,5,16,0,12,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010010,153,33,7,0,59,14,7,14,84,12,13,0,0,10,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,11,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
