,0000000011,0000011010,0001000001,0001001011,0001010100,0001011000,0001101001,0001110000,0001110011,0001111010,0010000001,0010001101,0010011011,0010110001,0011001010,0011010101,0011100011,0011110110,0011111000,0100000010,0100001101,0100110100,0100111101,0101000011,0110011100,0110100010,0111100001,0111110010,1000001010,1000001111,1000010110,1000111010,1001000011,1001001100,1001010101,1001011001,1001100001,1001101000,1001111111,1010010011,1010100010,1011110100,1011110111,1011111010,1100010100,1100110010,1101010001,1101010110,1101100111,1101110101,1110000001,1110101010,1110111101,1111000010,1111001111,1111010100,1111010111,1111011001,1111011010
0000000011,330,6,9,23,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,53,0,0,0,11,0,0,0,0,0,32,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011010,178,130,0,26,0,12,0,0,0,9,0,0,27,0,0,0,0,0,0,25,0,0,0,0,0,8,0,0,3,41,14,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000001,175,0,125,20,22,14,8,13,0,0,10,0,0,0,0,9,0,0,0,13,0,0,0,15,0,0,0,0,0,24,0,0,15,0,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001011,210,45,12,111,8,15,10,0,0,0,0,0,11,0,13,0,0,0,0,30,0,0,0,12,0,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010100,80,0,57,23,70,16,0,19,0,0,0,0,0,8,0,44,0,17,0,11,0,28,0,0,0,0,0,0,0,116,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011000,125,55,62,21,59,61,0,9,0,12,0,0,32,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101001,169,7,49,47,37,35,39,6,0,0,0,0,12,0,0,25,0,0,0,22,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110000,72,0,118,9,26,38,0,32,11,39,0,0,0,0,0,21,0,13,9,27,0,37,0,0,0,0,0,0,0,15,0,0,0,0,0,8,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110011,83,50,25,19,0,11,0,31,43,35,0,0,13,0,0,29,25,13,0,50,0,8,0,18,0,0,0,0,0,18,0,0,0,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111010,18,124,0,44,0,31,0,13,26,46,0,0,7,0,14,8,0,17,19,52,0,18,0,0,0,0,0,0,0,20,0,10,0,0,0,11,0,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
