,0000000001,0000011000,0000100100,0000101001,0001001010,0001001101,0001010000,0001010101,0001011100,0001110011,0001110110,0001111101,0010000000,0010000111,0010001100,0010011001,0010011111,0010100001,0010101000,0010110010,0011100110,0011110100,0011111110,0100000101,0100001001,0100001100,0100010011,0100100000,0100100011,0100101110,0100111010,0101100111,0101110100,0101111000,0110000001,0110001111,0110100111,0110110100,0111000110,0111001101,0111010011,0111011001,0111101010,0111110000,0111110111,0111111100,1000000011,1000001101,1000101000,1000110000,1000110101,1000111001,1000111100,1001010001,1001010010,1001011110,1001101111,1001110100,1010000100,1010011100,1010100110,1010101011,1010110001,1011000001,1011000110,1011001000,1011011011,1011100010,1011110101,1011110110,1100000110,1100001111,1100010000,1100010111,1100011110,1100100001,1100111101,1101000000,1101001011,1101001101,1101010110,1101011001,1101101010,1101110101,1110000101,1110001000,1110010001,1110010110,1110100010,1110101101,1110110011,1110111000,1111100001,1111100110,1111101100,1111110100,1111111011
0000000001,271,45,0,13,0,16,9,9,0,0,0,0,7,0,0,15,0,7,0,10,0,0,0,13,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,21,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011000,57,289,0,19,7,12,11,0,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,10,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100100,85,128,56,23,0,0,0,24,0,0,17,0,0,0,5,0,0,12,0,26,0,0,0,0,0,9,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0,0,0,16,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101001,93,42,9,152,0,8,0,0,0,0,0,0,0,0,0,24,0,16,7,28,0,0,0,0,15,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001010,23,100,0,16,101,53,16,29,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001101,94,9,11,55,6,66,0,73,14,0,0,11,0,8,13,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,35,42,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010000,41,169,0,0,7,14,60,69,10,0,7,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010101,99,71,0,0,0,22,33,129,13,0,9,10,0,0,0,36,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011100,31,108,11,0,45,40,9,71,32,0,12,11,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,78,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
