,0000101101,0001000011,0001001001,0001100101,0001110111,0001111001,0010011101,0010101100,0010110001,0010111010,0011000101,0011011011,0011111111,0100100011,0100110010,0100110100,0101000010,0101001111,0101010110,0101011101,0110010000,0110011010,0110111100,0111001100,0111110100,1000000000,1000001010,1000011000,1000100011,1000101001,1000110110,1001011110,1010000001,1010001000,1010011011,1010110011,1010111111,1011000011,1011000100,1011010110,1011011111,1011111100,1100100000,1101000011,1101010001,1101011011,1101110110,1110000100,1110010111,1110011001,1110011110,1110100110,1110101100,1110101111,1110110100,1111001001,1111010100,1111110101
0000101101,284,62,53,18,0,0,38,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0001000011,118,259,29,0,0,17,0,0,0,0,9,0,0,11,0,0,25,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001001,160,132,128,0,0,7,18,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
0001100101,213,151,39,25,10,14,0,0,0,0,34,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110111,101,205,0,6,18,55,0,0,0,0,0,19,12,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,34,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0001111001,197,70,52,0,0,60,48,0,0,0,0,22,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011101,90,25,11,0,0,0,174,0,0,0,26,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,10,0,8,0,0,0,0,0,0,0,0,0,0,0,82,13,0,0,0,0,0,8,0,0
0010101100,200,44,9,0,0,0,5,5,0,12,8,0,0,0,0,0,67,0,0,0,0,0,17,21,0,7,13,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,14,0,0,7,0,0
0010110001,260,18,0,0,0,37,53,0,8,0,13,0,0,0,0,8,42,0,0,0,0,0,0,0,0,14,0,0,0,8,0,0,20,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111010,131,74,0,0,0,0,21,0,0,23,0,62,0,0,20,0,49,0,0,0,0,34,0,0,0,0,17,0,0,0,0,0,0,0,30,0,11,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
0011000101,77,183,32,25,0,0,8,0,0,0,136,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0
0011011011,35,175,47,0,0,22,54,0,0,0,0,83,3,0,0,0,16,25,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111111,68,94,0,0,24,21,34,0,0,23,12,64,9,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,59,0,0,0,18,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
0100100011,209,99,10,0,0,10,0,0,0,0,0,0,0,22,8,0,79,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100110010,111,57,0,0,0,9,0,0,0,7,0,0,0,14,55,10,189,0,15,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0100110100,145,9,76,0,0,0,10,0,0,0,0,0,0,0,24,21,124,0,6,0,0,0,10,0,15,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12,0,0,0
0101000010,15,166,53,0,0,0,0,0,0,0,12,13,0,13,0,0,203,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101001111,36,263,89,0,0,0,0,0,0,0,11,14,0,0,0,0,38,34,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101010110,46,162,53,0,7,0,0,0,0,0,0,34,0,0,15,0,106,11,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,28,0,0,0,0,0,0,0,0,0
0101011101,56,70,148,0,0,12,79,0,0,0,23,13,0,0,0,0,0,46,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
0110010000,116,17,40,0,0,0,22,0,9,0,11,0,0,0,12,16,109,0,0,0,0,9,0,9,0,10,0,0,0,0,0,0,41,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
0110011010,72,34,11,0,0,0,24,0,0,22,0,43,0,0,26,0,119,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,15,0,0,0,0,0,0,0
0110111100,86,0,62,0,0,0,37,10,0,18,0,0,0,0,17,30,46,0,0,0,12,14,9,25,4,0,0,0,0,0,0,0,0,20,0,0,14,0,0,0,0,0,0,0,0,0,0,0,51,11,7,0,12,0,15,0,0,0
0111001100,13,60,191,0,0,0,8,22,0,0,58,8,0,0,0,0,39,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0
0111110100,98,30,45,17,6,0,0,0,0,0,21,0,0,0,5,22,65,0,30,0,0,0,23,12,7,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,10,0,10,13
1000000000,165,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,115,11,7,9,0,0,0,10,17,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
