,0000001100,0000010111,0000011011,0000100111,0001100011,0010100101,0010110111,0011101000,0100111001,0100111010,0100111100,0101000011,0101010001,0101011011,0101011101,0101101010,0101101101,0101110111,0110011001,0110111011,0111000010,0111000111,0111011010,0111111101,1000100000,1000101100,1000111010,1001001010,1001001111,1001011011,1001011100,1001111110,1010000111,1010001000,1010110000,1010111100,1011011101,1011110101,1100010010,1100100011,1100100110,1100111000,1101001000,1101011010,1101100010,1110000010,1110000101,1110001110,1110011011,1110011100,1110110111,1111010000,1111010110,1111100100
0000001100,111,6,0,241,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,10,23,0,17,0,0,39,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010111,0,247,12,223,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011011,45,80,94,197,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,7,19,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100111,0,56,0,313,17,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100011,0,42,20,224,83,0,0,0,0,0,0,14,0,0,0,12,0,8,0,0,0,0,0,0,72,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100101,15,28,0,278,0,115,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110111,0,179,5,176,10,57,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,19,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
0011101000,26,8,0,154,14,17,0,39,15,8,0,0,0,0,33,0,0,0,0,0,0,0,0,15,52,32,0,41,0,0,14,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100111001,34,132,53,134,0,0,0,0,46,5,11,0,6,13,22,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
0100111010,38,50,28,63,0,0,0,0,20,65,12,0,0,13,0,21,0,0,0,14,0,0,0,0,103,0,13,0,0,0,0,0,0,25,7,0,0,0,11,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0
0100111100,102,80,0,93,0,15,0,0,20,20,0,0,0,0,21,0,0,0,0,0,0,0,0,16,39,33,0,0,0,0,27,0,0,17,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0101000011,0,120,0,138,41,0,0,0,0,0,0,57,10,10,28,17,0,11,0,0,9,9,0,0,0,0,0,9,0,0,23,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101010001,11,206,12,99,7,0,0,0,12,0,0,40,44,12,22,0,0,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101011011,20,101,106,17,7,0,0,0,13,38,0,34,40,47,26,0,0,11,0,0,0,0,7,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0101011101,32,154,10,46,0,0,0,0,14,12,0,0,25,54,109,0,12,0,0,0,0,0,0,8,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101101010,0,0,0,94,50,0,0,36,7,56,0,21,0,10,57,10,0,0,0,0,11,0,0,0,89,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0
