,0000011100,0000100000,0000101101,0000110001,0000110010,0001000110,0001010101,0001100010,0001101100,0010000010,0010001000,0010010100,0010011001,0010101110,0010111100,0011010110,0011011101,0011100111,0011110010,0100011001,0100011111,0101000010,0101001011,0101110101,0101111110,0110000100,0110100011,0110110010,0110110100,0111010011,0111010100,0111011111,0111101111,0111110001,1000110000,1001000101,1001001010,1001011110,1001101101,1010011110,1010100010,1011000011,1011001001,1011001100,1011010001,1011010010,1011010100,1011011000,1011100110,1011101011,1011111110,1100010101,1100101001,1101100011,1101110001,1110000011,1110110001,1110111101,1111000010,1111011010,1111011101,1111100111,1111110011
0000011100,85,8,8,0,0,0,0,0,0,42,0,25,11,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100000,0,217,0,20,28,0,0,12,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101101,10,95,145,18,0,0,0,0,9,113,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110001,0,84,9,120,16,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110010,0,10,0,16,86,0,0,8,0,190,0,0,0,12,0,0,0,0,19,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000110,0,10,0,0,0,91,0,15,16,192,0,0,0,23,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,109,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010101,41,16,3,22,0,0,0,0,0,51,0,17,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,269,14,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0001100010,0,75,0,0,52,41,0,54,0,206,0,0,0,9,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
0001101100,29,109,56,0,0,14,0,0,42,38,0,17,0,55,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,25,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
