,0000000111,0000101010,0000101111,0000110110,0000111011,0001000101,0001001100,0001001111,0001011001,0001011010,0001101110,0010000110,0010001011,0010010111,0010111010,0011000000,0100001000,0100001111,0100101001,0101000110,0101101010,0101101111,0110001110,0110010110,0110011001,0110011010,0110111100,0111000101,0111001010,0111010010,0111011000,0111011011,0111101001,0111110000,0111110011,0111111010,0111111111,1000001011,1000110101,1000111001,1001011011,1001101100,1001101111,1001110001,1010010011,1010011111,1011000011,1011001010,1011001111,1011010000,1011101001,1011110101,1011111010,1100011011,1100111010,1101000101,1101001100,1101001111,1101011010,1101100000,1101101101,1101101110,1110000101,1110001001,1110001111,1110010000,1110100111,1111101010
0000000111,287,0,10,0,0,30,0,7,0,0,0,24,20,14,0,0,0,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
0000101010,55,21,18,9,12,0,0,0,0,11,9,0,12,0,26,0,9,0,166,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,86,0,0,0,17,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101111,184,7,114,10,10,0,0,14,0,0,8,0,11,0,0,0,0,11,85,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
0000110110,133,0,11,103,15,0,11,0,0,0,0,8,0,8,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
0000111011,22,21,63,10,72,0,0,5,0,22,0,0,10,0,14,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,69,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000101,191,0,0,0,0,147,9,14,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,35,0,0,0,0
0001001100,87,0,0,0,0,58,108,10,0,9,16,0,0,0,0,0,26,0,101,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,26,0,0,0,0
0001001111,179,0,29,0,0,20,10,70,0,13,11,0,25,0,0,0,0,17,52,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,23,0,0,0,0
0001011001,74,0,9,0,12,25,20,39,22,34,0,0,0,0,0,0,18,0,149,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
0001011010,63,12,0,8,6,0,13,49,15,115,0,0,2,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,29,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,0,0,0,0,0,0,0,0,0
0001101110,117,12,48,52,0,0,40,12,0,23,10,11,10,0,0,0,0,0,43,15,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,10,21,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
0010000110,161,0,8,20,0,23,0,0,0,0,0,68,51,13,0,0,20,0,92,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001011,75,10,15,0,9,0,0,40,0,0,0,0,147,0,0,0,12,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0010010111,160,0,14,13,0,68,0,12,0,0,0,35,58,45,0,0,0,0,19,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,21,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0010111010,9,29,26,56,50,0,5,0,0,18,0,0,63,0,41,0,0,0,51,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,82,0,0,0,9,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000000,62,0,0,0,0,34,10,0,0,0,0,19,0,0,0,0,22,0,170,0,0,0,0,0,11,0,0,14,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,84,0,0,31,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100001000,7,12,0,0,0,0,8,0,0,41,0,0,14,0,0,0,182,0,169,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
0100001111,135,0,47,0,0,0,0,37,0,13,0,9,32,0,0,0,17,0,40,27,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,76,16,0,0,0
0100101001,27,14,10,0,15,0,0,0,0,0,0,0,0,0,0,0,86,0,247,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
0101000110,143,0,0,10,0,24,14,18,0,23,13,60,0,0,0,0,37,0,12,40,0,0,0,11,0,0,0,28,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
0101101010,49,25,0,0,11,0,12,9,0,54,14,0,10,0,15,0,15,0,99,13,0,9,0,0,3,0,0,0,15,0,0,0,10,0,0,12,0,6,0,28,0,0,0,54,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8
0101101111,82,0,82,0,13,7,8,41,0,12,7,0,9,0,0,0,0,12,59,11,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,32,0,0,0,0,8,0,0,0,0,16,9,0,0,0,0,0,0,0,0,11,0,0,12,10,0,25,0,0,0,0
0110001110,61,0,21,8,0,0,0,20,0,15,0,38,77,0,13,0,93,6,24,27,0,0,22,17,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0
0110010110,65,0,0,46,0,7,0,0,0,7,0,74,28,27,0,0,35,0,39,0,0,0,32,28,32,12,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,16,0,0
0110011001,12,0,0,0,11,22,0,0,15,14,0,0,60,0,0,0,41,0,103,0,0,0,0,0,70,9,0,6,0,0,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,77,0,17,0,0
0110011010,26,0,0,4,6,0,0,0,0,70,0,0,112,0,32,0,43,0,52,0,0,0,24,14,46,0,0,0,8,10,9,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,0,0
0110111100,23,0,24,35,0,0,60,0,0,12,0,0,8,0,29,0,78,0,53,0,0,0,0,27,57,0,21,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,27,0,0,0,0
0111000101,76,0,0,0,0,141,0,11,0,0,0,27,0,0,0,10,7,0,21,0,0,0,0,0,29,0,0,104,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,47,0,0,0,0
0111001010,40,0,0,0,0,0,0,27,0,64,0,18,59,0,17,11,24,0,49,24,13,0,8,0,42,10,0,0,0,13,14,7,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0111010010,91,0,0,0,0,0,0,0,0,46,0,17,22,0,0,12,7,0,17,0,0,0,0,39,31,13,0,8,17,20,15,7,0,17,11,10,0,0,0,0,0,0,0,66,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
0111011000,10,0,0,0,0,0,29,0,30,47,0,0,9,0,0,10,34,0,49,0,0,0,0,0,83,13,11,18,18,19,0,14,19,11,0,7,0,0,0,0,0,0,0,40,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0111011011,71,0,0,0,57,0,0,70,21,47,0,0,63,0,0,0,0,0,0,0,0,0,0,0,35,5,0,12,14,11,11,0,6,0,14,12,7,0,0,0,20,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111101001,15,0,9,0,14,0,0,0,0,0,0,0,28,0,0,0,23,0,217,0,0,0,0,0,62,0,9,49,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
0111110000,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15,81,0,10,43,0,35,9,0,19,8,15,16,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0
0111110011,99,0,0,0,43,0,0,0,0,0,0,0,23,8,0,0,0,0,38,0,0,0,0,11,43,0,0,26,0,31,0,8,4,16,37,18,14,0,0,0,0,0,0,60,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111111010,0,0,0,26,39,0,0,0,0,90,0,0,2,0,34,0,0,0,11,0,9,0,0,12,61,8,13,0,8,23,13,10,24,5,14,0,12,0,0,0,0,0,0,45,0,0,0,25,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0111111111,35,0,88,29,33,0,0,39,0,36,0,0,26,10,0,0,0,0,27,0,0,13,0,9,13,0,11,37,0,0,0,11,13,0,30,12,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000001011,55,10,35,0,11,0,0,17,0,0,0,0,51,0,0,0,10,5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,8,11,0,0,10,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,65,0,0,0,0
1000110101,80,0,32,9,12,64,0,0,0,0,0,0,0,7,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,0,0,0,60,12,0,0,0,0,0,0,19,0,10,0,15,0,0,0,0,0,0,12,64,0,0,0,0
1000111001,0,0,29,0,47,0,0,0,8,0,0,0,0,0,13,0,0,0,151,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,67,8,0,0,63,17,0,0,0,0,0,0,0,0,13,25,0,0,0,0,0,0,0,0,38,0,0,0,0
1001011011,52,0,24,0,42,0,0,59,35,45,0,0,23,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,21,11,0,0,20,8,0,0,0,0,0,0,0,0,23,16,0,0,0,11,0,0,0,0,30,0,0,0,0
1001101100,34,0,15,10,0,23,84,0,0,0,26,0,13,0,0,0,17,0,49,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,10,38,0,0,0,0,0,0,11,0,0,0,0,0,19,0,0,0,8,15,0,46,0,0,0,0
1001101111,71,0,100,8,12,8,0,27,0,0,19,0,22,0,0,0,0,0,54,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,12,6,15,0,0,0,0,0,0,14,0,23,0,0,0,0,0,0,15,0,0,12,18,0,21,0,0,0,0
1001110001,74,0,21,0,22,25,0,0,14,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,21,31,9,0,0,135,27,0,0,0,0,0,0,8,0,27,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1010010011,47,0,0,0,25,4,0,0,0,0,0,9,84,47,0,0,0,0,45,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,15,0,0,11,0,0,58,63,6,15,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,13,0,9,0,0
1010011111,61,0,61,7,10,29,10,39,0,6,0,11,60,42,0,0,0,0,10,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,6,0,0,0,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,49,14,0,0,0
1011000011,151,0,0,0,9,8,0,13,0,0,0,24,71,11,0,6,0,0,37,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,0,0,34,0,0,14,0,0,0,44,0,14,12,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
1011001010,51,8,0,0,0,0,7,11,0,48,0,15,76,0,0,13,0,0,48,3,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,27,12,0,0,0,15,0,31,17,13,17,15,0,9,0,0,0,0,0,0,0,0,0,0,28,0,0,0,16
1011001111,92,0,20,0,0,21,11,65,0,11,0,14,73,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,10,0,0,16,12,11,10,0,21,0,0,0,0,0,0,10,0,0,0,0,0,50,11,0,0,0
1011010000,35,0,0,0,0,14,0,0,10,8,0,0,13,0,0,13,0,0,93,0,0,0,0,0,0,0,0,8,0,31,17,0,0,13,0,0,0,0,0,15,0,0,0,128,57,0,21,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
1011101001,25,0,13,0,16,0,8,0,13,0,0,0,34,0,0,0,0,0,146,0,0,0,0,0,8,0,0,21,0,0,0,0,36,0,0,0,0,0,0,63,0,0,0,16,0,0,7,15,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0
1011110101,43,0,26,0,0,94,11,0,0,0,0,0,0,28,0,0,0,0,22,0,0,0,0,0,0,0,0,38,0,0,0,0,0,12,41,0,0,0,8,21,0,0,0,79,25,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,13,12,0,0,0,0
1011111010,0,9,9,36,33,0,6,0,0,80,0,0,26,0,32,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,13,11,0,0,0,47,24,0,0,61,5,0,12,20,0,22,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8
1100011011,8,0,25,0,32,0,0,15,10,4,0,0,36,0,0,0,34,14,42,0,0,0,0,0,24,6,0,0,0,0,0,14,0,0,0,0,0,62,0,14,18,0,0,16,0,12,0,0,0,0,0,0,0,24,20,0,0,0,10,0,0,0,0,60,0,0,0,0
1100111010,24,17,15,36,36,0,0,0,0,45,0,0,0,0,33,0,33,0,25,0,9,0,0,0,18,13,0,0,0,0,0,0,0,0,0,7,0,9,0,31,10,0,0,54,0,0,0,0,0,0,0,0,0,19,43,0,0,0,12,0,0,0,0,11,0,0,0,0
1101000101,73,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,7,0,11,13,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,33,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,53,11,9,0,0,12,0,12,91,0,0,0,0
1101001100,14,0,0,0,0,31,64,0,0,20,0,0,0,0,0,0,84,0,15,33,0,0,0,0,5,0,13,8,0,0,0,0,0,0,0,0,0,0,0,29,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,42,0,9,15,0,6,13,0,77,0,0,0,0
1101001111,51,0,20,0,0,0,0,93,0,19,0,0,10,0,0,0,0,17,0,47,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,6,0,3,0,0,0,0,0,21,0,0,0,0,12,0,30,7,0,10,0,7,9,0,52,16,0,0,0
1101011010,25,0,0,0,0,0,10,13,15,136,0,0,0,0,0,0,25,0,50,15,9,0,0,0,0,14,0,0,8,11,8,5,0,0,0,11,0,7,0,9,17,0,0,40,0,0,0,0,0,0,0,0,0,36,27,0,0,0,0,0,0,0,0,9,0,0,0,0
1101100000,47,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,49,0,57,14,14,0,0,0,17,0,0,9,0,12,0,0,4,11,0,0,0,13,0,27,0,14,0,169,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,22,0,0,0,0
1101101101,0,0,31,0,0,17,17,0,0,0,0,0,0,0,0,0,14,0,98,0,0,14,0,0,0,0,13,17,0,0,0,0,7,0,0,0,0,19,12,25,0,9,10,14,0,0,0,0,11,0,14,0,0,0,0,41,15,11,0,0,0,10,0,81,0,0,0,0
1101101110,84,9,16,18,0,0,12,0,0,45,26,9,21,0,0,0,13,0,0,41,8,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0,39,0,9,11,13,0,0,0,9,13,0,0,0,0,0,17,0,13,8,8,0,12,0,0,0,0,0,0,12
1110000101,45,0,0,0,0,54,0,0,0,0,0,13,11,11,0,0,16,0,50,0,0,0,11,8,14,0,0,57,0,0,0,0,0,0,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,118,10,0,16,0
1110001001,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,42,0,123,0,0,0,0,0,70,0,0,14,0,0,0,0,15,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,91,12,14,0,0
1110001111,23,0,26,0,0,0,0,17,0,0,0,14,90,8,0,0,11,5,25,21,0,0,35,0,11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,12,0,0,24,0,0,0,0,39,0,0,0,10,0,0,0,0,15,68,0,0,12,0
1110010000,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,92,0,49,0,0,0,0,22,49,10,0,16,0,46,10,0,0,13,0,0,0,15,0,0,0,0,0,23,38,0,0,0,0,11,0,0,0,22,19,0,0,0,0,0,0,0,22,12,0,0,0,0
1110100111,89,0,36,8,0,28,0,0,0,0,0,40,22,30,0,0,0,0,62,0,0,0,7,0,41,0,0,7,0,0,0,0,0,0,22,0,0,21,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,18,0,0,0
1111101010,16,27,0,0,13,0,0,0,0,45,0,21,77,0,19,0,8,0,16,9,11,0,0,0,29,0,9,0,10,11,0,0,24,0,0,10,0,9,0,29,0,0,0,11,0,0,18,33,7,0,16,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
