,0011001100,0110110101,1000011111,1001000001,1001001100,1001101001,1010110001,1010111100
0011001100,203,0,0,5,4,0,0,38
0110110101,119,22,0,22,0,0,18,69
1000011111,71,0,40,66,0,0,0,73
1001000001,133,0,6,105,0,6,0,0
1001001100,126,0,0,48,16,0,0,60
1001101001,91,0,23,77,4,27,0,28
1010110001,73,8,15,105,0,0,21,28
1010111100,58,0,0,21,12,0,17,142
