,0000000001,0000010010,0000011110,0000100010,0000101100,0000111010,0001110100,0010001111,0010011101,0010100001,0010100100,0011000001,0011010111,0011110001,0011110010,0011111000,0011111101,0100001110,0100100101,0101011000,0101100010,0101111110,0110000011,0110001010,0110010001,0110010111,0110100111,0110110011,0110111010,0111001101,0111010011,0111011001,0111011100,1000001101,1000010001,1000011011,1000011100,1000100011,1000111111,1001000001,1001011001,1001011111,1001110111,1001111000,1010011010,1010101010,1010101111,1011010010,1011011101,1011011110,1011100011,1011101101,1100000001,1100001010,1100010010,1100100000,1101000000,1101000111,1101011010,1101011101,1101101001,1101110011,1110000000,1110001100,1110010100,1110011001,1110011110,1110100011,1111010001,1111100101,1111111101
0000000001,314,58,0,14,0,0,0,0,20,24,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010010,78,259,20,7,0,14,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,35,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011110,0,212,62,0,5,16,0,15,87,0,0,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,23,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0
0000100010,78,212,0,127,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101100,10,176,10,39,95,0,0,7,71,9,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111010,12,263,24,11,15,24,0,0,82,0,0,0,0,0,15,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110100,14,93,0,38,57,0,0,0,112,38,11,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,14,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001111,110,56,7,0,0,0,0,77,86,7,0,12,8,0,0,0,21,15,0,0,0,0,7,0,0,0,29,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0
0010011101,58,27,11,0,12,0,0,27,215,13,0,0,7,0,0,0,30,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,34,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
0010100001,150,23,0,61,0,0,0,0,22,179,10,14,0,10,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100100,11,109,0,104,38,0,16,9,52,75,31,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000001,188,30,0,9,0,0,0,0,30,90,0,25,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,40,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0
0011010111,50,74,7,0,0,0,0,11,72,38,0,12,16,0,0,0,8,0,0,0,0,0,0,0,0,31,30,0,0,0,72,0,42,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
