,0000010000,0000101010,0000111100,0001001100,0001001111,0001010110,0010001100,0011010000,0011100110,0011101101,0011110001,0100001100,0100100010,0100110100,0100111110,0101001001,0101010000,0101010101,0101011011,0101100001,0101110011,0101111111,0110000111,0110100001,0110101000,0110101011,0110111100,0111001111,0111011101,1000001100,1000010101,1000010110,1000011011,1000100000,1000101011,1000111111,1001011000,1001100111,1001111101,1010100111,1011000001,1011011011,1011100000,1011101011,1011111110,1100001001,1100001110,1100011000,1100011111,1100101101,1101011101,1101111110,1110000110,1110001101,1110010101,1110111110,1111001010,1111010110,1111011001,1111101100,1111110111
0000010000,391,0,0,7,0,5,0,15,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101010,137,19,17,50,0,0,0,0,0,0,0,10,8,0,14,0,0,0,0,0,0,0,25,0,39,29,0,0,0,28,42,0,7,25,12,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111100,107,0,58,109,0,6,8,0,0,0,0,17,0,10,19,0,0,0,0,0,0,0,0,0,0,0,12,0,10,12,105,0,0,0,0,15,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001100,85,0,30,237,12,21,10,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001111,59,0,0,113,12,29,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,13,23,0,0,13,0,10,0,24,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010110,138,0,0,42,0,96,0,0,0,0,0,9,0,0,28,0,10,0,0,0,0,0,0,0,0,0,0,0,27,0,123,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
0010001100,75,12,7,152,0,0,50,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,24,0,7,0,0,0,53,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0
0011010000,196,0,0,17,0,24,0,114,0,0,21,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,70,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0011100110,95,23,0,12,0,27,0,10,7,7,15,18,0,0,41,0,0,0,0,0,0,0,26,0,21,7,0,0,77,42,44,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101101,19,8,23,30,17,0,14,0,0,27,23,0,0,0,0,0,0,0,0,0,0,10,22,13,0,13,0,0,12,0,211,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,32,0,0,0,15,0,0,0,0,0,0,0
0011110001,95,0,0,0,0,11,0,80,0,0,48,0,0,11,0,0,23,0,0,0,14,0,0,16,6,10,0,0,0,0,159,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100001100,85,0,31,104,0,0,62,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,13,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0
0100100010,109,17,0,0,0,0,0,0,0,0,0,16,31,0,8,0,13,0,0,88,0,0,0,23,37,18,0,0,28,0,42,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100110100,119,0,41,12,0,16,0,0,0,0,0,17,0,35,14,0,28,0,0,0,0,0,0,0,0,0,12,0,56,0,124,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100111110,40,9,59,33,0,0,0,0,0,0,0,69,0,8,61,0,0,0,0,0,0,14,0,0,0,0,13,0,19,0,119,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,10,0,0,0,0,0
0101001001,74,0,15,83,13,0,13,0,0,0,0,0,0,0,0,56,24,23,10,24,0,0,0,27,13,15,0,0,16,0,48,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,11,9,0,0,5,0,0,0,0,0,0,0
0101010000,167,0,0,39,0,23,0,27,0,0,0,0,0,12,0,32,69,14,0,17,0,0,0,0,9,0,0,0,42,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
0101010101,52,0,0,33,0,33,0,16,0,0,0,0,0,30,0,21,27,41,0,0,0,0,0,0,0,0,0,0,33,0,171,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,15,14,0,0,0,0,0,0,0,0,0,0
0101011011,80,0,0,16,10,11,0,6,0,0,0,12,0,0,16,55,49,6,47,5,9,13,0,0,0,31,0,0,10,0,114,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101100001,34,0,13,11,0,0,0,0,0,0,11,0,16,16,0,35,33,6,0,41,9,0,0,51,42,35,0,0,0,0,113,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0101110011,40,0,0,0,0,0,0,0,0,0,19,0,13,13,17,11,64,10,38,40,0,9,0,0,0,77,0,0,0,0,143,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101111111,0,0,23,0,15,12,0,0,0,0,0,17,0,10,65,0,0,17,41,0,16,34,0,0,0,11,0,0,0,0,183,0,0,0,0,21,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0110000111,5,0,0,0,0,23,0,0,0,0,0,8,0,0,0,15,0,8,0,24,0,0,61,36,0,27,0,13,81,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,24,0,0,13,10,0,0,0,0,0,0,0
0110100001,36,0,0,0,0,0,0,0,0,0,17,0,14,0,0,0,0,0,0,68,0,0,11,133,34,28,0,0,9,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0110101000,91,19,0,0,0,0,64,0,0,6,0,19,16,0,13,0,0,0,0,0,0,0,23,58,79,14,15,0,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,8,0,0,0,0,0,0,0,0,0,0,0
0110101011,18,19,0,0,0,0,0,0,0,0,0,14,12,0,17,10,0,0,6,35,0,8,73,55,26,70,0,0,0,0,85,0,7,0,12,0,0,0,0,0,0,0,0,9,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0
0110111100,45,0,58,24,0,0,38,0,0,18,0,17,0,13,45,0,0,0,0,0,0,0,0,0,14,0,13,0,86,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,8,11,0,0,0,0,0
0111001111,8,0,0,44,24,26,0,0,0,12,0,35,0,0,0,46,0,12,15,0,0,23,50,0,0,21,0,38,26,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,20,0,0,0,24,0,0,0,0,0,0,0
0111011101,10,0,0,50,0,24,9,9,0,9,12,5,0,7,0,22,0,47,10,0,0,13,0,14,0,0,13,10,69,0,80,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,30,12,0,0,17,0,0,0,0,11,0,0
1000001100,74,0,13,123,0,0,39,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,113,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0,11,0,0,0,13,0,0,0,0,0,0,0
1000010101,90,0,0,9,0,10,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,8,0,0,0,0,11,12,283,11,0,0,0,11,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1000010110,116,0,12,39,0,43,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,129,30,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1000011011,146,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,15,0,0,9,0,0,0,30,121,0,42,0,11,31,0,0,0,0,0,12,0,0,0,27,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
1000100000,204,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,24,84,0,0,0,7,36,59,0,0,23,0,0,0,0,0,0,21,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000101011,30,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,21,0,9,62,0,0,10,31,163,0,39,26,0,9,0,0,0,4,0,0,0,20,0,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000111111,0,0,32,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,9,0,0,0,0,0,0,0,37,231,0,44,0,10,21,0,0,15,12,0,0,0,0,0,0,25,0,10,12,0,0,0,0,0,0,0,0,0,0,0
1001011000,110,0,0,115,0,19,0,25,0,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,0,0,0,0,14,12,35,0,26,17,0,0,0,0,30,0,13,24,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1001100111,45,0,0,0,11,0,0,0,9,0,0,17,0,0,10,0,0,0,0,0,0,11,17,0,14,43,0,0,6,32,194,0,0,0,0,10,0,0,10,13,18,0,0,0,0,0,0,0,0,14,0,0,0,10,0,0,0,0,0,0,16
1001111101,13,0,43,16,0,17,0,0,0,8,4,0,0,0,10,0,0,9,0,0,0,11,0,0,0,0,0,0,13,10,204,0,17,0,0,28,7,0,43,0,17,11,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0
1010100111,9,0,0,0,0,23,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,73,42,11,22,0,0,60,36,138,0,0,0,10,13,0,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,22,0,0,0,0,0,0,11
1011000001,91,0,0,38,0,0,0,66,0,0,11,0,0,0,0,7,0,0,0,0,0,0,8,49,0,8,0,0,34,0,93,0,0,0,0,0,0,0,0,0,39,8,10,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,12,0,0
1011011011,91,0,0,55,10,34,0,54,0,0,0,0,0,0,0,9,12,0,30,0,0,0,11,0,0,18,0,0,11,0,51,0,37,0,0,31,0,0,0,0,14,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
1011100000,88,10,0,19,0,0,0,39,10,11,28,0,0,0,0,0,15,0,0,0,0,0,0,39,90,12,0,0,44,0,35,0,0,21,0,0,0,0,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011101011,10,5,0,46,8,0,0,11,0,9,0,0,0,0,0,8,0,0,6,0,0,0,36,12,17,79,0,10,13,14,71,0,20,0,11,16,0,13,0,18,10,17,15,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011111110,14,27,48,43,0,40,0,0,10,16,13,14,0,0,58,0,0,0,0,0,0,5,12,0,0,0,5,0,12,26,10,0,16,0,0,37,0,0,28,0,0,21,0,0,0,0,0,0,0,0,0,23,0,0,0,5,0,0,0,0,17
1100001001,103,0,0,24,0,0,10,0,0,0,0,11,0,0,0,46,0,0,9,18,0,0,0,30,10,16,0,0,0,23,57,0,0,0,0,0,0,0,0,0,9,0,0,0,0,32,34,21,0,13,10,0,0,24,0,0,0,0,0,0,0
1100001110,22,0,0,52,0,0,16,0,0,0,0,84,0,0,7,0,0,0,0,9,0,0,11,0,0,0,0,14,13,72,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,48,63,0,17,15,0,9,12,0,0,0,0,0,0,0,0
1100011000,139,0,12,46,0,0,11,0,0,0,0,25,0,0,9,11,35,0,7,0,0,0,0,0,7,15,0,0,21,20,24,8,12,0,0,0,12,0,0,0,0,0,0,0,0,41,0,28,0,0,0,0,0,0,17,0,0,0,0,0,0
1100011111,8,0,0,0,0,14,0,0,0,0,0,22,0,0,31,0,0,0,22,0,0,13,9,0,0,9,0,0,12,16,173,10,12,0,0,22,0,0,0,0,0,0,0,0,0,30,40,0,0,9,17,14,0,17,0,0,0,0,0,0,0
1100101101,10,0,34,0,0,0,9,0,0,0,0,21,0,9,0,10,0,0,0,10,0,13,7,32,14,17,0,0,0,7,131,0,0,0,0,26,0,0,8,0,0,0,0,0,0,18,36,19,0,39,9,0,0,21,0,0,0,0,0,0,0
1101011101,10,0,22,45,0,4,0,0,0,0,0,10,0,0,0,19,18,27,15,0,0,13,0,0,0,0,0,0,35,0,104,0,0,0,0,0,0,0,45,0,0,0,0,0,0,29,32,0,9,11,0,12,0,31,0,0,0,0,9,0,0
1101111110,0,0,42,13,0,11,0,0,0,0,0,70,0,0,103,0,22,0,13,0,0,39,0,0,0,0,16,0,0,6,7,9,17,0,0,16,0,0,37,0,0,0,0,0,9,0,25,11,0,0,0,17,0,0,0,17,0,0,0,0,0
1110000110,21,0,0,0,0,0,11,0,8,0,0,12,11,0,0,0,0,0,0,24,0,0,33,19,0,0,0,12,137,41,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0,8,60,0,0,0,0,0,0,9,9,0,0,12,0,0,0
1110001101,13,0,0,0,0,0,48,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,45,44,0,12,0,8,21,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0,7,48,13,0,0,68,23,0,0,0,0,0,0
1110010101,9,0,0,0,0,28,0,0,0,0,0,0,0,30,0,0,0,39,0,0,0,0,14,58,0,12,0,0,70,0,122,7,0,0,0,0,0,0,11,0,0,0,0,0,0,22,17,0,8,10,0,0,0,21,11,0,0,0,11,0,0
1110111110,0,0,40,8,0,13,12,0,0,0,0,28,0,17,89,0,0,0,0,0,0,13,19,0,11,19,24,0,46,11,0,28,20,0,0,17,0,0,0,0,0,0,0,0,9,0,33,10,8,5,0,18,0,0,2,0,0,0,0,0,0
1111001010,7,9,0,84,0,0,33,12,0,0,0,23,0,0,8,28,23,0,13,0,0,0,32,0,22,30,0,20,51,11,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,31,0,0,0,0,10,15,18,0,0,0,0,0,0,0
1111010110,17,0,0,0,0,50,0,0,9,0,0,12,0,0,39,0,31,19,0,0,0,0,0,0,0,18,0,8,109,9,87,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,8,6,0,0,0,19,0,9
1111011001,48,0,0,11,0,9,13,31,0,0,36,0,0,0,0,36,29,8,37,0,0,0,0,41,0,14,0,0,65,0,9,0,0,0,0,0,0,0,26,0,13,16,0,0,0,13,0,0,0,0,13,0,0,22,0,0,0,0,10,0,0
1111101100,24,0,27,31,0,0,31,0,11,32,0,35,0,0,9,0,0,0,0,0,0,0,0,11,28,0,23,18,66,29,0,0,0,10,0,0,0,0,17,0,0,0,34,0,0,0,15,0,0,26,0,0,0,23,0,0,0,0,0,0,0
1111110111,0,0,0,0,0,32,0,0,9,0,23,0,0,14,59,0,13,15,10,0,20,28,18,9,0,29,0,16,9,0,99,13,0,0,0,8,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,16,0,0,0
