,0001000001,0001101101,0010000001,0010010011,0010011001,0011111001,0100000100,0100100000,0100100011,0110010100,0110011000,0111110100,0111111000,1000001101,1000100011,1010010010,1010010100,1011101100,1011110010,1011110100,1011111000,1101000011
0001000001,133,9,300,0,0,0,36,0,7,6,0,0,0,0,9,0,0,0,0,0,0,0
0001101101,8,128,144,0,0,0,62,0,11,109,0,14,0,13,11,0,0,0,0,0,0,0
0010000001,57,0,360,6,15,0,23,0,0,29,0,0,0,0,0,0,10,0,0,0,0,0
0010010011,12,0,206,184,10,0,0,0,11,34,0,0,0,0,10,13,0,0,20,0,0,0
0010011001,0,0,197,76,87,13,11,0,0,87,13,0,0,0,0,0,16,0,0,0,0,0
0011111001,0,61,169,21,72,18,0,0,0,85,0,10,7,0,0,0,0,0,47,0,10,0
0100000100,11,0,26,0,0,0,392,7,15,39,0,0,0,0,0,0,10,0,0,0,0,0
0100100000,0,0,169,0,0,0,181,125,8,17,0,0,0,0,0,0,0,0,0,0,0,0
0100100011,0,0,183,10,0,0,48,77,165,0,0,0,0,0,17,0,0,0,0,0,0,0
0110010100,0,0,46,22,0,0,186,0,0,207,13,14,0,0,0,0,12,0,0,0,0,0
0110011000,0,0,96,61,84,0,136,11,0,70,9,0,13,0,0,11,9,0,0,0,0,0
0111110100,0,0,72,0,0,0,127,38,0,154,0,41,12,0,0,0,0,0,45,11,0,0
0111111000,0,25,87,23,46,20,62,83,0,78,15,13,0,0,0,0,0,0,35,0,13,0
1000001101,14,12,133,0,0,0,104,0,14,111,0,0,0,13,51,0,48,0,0,0,0,0
1000100011,0,0,256,11,0,0,9,24,60,0,0,0,0,0,129,0,11,0,0,0,0,0
1010010010,0,0,122,102,0,0,32,0,0,68,0,0,0,0,12,52,100,0,12,0,0,0
1010010100,0,0,50,14,0,0,73,0,0,202,0,0,0,0,0,12,142,0,0,7,0,0
1011101100,0,95,14,0,0,0,92,12,0,112,0,0,0,0,11,0,130,17,0,10,7,0
1011110010,0,0,120,35,0,0,0,13,0,34,0,0,0,0,17,59,96,0,110,3,13,0
1011110100,0,0,63,0,0,0,55,10,0,126,0,53,0,0,0,0,118,8,54,0,13,0
1011111000,0,29,87,0,56,23,10,45,0,43,10,0,16,0,0,24,89,5,52,11,0,0
1101000011,99,0,78,12,0,0,41,13,162,0,0,0,0,0,59,0,14,0,0,0,0,22
