,0000100001,0000111100,0000111111,0001010101,0001111011,0010010110,0011001000,0011001111,0011010001,0100010110,0100011101,0100100010,0101000010,0101001110,0101010111,0101101001,0101101100,0101110100,0101111010,0110000000,0110011011,0110110100,0110111111,0111100001,0111100010,0111111011,0111111101,1000011001,1001001000,1001001101,1001010111,1001111001,1010000001,1010000110,1010111000,1010111110,1011011101,1011100110,1100001011,1100010100,1100100001,1100100111,1100101100,1111001011,1111110000,1111110111
0100010110,47,7,0,7,31,13,0,0,0,76,19,4,5,0,5,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,5,0,0,0,0,0,0
0100011101,41,13,9,8,29,0,0,0,0,15,44,0,0,4,0,0,0,0,8,4,5,0,0,0,0,0,10,0,0,24,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0
0100100010,81,0,0,0,34,0,0,0,0,18,0,68,7,0,0,0,0,0,5,7,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,8,0,5,0,0,0,0,0
0101000010,50,0,0,0,48,0,3,0,0,58,0,24,24,5,0,0,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0101001110,23,0,0,0,67,0,21,4,0,31,0,30,23,14,0,0,4,0,7,6,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
0101010111,23,0,0,53,48,0,0,2,0,52,14,0,13,1,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101101001,49,0,0,8,74,0,0,0,0,0,17,5,6,8,0,35,7,0,4,8,0,0,0,6,0,0,4,0,0,10,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0101101100,28,19,0,6,10,0,7,0,0,0,12,33,4,21,0,25,25,7,9,0,0,0,0,0,0,0,4,0,0,9,0,0,22,0,0,0,0,0,0,0,0,0,3,0,6,0
0101110100,34,14,0,24,5,0,0,0,0,21,22,12,0,4,5,0,14,17,11,6,0,3,0,0,0,0,4,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
0101111010,6,5,0,0,49,0,0,0,0,48,0,34,4,0,6,16,9,5,52,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0
0110000000,48,0,0,0,33,0,6,0,0,16,9,14,5,0,0,0,0,0,0,76,0,8,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,7,0,0,0,0,0,0,0
0110011011,3,0,0,0,108,0,0,0,0,39,7,0,0,0,0,0,0,0,13,12,35,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
0110110100,38,13,0,0,0,6,0,0,0,20,28,18,0,0,0,0,4,20,6,31,0,10,8,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
0110111111,37,14,15,0,27,0,0,0,0,22,17,6,0,0,12,0,0,0,15,19,30,0,18,0,0,3,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0111100001,74,0,0,16,21,0,0,0,10,0,0,10,0,0,7,28,0,9,0,42,0,0,0,9,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0
0111100010,47,0,0,0,25,0,6,0,0,14,0,55,17,0,7,9,0,15,6,19,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0
0111111011,0,0,6,0,86,0,0,0,0,5,0,14,0,0,11,21,0,0,44,2,24,0,18,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0
0111111101,5,18,6,16,19,0,9,0,0,0,18,0,0,0,8,16,7,5,22,18,0,0,20,5,0,5,8,0,0,16,0,0,0,0,0,0,7,0,8,0,0,0,0,0,14,0
1000011001,25,3,0,0,99,0,0,0,0,6,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,19,0,17,0,6,23,0,5,0,0,0,36,0,0,0,0,0,0,0
1001001000,27,0,0,0,82,0,21,0,0,0,0,0,26,5,0,5,7,0,0,3,0,0,0,0,0,0,0,2,0,9,0,18,37,0,0,0,0,0,8,0,0,0,0,0,0,0
1001001101,44,4,0,8,59,0,5,7,0,0,6,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,47,11,7,18,0,0,0,3,0,5,0,0,0,0,0,0,0
1001010111,23,0,0,49,75,0,0,5,0,13,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,24,0,9,4,0,0,0,0,15,0,0,0,0,0,0,0
1001111001,30,22,0,6,86,0,0,0,8,0,0,0,0,0,0,13,0,0,15,0,0,0,0,0,0,0,3,22,0,12,9,8,0,0,8,0,0,0,0,0,0,0,0,0,8,0
1010000001,77,0,0,0,40,0,0,0,5,0,0,0,0,0,0,0,0,0,0,44,7,0,0,0,0,0,0,6,0,3,0,0,47,8,6,0,0,0,7,0,0,0,0,0,0,0
1010000110,32,0,0,3,33,18,7,8,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,75,6,0,5,0,6,6,0,0,0,0,0,0,0
1010111000,25,35,0,0,89,0,0,0,6,0,0,0,0,0,0,0,0,0,13,8,0,10,0,0,0,0,0,7,0,0,0,9,20,0,12,4,0,0,8,0,0,0,0,0,4,0
1010111110,38,36,23,0,50,7,0,0,0,15,0,7,0,0,0,0,0,0,19,0,0,0,8,0,0,0,0,0,0,0,0,0,19,8,9,2,0,3,6,0,0,0,0,0,0,0
1011011101,13,26,4,15,57,0,10,8,6,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,9,0,44,7,0,0,0,0,3,0,0,5,0,0,0,0,0,15,0
1011100110,52,0,0,5,10,4,12,7,0,0,0,19,4,0,0,0,0,0,10,14,0,0,0,0,6,0,0,0,0,0,21,7,69,2,0,0,0,3,0,0,0,0,0,0,0,5
1100001011,11,0,0,0,89,0,0,0,0,20,0,0,11,6,0,4,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,41,0,8,10,0,2,0,0
1100010100,49,15,0,6,8,5,0,0,0,32,33,0,0,0,0,0,0,7,0,4,0,9,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,8,11,0,0,0,0,0,0
1100100001,85,0,0,7,7,0,0,0,0,0,17,9,0,0,0,6,0,0,10,26,0,9,0,7,0,0,0,3,0,0,0,0,40,0,0,0,0,0,15,0,4,5,0,0,0,0
1100100111,72,0,5,8,9,0,0,0,0,15,9,21,8,5,12,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,14,0,34,0,0,0,0,0,16,0,11,0,0,0,0,0
1100101100,16,10,0,0,23,0,0,0,0,3,22,29,0,4,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,73,0,0,0,0,0,19,3,8,9,0,0,3,0
1111001011,0,0,0,0,86,0,27,13,0,6,0,4,16,5,0,16,0,0,0,10,9,0,4,7,0,6,0,0,0,7,0,0,12,0,0,0,0,0,14,0,0,0,0,0,8,0
1111110000,18,0,0,0,7,0,0,0,19,22,3,14,0,0,0,0,0,16,10,18,0,22,0,4,6,0,0,6,0,0,0,15,20,0,11,0,0,0,0,0,0,0,0,0,34,5
1111110111,21,0,5,26,17,0,0,0,0,20,0,2,0,0,26,0,0,14,7,13,0,0,22,10,0,9,7,0,0,0,21,0,16,0,0,0,0,5,0,0,0,2,0,0,7,0
