,0000100001,0000111100,0000111111,0001010101,0001111011,0010010110,0011001000,0011001111,0011010001,0100010110,0100011101,0100100010,0101000010,0101001110,0101010111,0101101001,0101101100,0101110100,0101111010,0110000000,0110011011,0110110100,0110111111,0111100001,0111100010,0111111011,0111111101,1000011001,1001001000,1001001101,1001010111,1001111001,1010000001,1010000110,1010111000,1010111110,1011011101,1011100110,1100001011,1100010100,1100100001,1100100111,1100101100,1111001011,1111110000,1111110111
0000100001,136,0,0,12,61,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0
0000111100,64,66,4,0,30,0,0,0,0,5,5,0,0,0,0,0,9,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111111,57,37,12,8,83,0,0,0,0,12,8,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,7,0,0,5,0,0,0,0,0,0,0
0001010101,83,12,0,51,40,0,0,0,2,0,11,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,5,0,17,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111011,12,17,12,3,158,0,0,0,0,0,0,0,0,0,8,11,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010110,74,13,0,29,28,10,0,0,0,20,5,0,0,0,0,0,0,0,0,36,7,0,0,0,0,0,0,0,0,0,0,0,13,5,0,3,0,0,7,0,0,0,0,0,0,0
0011001000,19,0,0,0,111,0,46,0,3,0,0,0,5,0,0,2,5,0,0,40,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0011001111,29,0,8,10,112,0,26,17,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011010001,31,0,0,23,86,0,0,0,22,6,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,0,0,8,0,5,0,0,8,0,0,0,0,0,6,0,0,0,0,0,5,0
