,0000010001,0000010010,0000011111,0000100001,0000101111,0000111101,0001000100,0001010000,0001010111,0001011100,0001101101,0001101110,0001111001,0001111010,0010010100,0010011101,0010100100,0010110101,0010111011,0010111100,0011000000,0011000101,0011001001,0011001100,0011010011,0011110001,0100000010,0100000101,0100001100,0100110110,0101001011,0101010001,0101011000,0101011111,0101111011,0110000100,0110001101,0110011000,0110011011,0110100010,0110100111,0110101000,0110101011,0110110000,0110111010,0111000111,0111010000,0111011001,0111011010,0111100011,0111100101,0111111100,0111111111,1000001100,1000010000,1000110110,1000111111,1001001001,1001001110,1001010110,1001011111,1001100100,1001111000,1001111110,1010000001,1010000110,1010010011,1010011001,1010101111,1010110111,1010111000,1011010111,1011011101,1011101001,1011101010,1011111011,1011111100,1100001011,1100011110,1100100011,1100110101,1100111001,1101000010,1101001000,1101011010,1101110111,1110010110,1110100001,1110110100,1111001001,1111010100,1111011011,1111100010,1111100100,1111110001,1111111101
0000010001,130,8,0,40,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,11,0,0,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010010,22,182,0,0,0,0,0,13,0,0,0,30,0,0,7,0,0,0,0,0,16,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011111,22,70,27,41,10,36,0,0,34,0,0,10,0,0,0,23,0,0,12,0,0,0,0,0,0,0,106,12,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,14,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100001,62,13,0,227,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101111,0,32,15,165,46,37,0,0,0,0,14,21,0,0,0,36,0,0,8,0,0,0,0,0,0,0,63,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111101,47,17,8,127,5,112,0,0,8,8,23,0,11,0,0,19,0,12,8,15,0,0,0,0,0,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000100,0,15,0,31,0,0,25,11,6,30,0,66,0,0,0,0,12,0,0,0,20,18,0,11,0,0,160,18,8,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010000,43,28,0,0,0,0,14,85,7,27,0,31,0,0,0,0,0,0,0,0,19,0,0,0,0,0,139,0,0,0,28,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,31,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010111,34,32,16,24,0,11,0,0,50,9,0,57,0,0,23,0,0,0,0,0,0,0,0,0,10,0,137,6,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
