,0000000110,0000001000,0000100111,0000101011,0000110000,0000110110,0000111010,0001000100,0001000111,0001010110,0001011000,0010000111,0010011101,0011100100,0011101010,0011111110,0100000100,0100110001,0101000101,0101010001,0110010001,0110111100,0111101101,1000011100,1000100000,1000101110,1001001110,1001100011,1010000001,1010110100,1011000101,1011010100,1011011000,1011011110,1100010100,1100110010,1100111011,1101000001,1101001010,1110001101,1110011100,1111010011,1111011001,1111100000,1111111110
0000000110,184,6,5,0,6,6,0,5,5,6,0,4,0,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001000,71,123,0,0,13,0,0,3,0,0,6,0,11,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100111,79,0,62,7,69,7,0,0,4,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0000101011,28,27,39,18,52,0,11,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0000110000,44,48,0,0,117,2,7,0,0,0,0,0,5,0,7,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
0000110110,133,0,11,0,43,51,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0000111010,16,51,0,10,64,30,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
0001000100,107,19,0,0,15,0,0,63,4,2,0,0,0,4,12,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000111,77,0,26,0,13,0,0,33,46,7,0,2,0,0,23,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0001010110,94,11,0,0,3,36,0,24,32,22,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011000,16,105,0,0,28,0,3,34,0,6,32,0,0,0,8,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0010000111,101,0,19,0,12,0,0,11,21,0,0,4,26,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
0010011101,64,36,3,0,1,0,0,26,5,0,4,0,65,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
0011100100,58,6,0,0,30,7,0,47,0,0,0,0,0,11,60,0,0,0,5,0,0,6,7,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101010,8,40,0,21,9,0,12,3,0,0,0,0,0,0,135,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0011111110,25,1,0,0,27,47,15,6,7,12,0,0,6,0,79,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,4
0100000100,119,19,0,0,15,0,0,17,0,0,0,0,6,0,0,0,23,4,23,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0
0100110001,16,48,0,0,66,0,0,0,0,0,0,0,5,0,5,0,2,67,0,1,8,7,0,8,4,0,0,0,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
0101000101,41,0,9,0,16,0,0,62,26,0,0,0,8,0,0,0,14,5,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,7,0,0,0,0,0,0,0
0101010001,18,29,0,0,14,0,0,29,5,0,13,0,8,0,6,0,5,35,17,13,7,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,12,6,0,0,0,9,6,0,0
0110010001,9,32,0,0,11,0,0,4,0,0,4,0,93,0,11,0,9,30,2,11,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,7,4,0,0,0
0110111100,23,18,3,0,44,25,0,1,0,0,0,0,45,0,0,0,7,0,0,0,0,37,12,12,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,8,3,0,0,0,0
0111101101,7,3,41,0,16,0,0,15,7,0,0,0,24,8,51,0,0,0,17,0,0,0,28,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,6,0,0
1000011100,70,64,0,0,21,6,0,17,0,7,6,0,18,0,0,0,0,0,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0
1000100000,52,54,0,0,88,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,28,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000101110,76,17,26,18,14,23,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,31,6,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1001001110,50,24,0,0,0,9,0,21,46,15,0,0,0,0,37,0,0,0,9,0,0,0,0,0,0,22,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0
1001100011,2,0,14,13,50,0,0,27,11,0,0,0,0,0,53,0,0,14,0,0,0,0,0,0,10,0,0,0,34,0,0,0,0,0,0,0,9,2,0,0,0,0,0,11,0
1010000001,22,34,0,0,19,0,0,12,0,0,0,2,66,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,74,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010110100,76,2,0,0,41,30,0,0,0,0,0,0,11,11,4,0,0,0,0,0,0,21,0,4,16,4,0,0,22,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0
1011000101,27,3,0,0,0,0,0,62,26,0,0,5,19,4,18,0,0,0,18,0,0,0,11,0,0,0,0,0,39,0,8,5,0,0,0,0,0,0,0,5,0,0,0,0,0
1011010100,43,14,0,0,3,9,0,54,6,17,0,0,20,13,15,0,0,0,0,0,0,0,0,4,0,0,0,0,13,6,12,0,7,5,9,0,0,0,0,0,0,0,0,0,0
1011011000,5,63,0,0,17,0,7,11,0,0,25,0,35,0,28,0,0,0,0,0,0,0,0,7,10,0,0,0,10,0,0,4,0,6,0,0,0,0,0,0,2,0,20,0,0
1011011110,26,14,0,0,4,12,5,15,21,25,0,0,10,0,59,6,0,0,0,0,0,0,0,7,0,0,5,0,7,0,0,8,8,9,0,0,0,0,0,0,4,0,0,0,5
1100010100,87,15,0,0,9,6,0,23,0,4,0,0,7,0,0,0,29,11,0,4,0,2,0,8,0,0,0,0,0,0,0,8,0,0,10,0,17,0,0,0,10,0,0,0,0
1100110010,34,6,0,0,55,18,15,0,0,0,0,0,0,0,17,0,0,6,0,9,0,0,0,0,7,7,0,0,13,0,0,0,0,0,0,25,32,0,0,0,6,0,0,0,0
1100111011,4,13,0,15,9,0,14,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,9,0,0,50,0,0,0,0,0,8,21,75,0,0,7,0,0,0,0,0
1101000001,15,17,0,0,14,0,0,29,0,0,0,0,10,0,0,0,9,3,44,9,0,0,0,0,10,0,0,2,31,0,0,0,0,0,1,0,24,6,0,0,0,7,14,5,0
1101001010,16,23,0,5,0,0,0,0,8,4,7,0,0,0,80,0,0,0,37,5,0,0,0,0,0,4,4,0,16,0,0,0,0,0,0,6,21,8,0,0,0,0,6,0,0
1110001101,16,14,14,0,0,0,0,0,4,0,0,6,61,0,0,0,13,0,15,0,0,0,14,0,0,15,0,0,42,0,0,0,0,0,3,0,7,0,0,15,6,0,5,0,0
