,0000000011,0000000101,0000101110,0000110010,0001001111,0001010011,0001101011,0001111111,0010000000,0010011010,0010111011,0011000010,0011001000,0011100100,0011101101,0011101110,0011110001,0100001101,0100100111,0100111100,0101001000,0101100101,0101101111,0101110001,0101110010,0110010100,0110101100,0110110000,0111001101,0111001110,0111100110,1000000110,1000011001,1000011111,1000110011,1001010001,1001101001,1001110111,1001111011,1001111110,1010010011,1010100111,1010110000,1011010010,1011011110,1011101111,1100000100,1100000111,1100001011,1100110010,1100110101,1100111001,1101010011,1101100111,1110000011,1110000110,1110011000,1110100100,1110101001,1110110001,1110111110,1111000010,1111000111,1111001100,1111011001,1111101000
0010011010,186,32,0,37,0,15,0,0,21,66,22,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,23,0,11,0,0,19,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
0010111011,128,13,0,45,0,23,8,19,0,41,74,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,17,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000010,218,12,0,0,0,23,35,0,52,28,0,49,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0
0011001000,106,77,0,0,0,0,21,0,80,35,0,19,19,8,0,0,0,0,0,0,28,0,0,0,0,9,35,0,24,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
0011100100,57,131,0,0,0,0,13,0,35,0,0,0,0,67,8,9,0,0,0,0,0,13,0,21,0,15,53,0,0,0,12,17,0,0,0,0,17,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
0011101101,27,153,0,0,26,0,48,9,0,0,0,0,13,35,10,7,0,10,0,0,0,7,12,29,0,0,53,0,14,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101110,84,14,45,14,19,0,53,12,0,29,0,0,0,26,16,17,0,0,0,0,0,0,28,0,0,0,24,0,0,14,4,28,0,0,0,0,16,9,0,13,0,0,0,0,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110001,65,26,0,0,0,22,13,0,36,0,10,13,11,18,0,0,0,0,0,0,0,14,0,103,0,0,24,8,0,0,0,0,0,0,13,10,23,0,0,0,47,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
0100001101,86,161,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,90,0,14,13,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
0100100111,181,59,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,25,36,0,0,28,8,32,0,0,0,0,0,0,0,7,0,19,0,0,0,33,0,0,0,0,0,0,0,0,6,11,0,8,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
0100111100,15,94,23,9,0,0,0,0,0,10,0,0,0,47,0,0,0,54,9,36,0,0,11,59,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,36,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
0101001000,165,34,0,0,0,0,20,0,0,0,0,8,19,11,0,0,0,7,0,0,37,0,8,26,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101100101,46,138,0,0,0,0,5,0,0,0,0,0,0,29,12,0,0,44,25,0,0,49,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,17,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0
0101101111,96,18,26,0,43,0,43,22,0,0,0,0,0,12,14,13,0,38,44,0,0,29,43,0,0,0,0,0,0,0,0,0,0,11,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0
0101110001,56,47,0,0,0,24,4,0,0,0,0,0,0,0,0,0,14,18,8,0,0,42,0,146,6,0,0,11,0,0,0,0,0,0,0,9,13,0,0,0,13,0,17,0,0,0,0,0,0,27,8,0,11,0,0,0,0,0,0,26,0,0,0,0,0,0
0101110010,98,0,0,31,0,23,11,0,0,0,0,38,0,0,0,0,0,0,19,0,11,13,12,71,0,0,0,26,0,0,0,44,0,0,0,22,0,0,0,0,0,0,9,16,0,0,0,0,0,35,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0
0110010100,43,81,0,0,0,0,0,0,29,8,0,10,0,0,0,0,0,32,12,12,0,0,0,27,0,36,15,13,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,84,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,8,12,0,0
0110101100,9,93,20,0,0,0,0,0,22,9,0,0,0,47,7,14,0,20,12,37,0,0,0,0,0,13,83,0,4,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,34,0,0,35,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
0110110000,72,5,0,21,0,0,0,0,59,0,0,9,0,0,0,0,8,0,11,29,0,0,0,79,0,31,25,6,0,0,0,0,0,0,0,0,0,0,0,0,38,0,24,0,0,0,13,0,0,32,0,0,0,0,18,0,0,9,0,11,0,0,0,0,0,0
0111001101,22,144,0,0,13,0,10,0,14,0,0,0,26,0,27,0,0,73,0,0,12,13,11,0,0,0,27,0,13,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,35,9,0,0
0111001110,95,32,7,0,31,0,6,0,0,41,0,23,13,0,0,18,0,0,0,0,9,0,30,0,0,0,8,0,15,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,34,0,0,0,0,0,0,0,9,10,0,0,0,0,0,13,24,14,0,0
0111100110,78,0,9,0,0,0,35,0,10,19,10,32,0,22,0,18,0,0,24,0,0,17,19,0,0,8,15,0,0,10,0,50,0,0,0,0,0,34,0,0,0,12,0,0,0,0,28,0,0,0,0,0,0,0,0,14,0,15,0,0,0,11,10,0,0,0
1000000110,264,62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,21,0,14,0,13,0,0,0,25,0,0,0,0,10,10,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1000011001,150,111,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,0,0,0,0,29,0,0,12,0,0,0,0,0,0,10,11,25,29,0,0,0,13,0,0,0,0,0,42,0,0,17,0,9,0,0,0,0,9,0,0,8,0,0,0,0,0,0
1000011111,146,76,12,0,18,0,0,22,0,10,13,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,33,15,59,13,0,0,0,0,0,0,10,0,0,26,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
1000110011,151,15,0,6,0,21,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,10,38,12,25,12,6,17,0,17,0,20,0,0,0,0,0,0,25,14,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0
1001010001,117,72,0,0,0,16,0,0,23,0,0,0,10,0,0,0,12,9,0,0,0,0,0,66,0,0,0,0,0,0,0,0,12,8,0,30,21,0,0,0,49,0,10,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0
1001101001,107,50,0,0,10,0,75,0,0,0,0,0,0,0,11,0,0,8,0,0,12,12,0,12,0,0,11,0,14,0,0,0,17,0,0,31,95,0,10,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
1001110111,20,21,0,0,15,25,0,22,0,0,38,0,0,18,0,0,0,0,10,0,0,0,0,39,0,0,0,0,0,0,0,53,0,56,17,29,10,28,12,11,0,0,0,0,0,0,0,0,0,0,22,0,24,17,0,0,0,0,0,0,13,0,0,0,0,0
1001111011,107,13,0,15,8,32,42,19,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,25,22,24,59,7,0,11,0,0,0,0,0,0,0,0,0,19,0,0,12,0,0,0,0,0,0,20,10,0,0,0,0,0
1001111110,25,31,34,6,8,0,5,32,0,9,21,0,0,21,0,14,0,0,0,0,0,0,28,0,0,11,0,0,0,0,0,87,0,22,0,12,28,9,11,0,0,0,0,0,42,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
1010010011,144,14,0,0,0,36,0,0,8,19,17,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,0,0,14,23,24,0,0,0,0,0,64,14,14,16,0,0,10,15,0,0,0,0,13,0,9,0,0,0,0,13,0,0,0,0,0,0
1010100111,133,70,6,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,25,0,0,0,0,8,0,0,17,0,0,0,0,19,0,30,6,0,0,71,0,0,0,18,0,0,0,8,8,15,0,0,0,0,0,0,9,0,0,0,0,0,11,0,10,0,0,0
1010110000,77,15,0,21,0,0,0,0,49,0,10,0,0,19,0,0,3,0,0,15,0,0,0,56,0,28,51,24,0,0,0,0,0,0,14,0,18,0,0,0,18,0,20,10,0,0,6,0,0,6,0,0,0,0,10,0,6,11,0,13,0,0,0,0,0,0
1011010010,96,0,0,0,0,44,11,0,24,35,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,31,0,11,11,35,0,0,0,0,25,0,20,21,8,0,0,0,0,0,0,0,12,0,0,7,12,0,0,5,0,11,0,0,0,0
1011011110,34,42,0,0,0,10,0,12,0,78,10,9,0,0,0,9,0,0,0,0,0,0,0,0,0,50,0,0,0,12,0,56,0,28,0,0,0,0,0,10,0,6,0,15,71,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,9,0,12,0,0,0
1011101111,46,55,6,0,32,0,40,26,0,0,8,0,0,0,25,24,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,20,0,20,0,0,16,57,0,11,0,16,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,23,0,29,0,0,0
1100000100,79,114,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,17,0,12,0,0,0,0,0,9,0,0,0,0,0,19,0,0,0,9,0,0,0,0,0,0,0,0,0,0,157,9,0,12,0,0,0,0,0,16,0,15,0,0,0,0,10,10,0,0
1100000111,167,56,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,0,0,0,0,0,31,0,41,0,0,0,14,0,0,0,17,0,0,0,0,24,13,12,0,11,0,16,7,10,8,0,0,0,0,0,0,21,0,0,0
1100001011,210,12,0,0,8,14,18,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,13,6,0,0,0,0,43,15,0,81,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
1100110010,122,0,0,31,0,0,0,0,0,0,25,0,0,0,0,0,0,0,22,11,0,0,0,32,15,0,0,24,0,0,0,39,0,0,10,24,0,0,0,0,0,0,34,10,0,0,25,0,0,48,10,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0
1100110101,15,68,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,47,25,10,0,6,0,151,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,23,0,13,0,0,0,0,0,16,0,15,31,0,0,0,0,0
1100111001,21,39,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,35,0,48,0,0,0,62,0,0,7,0,0,0,0,0,12,0,17,0,29,0,0,0,0,0,0,0,0,0,34,0,0,102,12,8,0,0,0,0,0,0,15,17,25,0,0,0,0,0
1101010011,167,10,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,4,12,0,12,9,0,48,12,0,0,0,0,0,0,0,0,8,0,31,0,0,0,0,33,0,0,13,0,0,15,0,0,12,0,0,0,0,13,0,0,0,0,26,0,0,14,0,0,0
1101100111,66,28,0,0,24,0,13,0,0,0,14,0,0,0,0,0,0,7,23,0,0,47,30,0,0,0,0,0,0,0,9,40,0,24,0,0,9,52,0,0,0,0,0,0,0,0,7,14,0,0,36,0,22,0,10,0,0,0,0,0,14,0,11,0,0,0
1110000011,182,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,0,0,0,0,63,19,8,23,0,0,11,0,35,8,0,0,0,28,0,12,21,0,0,0
1110000110,163,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,9,0,0,0,23,14,14,0,0,0,0,0,0,0,0,0,42,0,0,17,0,73,25,0,0,0,0,0,0,9,8,0,9,0,0,0,6,22,7,0,0
1110011000,24,0,0,0,0,0,0,0,12,23,17,0,17,0,0,0,0,0,0,38,0,0,0,0,0,69,10,13,5,0,0,0,32,15,0,0,0,0,0,0,27,0,0,17,9,0,93,0,0,7,0,8,0,0,0,0,14,12,0,27,0,0,0,0,11,0
1110100100,11,70,0,0,0,0,0,0,21,0,0,0,0,23,0,0,0,0,29,17,0,6,0,6,0,33,53,13,0,0,8,13,0,0,0,0,0,0,0,0,0,20,0,0,0,0,73,0,0,24,0,0,0,0,9,9,0,22,0,13,0,0,16,11,0,0
1110101001,19,59,0,0,0,0,35,0,11,0,18,0,0,0,10,0,0,12,0,10,0,0,0,18,0,11,49,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,29,0,6,68,0,25,0,0,31,0,0,0,0,30,24,0,0,0,0,15
1110110001,17,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,29,11,0,10,0,0,0,113,0,0,11,17,0,0,0,0,0,0,10,0,0,0,0,0,42,0,24,0,0,0,40,0,0,13,10,28,0,0,27,0,0,12,15,31,13,0,0,0,0,0
1110111110,21,0,57,0,0,0,0,0,0,30,51,0,0,0,0,12,0,0,13,39,0,0,8,0,0,23,12,10,0,13,0,18,0,11,0,0,0,0,0,7,0,13,0,0,24,0,0,0,0,67,0,0,0,0,0,11,0,15,0,0,45,0,0,0,0,0
1111000010,144,0,0,0,0,0,6,0,25,10,0,60,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,16,9,15,8,0,0,0,14,0,0,0,0,0,0,0,26,0,0,26,0,0,22,0,0,4,0,37,22,0,0,0,16,0,0,14,13,0,0
1111000111,107,20,0,0,28,0,0,0,0,0,8,0,0,0,0,0,0,0,14,0,0,13,12,0,0,0,0,0,9,9,10,0,0,11,0,0,0,30,0,0,10,38,0,0,0,0,0,24,0,0,0,0,22,13,39,25,0,0,0,0,0,7,42,9,0,0
1111001100,0,92,0,0,0,0,0,0,0,0,0,6,20,11,12,9,0,25,0,0,17,0,12,0,0,30,24,0,16,28,0,0,0,0,0,0,12,0,0,0,0,0,0,0,22,0,50,0,0,0,0,0,0,0,0,18,10,27,0,0,0,12,21,14,0,12
1111011001,17,17,0,0,0,36,0,0,0,0,0,0,24,0,0,0,0,20,0,11,21,0,0,4,0,17,0,0,42,0,0,0,24,7,0,0,21,0,0,0,61,0,0,14,0,0,20,0,0,8,0,4,7,0,15,0,30,0,14,38,21,0,7,0,0,0
1111101000,0,0,0,0,0,0,60,0,10,0,0,13,25,21,8,16,0,0,0,18,5,0,0,0,0,10,65,0,17,0,0,0,0,0,0,0,28,0,0,0,0,0,8,0,0,0,10,0,0,71,0,9,0,0,15,0,5,23,13,16,0,28,0,6,0,0
