,0000000011,0000001111,0000010010,0000011100,0000100101,0000101001,0000101010,0001000010,0001010011,0001100000,0001100011,0001110001,0001110111,0010000010,0010000111,0010001100,0010011110,0010101101,0010101110,0010110011,0010110101,0010110110,0011000100,0011010101,0011011111,0011101011,0011111001,0100010101,0100110010,0100111100,0101000101,0101001001,0101010000,0101010111,0101011110,0101100100,0101101101,0101111011,0110000110,0110001010,0110010001,0110011011,0110111000,0111001000,0111001111,0111011001,0111100010,1000000010,1000010000,1000010111,1000100001,1000110100,1001000111,1001001011,1001011010,1001011111,1001100010,1001101100,1001110000,1001111011,1010000011,1010000101,1010001000,1010101001,1010111011,1011000001,1011010010,1011010111,1011011101,1011100000,1011101101,1011110100,1011111110,1100000001,1100001111,1100011100,1100100110,1100101000,1100111001,1101000000,1101011101,1101110110,1101111111,1110000010,1110000100,1110010000,1110010011,1110011101,1110100000,1110101101,1110110111,1110111110,1111001100,1111010110,1111011111,1111101010,1111110011,1111111100
0000000011,327,6,9,0,0,0,10,10,7,0,13,0,0,14,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,43,0,10,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001111,173,135,0,57,10,0,30,13,0,0,0,0,0,12,8,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010010,178,0,80,0,0,0,53,41,13,10,0,0,0,16,0,0,0,0,0,9,0,0,46,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011100,143,15,10,147,8,0,28,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,41,0,0,0,0,12,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100101,218,13,0,15,134,10,0,0,0,0,0,8,0,0,0,0,0,15,0,12,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101001,183,9,0,21,66,92,11,0,0,12,0,0,0,0,0,0,0,13,0,12,0,0,14,12,0,0,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101010,136,11,12,15,13,34,109,6,0,11,0,0,0,26,0,0,0,0,24,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,27,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000010,162,0,13,0,0,0,14,129,11,16,14,0,0,24,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010011,210,4,12,0,0,0,0,44,22,11,11,8,10,0,0,0,0,0,0,29,0,0,40,20,0,0,0,0,0,0,0,0,7,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,15,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100000,113,0,0,12,35,30,8,41,0,68,9,17,0,32,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,0,0,18,6,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100011,190,14,0,0,13,16,13,38,15,16,29,27,13,9,0,0,0,0,0,29,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,0,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110001,88,0,0,0,26,15,0,0,11,50,19,48,10,0,0,0,0,0,0,55,0,0,18,60,0,0,13,0,0,0,13,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,19,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110111,104,49,10,0,30,0,0,11,10,12,11,16,26,0,0,0,0,0,0,37,0,10,25,0,0,0,0,0,9,0,13,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,40,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
0010000010,175,0,44,0,0,0,41,57,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000111,215,74,15,19,18,0,0,10,0,0,0,0,0,40,17,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001100,88,14,0,144,6,11,0,0,0,0,0,0,0,39,0,0,25,15,31,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0
0010011110,51,60,36,79,0,0,73,0,0,0,0,0,0,55,0,11,28,0,9,0,0,10,29,0,9,0,0,0,0,0,0,0,0,0,30,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010101101,57,65,0,72,96,49,0,0,0,0,0,12,0,0,0,10,0,0,18,0,13,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
0010101110,32,73,0,40,23,11,79,7,0,0,0,0,0,82,0,16,27,9,50,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110011,136,12,12,0,0,9,9,0,14,6,13,8,11,27,0,0,0,0,0,145,7,10,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0010110101,104,8,0,51,79,6,0,0,0,0,0,29,6,0,0,0,0,11,0,52,10,9,0,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,27,0,42,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
0010110110,32,7,52,23,21,0,38,11,0,8,0,0,14,62,0,0,21,0,12,25,12,5,24,0,0,0,0,0,29,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0011000100,79,0,0,24,27,0,0,59,0,9,0,14,0,9,0,8,13,0,0,0,0,0,161,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,23,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0
0011010101,101,0,0,50,19,0,0,0,8,0,0,22,12,0,0,0,0,0,0,0,14,0,104,52,8,0,0,10,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,10,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011011111,66,122,0,23,0,0,0,0,12,0,0,0,9,0,0,0,34,0,0,12,0,0,65,32,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,7,16,11,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0
0011101011,131,53,0,0,15,47,29,0,0,16,41,16,0,6,0,0,0,0,0,25,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,15,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111001,41,21,0,13,42,51,0,0,0,36,0,41,0,0,0,0,0,0,0,32,0,0,0,86,0,11,14,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100010101,152,10,4,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,8,18,0,0,0,43,0,0,29,0,10,4,0,0,0,0,9,0,26,0,0,0,0,0,0,0,12,28,14,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0100110010,96,0,78,0,0,0,33,20,0,32,0,0,0,11,0,0,0,0,0,27,0,16,0,0,0,0,0,0,48,0,0,0,0,0,15,0,0,39,0,0,0,0,13,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,29,0,0,0,10,0,0,0,0,0,0,0
0100111100,53,0,0,111,63,12,20,0,0,11,0,0,0,0,0,0,8,0,13,0,0,0,10,0,0,0,0,10,24,0,0,0,0,0,41,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
0101000101,172,11,0,0,26,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,96,7,0,0,0,46,0,0,33,13,11,10,0,15,7,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101001001,150,14,0,0,0,46,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,57,29,0,0,0,40,0,0,12,14,10,0,0,0,13,0,0,0,0,0,0,31,13,10,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
