,0000000011,0000111100,0001101001,0001110110,0010000101,0010001000,0010110001,0011011000,0011011110,0011100000,0011101010,0011110011,0100010111,0100011011,0100011110,0100101011,0101100000,0101110111,0101111011,0110100011,0110100110,0110101111,0110111001,0111001001,0111011101,0111100100,1000101011,1001010000,1001011001,1001100110,1001111010,1010011010,1010111100,1011000110,1011001010,1011001100,1100110000,1100110101,1100111100,1101001101,1110000111,1110111000,1111010011,1111011000,1111011110,1111101111,1111110111
0000000011,202,23,0,0,6,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111100,24,201,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,0,0,0,0
0001101001,126,65,5,0,0,15,0,6,0,0,0,9,0,0,0,8,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110110,28,121,0,29,0,0,0,0,0,0,5,16,22,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
0010000101,85,36,0,0,99,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
0010001000,28,97,0,0,15,94,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0010110001,89,63,0,0,21,15,41,0,0,0,0,8,0,0,0,0,0,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011011000,13,65,0,0,9,78,0,25,5,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,4,0,13,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0
0011011110,19,63,0,10,46,32,0,7,18,0,16,0,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,4,0,6,12,0,0,0,0,0,0,0,0,0,4,0,0
0011100000,44,67,9,3,6,56,5,10,0,3,2,14,0,0,0,0,2,0,0,6,0,0,0,0,0,4,0,5,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101010,13,64,5,6,6,61,0,3,0,7,40,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
