,0000001001,0000010011,0000100011,0000110000,0000110110,0000111010,0000111100,0001000010,0001000101,0001001110,0001010001,0001011000,0001100100,0001101011,0001111110,0010000011,0010001100,0010010101,0010010110,0010011011,0010100001,0010100111,0010101101,0011001000,0011011010,0011011111,0011100000,0011110111,0011111101,0100000010,0100001011,0100011010,0100011100,0100100101,0100101010,0101001000,0101010110,0101011001,0101100001,0101110111,0101111010,0110000000,0110001101,0110100100,0110101001,0110110010,0110110101,0110111111,0111000100,0111001010,0111011101,0111100010,0111110011,1000000110,1000010001,1000011101,1000100100,1000100111,1000110011,1001000100,1001001000,1001010010,1001011011,1001011100,1001110111,1001111010,1001111101,1010000001,1010001011,1010010000,1010101001,1010110001,1010111101,1011000111,1011001010,1100000000,1100010010,1100010101,1100101001,1100110110,1101001011,1101001101,1101001110,1101010000,1101010011,1101100010,1101101100,1101110101,1101111011,1110001001,1110011110,1110100011,1111000000,1111011100,1111100111,1111111110
0000001001,339,0,9,6,0,0,0,0,5,0,10,14,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010011,206,102,34,12,0,0,0,0,0,0,25,0,0,0,0,34,0,6,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100011,197,58,101,26,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,5,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,20,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0000110000,70,57,0,147,14,10,8,0,0,0,8,48,13,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,8,0,0,0,0,0,0,0,0,26,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110110,37,48,54,8,72,12,9,23,0,8,0,0,14,0,17,0,0,7,25,0,9,13,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,48,0,0,11,0,0,0,0,0,0,0,33,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111010,95,41,31,20,21,47,11,0,0,12,0,79,0,19,10,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,27,0,0,13,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111100,14,0,23,25,12,12,62,0,0,27,0,55,12,0,9,0,0,0,15,0,9,0,6,0,0,0,0,0,9,0,0,13,15,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000010,147,39,30,13,6,0,0,98,0,10,14,16,0,0,0,15,0,0,0,0,0,0,0,0,11,0,16,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
0001000101,72,0,52,0,0,0,0,23,109,8,34,0,14,0,0,0,0,12,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
