,0000001110,0000011000,0001010010,0001011100,0001110110,0010010001,0010011110,0010100110,0010101010,0010110010,0010110101,0010111011,0011000001,0011001010,0011011111,0011110000,0011111001,0100001000,0100001111,0100010111,0100101010,0100101101,0100110011,0100110101,0100111000,0101000101,0101001110,0101101011,0101111101,0110000010,0110010101,0111000000,0111001111,0111010010,0111110100,0111110111,0111111000,1000001000,1000010111,1000110001,1001001110,1001011101,1001101010,1001111111,1010010011,1010101011,1010101110,1010111000,1011000101,1011001111,1011011000,1011011110,1011100001,1011101101,1011110011,1100001010,1100110110,1100111001,1101000001,1101001000,1101001011,1101010110,1101011010,1101100110,1101101111,1101110011,1101111000,1110010001,1110011011
0000001110,436,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011000,227,129,0,11,0,23,11,0,0,0,0,0,0,0,0,0,35,20,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010010,205,22,100,0,6,26,0,0,0,0,0,0,0,35,0,0,33,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011100,228,52,0,0,0,0,11,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,11,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110110,255,0,63,0,12,0,0,0,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,14,0,55,0,0,0,0,0,0,0,0,0,14,0,0,7,0,25,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0010010001,123,30,0,0,0,141,0,0,0,7,54,0,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,10,0,0,0,24,9,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0010011110,315,44,0,11,0,0,57,0,0,0,14,0,0,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100110,293,0,0,0,8,0,0,0,13,8,87,0,0,13,0,0,0,0,0,0,12,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010101010,232,20,0,0,0,0,9,11,19,11,28,14,0,22,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,20,0,13,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
