,0001010011,0001010100,0001011101,0010001100,0010011001,0010011110,0010110000,0011000101,0011000110,0011101001,0011101010,0011101100,0011110010,0011110100,0100011001,0100101001,0100101111,0101000100,0101010101,0101011100,0101101100,0101111010,0101111111,0110100011,0110110110,0110111000,0111000010,0111001000,0111001111,0111010100,0111100000,1000011110,1000100011,1000101001,1001000110,1001010000,1001010101,1001011001,1001011111,1001101010,1001110001,1001111000,1010001111,1010011101,1010110011,1011000011,1011001101,1011101011,1100000000,1100110110,1101001111,1101010100,1101010111,1101100010,1101111110,1110011100,1110011111,1110100001,1110100110,1110110010,1110110101,1110111011
0001010011,187,19,0,25,206,0,11,0,0,10,0,0,13,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010100,32,80,14,74,197,0,12,0,0,0,0,0,0,9,0,0,0,15,9,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
0001011101,19,10,36,35,252,0,22,0,0,22,0,0,0,0,38,0,0,0,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001100,0,0,0,221,175,9,0,0,55,0,0,13,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0010011001,0,0,12,85,319,0,0,0,0,60,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011110,0,19,0,33,315,64,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110000,0,0,0,61,253,0,81,0,0,8,0,0,9,13,0,51,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
0011000101,9,17,9,137,99,0,7,44,44,21,0,0,0,0,0,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000110,19,34,0,126,58,11,0,8,143,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101001,0,0,5,115,73,0,0,36,0,93,15,16,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101010,12,0,0,113,73,8,0,0,72,20,34,7,12,0,0,84,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,26,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101100,0,42,10,146,100,13,0,31,52,12,19,13,0,7,0,28,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110010,61,14,0,32,107,8,65,0,62,0,39,0,28,13,0,30,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110100,10,103,9,28,141,4,82,9,28,0,0,14,11,12,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100011001,18,9,9,14,283,0,0,0,0,42,0,0,0,0,113,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100101001,0,0,0,34,68,0,0,0,0,52,0,0,0,0,148,179,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100101111,0,8,0,7,155,0,0,0,21,0,0,0,0,0,101,121,17,0,31,0,14,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101000100,0,63,0,144,60,0,0,9,11,0,0,0,0,0,73,29,0,17,13,11,24,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0
0101010101,31,31,38,18,101,0,12,12,0,13,0,0,0,0,77,22,0,22,70,4,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0
0101011100,9,49,20,28,201,11,0,0,0,10,0,0,0,0,58,0,0,18,24,8,35,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
0101101100,0,45,0,82,81,0,0,12,0,0,0,22,0,0,59,112,0,8,9,5,43,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101111010,74,57,0,8,63,25,16,0,0,28,33,0,14,0,14,68,0,0,0,0,12,9,27,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0101111111,46,37,24,0,150,20,25,0,0,24,0,0,0,0,22,9,16,8,72,0,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0110100011,0,0,0,63,65,0,8,0,51,3,0,0,9,0,17,140,13,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,34,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0
0110110110,0,31,0,10,140,71,66,0,77,0,0,0,13,10,0,0,0,0,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,9,0,0
0110111000,0,14,0,61,217,12,61,0,0,47,11,0,0,0,0,32,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
0111000010,44,0,0,159,20,7,0,0,93,0,7,0,9,0,9,7,0,12,0,0,0,0,0,15,0,0,0,30,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0111001000,0,0,0,252,66,0,0,0,10,41,14,9,0,0,26,10,0,0,0,4,0,0,0,0,0,8,6,25,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
