,0000001100,0000111100,0001001010,0001001101,0001011001,0001110000,0001111110,0010000101,0010001010,0010100011,0010100110,0010110010,0010111001,0010111110,0011110001,0011110111,0100000011,0100000100,0100001010,0100001101,0100011001,0100110001,0100111110,0101000001,0101000010,0101011111,0101111010,0110000110,0110001100,0110100111,0111000100,0111001111,0111010111,0111011010,0111100000,0111101011,0111101110,0111111101,1000001010,1000111001,1001000000,1001000011,1001001100,1001011111,1001110011,1010001011,1010001100,1010010001,1010010111,1010101111,1010111000,1010111011,1011001111,1011011101,1011100111,1100000110,1101011100,1101100001,1101101110,1101110110,1101111011,1110000010,1110000111,1110001101,1110010011,1110011010,1110100001,1110101010,1110110110,1110111111,1111000110,1111011001,1111100101,1111110011
0010100110,146,11,0,0,0,14,0,86,47,34,16,19,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,16,0,0,0,0,0
0010110010,124,10,41,0,0,75,0,68,22,75,23,12,0,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111001,21,69,27,0,25,49,0,174,0,15,0,0,28,10,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,35,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111110,43,65,39,0,0,0,31,99,48,11,22,12,14,73,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110001,10,36,14,0,24,129,0,95,0,28,0,0,21,0,17,12,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,48,0,0,21,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110111,0,10,14,0,0,49,11,139,0,35,0,0,0,31,11,17,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,23,0,0,0,0,0,6,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0100000011,94,0,7,0,7,12,0,123,0,64,0,0,0,0,0,0,36,63,13,0,10,0,0,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100000100,173,10,0,0,0,48,0,18,0,0,0,0,0,0,0,0,8,115,13,11,0,0,18,0,8,0,0,15,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
0100001010,67,0,69,0,0,8,0,59,48,0,0,0,0,0,0,0,21,99,61,0,13,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
0100001101,88,0,0,22,0,43,0,109,0,0,0,0,0,0,0,0,23,74,15,12,16,0,0,22,0,40,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0
0100011001,62,19,0,0,31,24,0,119,0,0,0,0,4,0,0,0,13,79,0,12,71,10,0,9,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100110001,28,25,0,0,0,118,0,59,0,46,0,0,2,0,18,0,8,51,0,0,46,10,26,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,7,0,0,0,0,0,0,0
0100111110,44,46,24,0,0,0,39,72,12,0,0,0,0,38,0,0,0,13,64,0,17,0,54,0,0,23,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,15,0,0,0,0
0101000001,43,0,12,10,22,156,0,47,0,12,0,0,0,0,0,0,37,49,0,0,0,0,0,53,15,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101000010,94,0,59,0,10,77,0,0,0,8,0,0,0,0,0,0,25,73,13,0,0,0,0,11,28,0,0,9,0,0,15,0,0,11,12,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101011111,0,0,50,16,48,0,15,122,0,0,0,0,0,8,0,12,31,0,7,10,14,0,0,0,0,92,0,0,4,0,0,5,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101111010,11,21,123,0,24,37,30,14,0,0,0,0,0,0,0,0,0,21,26,0,17,0,9,0,25,5,35,0,16,0,14,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0
0110000110,89,0,0,0,0,0,0,91,40,0,16,0,0,9,0,0,11,27,9,0,0,0,22,10,27,0,0,0,13,7,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,22,0,10,12,0,0,0,0,0,25,0,14,0,0,0
0110001100,102,7,0,0,0,9,0,85,32,0,0,0,0,36,0,0,0,62,11,7,0,0,0,19,0,0,0,7,52,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
0110100111,17,0,0,0,0,12,0,165,6,82,12,0,0,17,0,12,13,0,0,0,0,0,26,15,0,13,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,54,0,0,13,0,0,0,12,0,6,0,0,0,0,0
0111000100,104,0,0,0,0,41,0,81,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,47,25,0,0,8,69,0,24,0,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,0,0,0
0111001111,0,0,37,16,10,13,0,149,12,0,0,0,0,15,0,0,17,0,0,0,0,0,0,33,0,56,0,7,4,0,0,12,16,20,0,12,8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,14,0,0,0
0111010111,0,0,0,0,21,11,0,158,0,0,0,0,0,6,0,8,12,0,0,0,0,0,15,50,0,52,0,13,0,0,9,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,10,0,0,0,0,9
0111011010,28,0,71,0,42,18,14,51,30,0,0,0,0,5,0,0,0,10,0,0,19,0,0,0,18,16,31,0,9,0,40,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,9,0,0,0,0,16,0,0,0
0111100000,29,0,0,0,0,183,0,27,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,26,0,9,0,13,0,61,0,0,30,38,13,0,0,0,0,0,0,0,0,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111101011,0,0,66,0,28,24,0,135,11,41,0,0,11,11,0,0,0,0,0,0,0,0,0,13,0,10,9,0,0,0,0,26,0,34,13,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0111101110,34,0,51,0,0,18,18,25,41,0,16,0,0,15,0,0,0,0,10,0,0,0,0,0,0,13,11,15,51,0,0,20,0,39,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,71,0,0,0,0,0,0,0,0,0,0,8,0,0,0
0111111101,0,23,0,9,18,17,12,80,0,0,0,0,25,28,15,14,0,0,0,0,5,0,0,10,0,86,10,0,44,0,0,0,0,11,8,7,0,0,0,0,0,0,0,0,17,0,0,13,0,0,0,0,0,9,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1000001010,126,0,82,0,0,38,0,86,33,0,0,0,0,0,0,0,10,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,0,7,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1000111001,54,53,8,0,26,65,0,71,0,10,0,0,18,0,0,0,0,0,13,0,41,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,23,0,0,46,8,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001000000,117,0,22,0,20,119,0,37,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,13,14,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,32,20,0,12,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001000011,46,0,25,16,8,36,0,101,0,31,0,0,0,0,0,0,30,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,80,0,0,20,0,0,20,32,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001001100,119,0,53,58,27,36,0,23,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,23,14,11,30,0,0,0,15,0,12,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001011111,8,0,21,25,31,0,10,150,0,0,0,0,0,4,0,30,12,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,13,0,7,8,0,0,60,0,0,0,17,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001110011,20,0,24,0,0,64,0,36,0,105,0,0,0,0,9,27,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,41,0,0,35,0,0,0,21,0,0,13,0,0,0,0,0,9,0,48,11,0,0,0,0,0,0,0,0,0,0,0,0,12
1010001011,39,0,13,0,15,0,0,207,45,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,27,0,43,14,5,0,15,14,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0
1010001100,169,11,11,8,0,26,0,48,32,0,5,0,0,42,0,0,0,24,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,19,0,0,17,0,0,11,0,38,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1010010001,56,0,0,0,7,24,0,191,0,8,0,0,13,0,12,0,0,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,110,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0
1010010111,20,0,0,0,0,0,0,205,0,26,23,0,0,24,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,24,0,18,0,16,0,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,10,14,0,0,0,0
1010101111,23,0,14,9,0,0,0,184,39,10,8,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,36,0,0,8,9,0,11,9,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0
1010111000,21,95,46,0,10,64,0,32,26,0,0,10,15,24,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,20,0,0,10,0,0,0,0,54,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
1010111011,0,0,38,0,9,0,0,96,20,30,0,9,21,37,0,0,0,0,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,31,0,25,31,12,20,0,0,0,0,0,0,0,0,0,16,0,0,0,29,0,0,0,0,9,0,0,0,0
1011001111,0,0,31,32,14,0,0,182,12,0,10,0,0,11,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,26,17,9,0,34,0,0,18,10,0,0,0,19,18,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0
1011011101,14,0,0,44,48,17,0,113,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,28,16,21,8,0,30,26,0,0,0,15,0,0,0,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,0
1011100111,0,0,14,9,0,11,0,97,0,17,29,0,0,15,0,22,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,11,0,0,11,0,0,0,0,0,0,25,17,0,44,0,0,0,19,11,0,0,14,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,13,12
1100000110,81,0,0,0,0,7,0,12,0,12,13,0,0,0,0,0,32,83,44,0,0,0,32,0,27,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,22,0,0,0,29,0,12,36,0,0,0,0,0,26,0,10,0,0,0
1101011100,22,22,5,25,30,31,7,35,0,0,0,0,0,13,0,0,0,54,11,0,14,0,0,0,0,39,6,0,70,0,0,0,0,9,0,0,0,0,0,21,0,0,19,0,0,0,0,0,17,0,0,0,0,10,0,13,0,0,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0,0
1101100001,0,0,10,0,26,176,0,10,0,28,0,0,0,0,7,0,17,13,0,0,14,9,0,28,7,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,10,0,32,0,0,16,0,0,0,10,0,0,0,0,0,10,0
1101101110,26,0,65,0,0,28,31,25,0,0,0,0,0,0,0,0,0,0,16,0,0,0,19,0,7,30,9,0,42,0,0,15,0,13,0,0,15,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,36,0,14,0,68,0,0,0,0,0,0,0,0,0,0,11,0,0,0
1101110110,0,27,0,0,0,35,19,0,0,0,0,0,0,0,0,8,0,32,0,0,0,0,70,0,15,9,12,0,17,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,11,0,0,13,156,0,0,0,0,0,0,0,0,21,0,0,0,0,7
1101111011,0,0,80,0,51,0,10,34,0,24,0,0,0,8,0,12,0,0,13,0,41,0,0,0,9,44,31,0,0,0,0,0,0,0,0,10,0,0,0,9,0,13,0,0,27,0,0,0,0,0,0,19,0,0,0,0,0,25,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,11
1110000010,87,0,0,0,0,16,0,21,26,0,6,8,0,0,0,0,6,41,13,0,0,0,0,0,20,0,0,4,0,0,20,0,0,16,8,0,0,0,0,0,0,24,0,0,0,5,0,57,0,0,0,0,0,0,0,27,0,0,0,0,0,0,13,0,16,11,8,15,22,0,10,0,0,0
1110000111,9,0,0,0,0,0,0,130,0,16,11,0,0,0,0,0,40,0,0,0,0,0,0,23,0,0,0,8,0,6,0,10,10,0,0,0,0,0,0,0,0,23,0,0,0,28,0,25,18,0,0,0,0,0,0,23,0,0,0,11,0,10,13,8,9,0,22,0,18,13,16,0,0,0
1110001101,24,0,0,23,10,0,0,120,0,0,0,0,0,3,0,0,17,35,0,22,5,0,0,25,0,0,0,0,44,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,63,0,0,0,0,0,17,0,14,0,0,0,0,0,0,17,0,0,0,10,0,0,2,0,0,7,0
1110010011,24,0,0,0,19,0,0,87,0,35,0,10,0,0,0,0,12,17,0,0,30,0,0,11,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,29,0,0,0,18,0,44,37,0,0,12,0,0,0,0,0,0,0,0,0,14,8,0,0,14,27,0,9,13,0,0,0,10
1110011010,17,0,33,0,12,0,0,46,37,0,0,10,0,40,0,0,0,35,50,0,28,0,11,0,0,0,10,0,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,8,0,27,0,0,11,10,0,0,0,8,0,0,0,0,0,16,0,0,9,0,0,10,12,7,13,0,0,0
1110100001,10,0,0,0,11,68,0,118,0,34,0,0,0,0,14,0,11,0,0,0,0,7,0,9,0,0,0,0,0,14,0,0,0,0,27,0,0,0,0,0,0,0,0,0,14,11,0,82,0,0,0,0,0,0,0,0,0,9,0,0,0,6,21,0,8,0,0,22,0,0,0,0,4,0
1110101010,18,0,55,0,0,45,0,46,52,0,0,4,0,0,0,0,0,10,40,0,0,0,18,0,0,0,9,0,10,0,0,0,0,35,13,5,14,0,0,0,0,0,0,0,0,31,0,3,0,0,7,13,0,0,0,13,0,0,0,0,0,14,0,0,0,16,7,0,22,0,0,0,0,0
1110110110,9,26,0,0,0,7,0,53,0,0,24,16,0,33,0,0,0,11,11,0,0,0,70,0,0,0,0,15,0,13,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,21,0,0,0,63,0,24,0,0,11,0,0,0,11,10,0,0,0,13
1110111111,0,0,0,0,0,0,0,86,0,0,0,0,26,60,0,0,7,0,14,0,7,0,34,0,0,38,0,0,0,9,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,29,0,18,35,11,0,8,0,0,0,24,0,0,0,13,12,0,0,0,25,0,0,0,17,0,0,0,0,5
1111000110,31,0,14,0,0,17,0,11,0,0,13,0,0,0,0,0,11,9,0,0,0,0,0,16,32,0,0,12,12,0,30,8,14,23,11,0,5,0,0,0,0,48,0,0,0,0,0,0,13,0,0,0,0,0,0,25,0,0,0,86,0,14,10,0,0,0,0,0,26,0,9,0,0,0
1111011001,0,0,0,0,91,0,0,80,0,0,0,0,7,0,20,0,0,8,0,0,14,0,0,36,0,34,0,0,0,0,13,0,0,52,0,0,0,12,0,0,0,10,0,0,0,0,0,70,0,0,0,0,0,10,0,0,11,0,0,0,18,0,0,10,4,0,0,0,0,0,0,0,0,0
1111100101,11,0,0,13,7,63,0,84,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,22,0,0,0,0,13,12,6,13,0,0,32,0,0,12,0,0,0,0,8,0,43,0,0,0,0,0,0,0,0,0,13,0,0,14,0,53,0,0,29,9,0,0,13,0,0,0,0,0,0,15
1111110011,0,0,0,0,53,14,0,0,0,34,0,11,0,13,27,24,0,0,0,0,0,0,0,12,8,0,10,0,0,0,19,0,14,0,29,9,0,0,0,0,0,42,0,0,39,0,0,0,14,0,0,36,0,0,0,0,0,7,0,49,14,0,0,0,4,0,18,0,0,0,0,0,0,0
