,0000000011,0000010000,0000010111,0000011001,0000100100,0000110001,0000110010,0000111011,0001000000,0001001100,0001011000,0001110111,0001111100,0010000000,0010011100,0010100010,0010101011,0010110110,0011000101,0011010001,0011010110,0011100011,0011111110,0100000101,0100010010,0100011110,0100100001,0100100111,0100101101,0100110100,0100111010,0101001010,0101010110,0101011001,0101100010,0101100101,0101110001,0101111101,0110000011,0110001010,0110001111,0110010101,0110101000,0110101110,0111000100,0111000111,0111011110,0111100000,0111101011,0111101100,0111110110,0111111000,1000000010,1000010001,1000011011,1000011110,1000110101,1000111010,1001010000,1001010111,1001011101,1001100011,1001100101,1001100110,1001101001,1001101010,1010001001,1010010011,1010010110,1010100000,1010100111,1010101010,1010111101,1010111110,1011010100,1011011011,1100000001,1100000110,1100001000,1100001011,1100010111,1100100000,1100101100,1100111001,1101000011,1101000101,1101001100,1101011110,1101100100,1101101111,1101110000,1101110111,1110100101,1110100110,1110110100,1110110111,1111001011,1111001110,1111011001,1111100010,1111111110
1001011101,0,5,31,30,12,0,0,0,0,16,4,0,12,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,6,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,24,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1001100011,64,0,0,0,0,0,7,7,9,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,33,3,5,22,8,0,9,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
1001100101,14,0,0,0,31,0,0,0,13,0,0,6,22,0,0,0,0,0,4,0,0,0,0,26,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,34,0,4,25,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0
1001100110,30,8,19,0,35,0,2,0,5,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,3,0,0,0,0,0,21,4,32,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
1001101001,12,0,0,44,21,0,0,7,29,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,24,8,0,28,5,1,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
1001101010,32,0,19,0,5,0,8,3,22,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,7,0,0,0,18,0,12,12,0,0,0,0,0,0,8,0,0,0,11,0,0,7,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0
1010001001,13,5,9,31,0,0,0,0,0,0,12,0,0,33,21,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,17,0,0,24,0,8,0,0,0,0,0,0,0,0,3,13,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1010010011,20,13,14,15,0,4,3,9,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,17,0,0,0,0,0,0,0,0,0,0,22,24,2,0,0,0,0,0,0,0,0,0,0,0,5,37,2,0,12,0,0,0,0,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010010110,11,37,21,0,5,0,6,0,0,0,0,0,0,6,16,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,20,0,0,24,0,0,0,0,0,0,0,15,0,0,0,9,0,0,13,0,0,1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010100000,11,23,0,0,37,6,6,0,17,0,3,0,0,17,0,28,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,3,0,0,14,0,0,0,0,3,0,0,0,4,6,5,0,0,0,0,0,17,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1010100111,32,0,26,0,24,0,0,0,0,0,0,7,0,17,6,5,3,3,0,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,3,0,0,0,11,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,2,0,7,0,0,0,0,0
1010101010,29,6,13,0,0,0,5,5,0,0,2,0,0,0,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,11,2,0,0,0,0,0,0,0,0,15,0,0,7,0,6,0,0,0,0,0,5,0,6,21,0,0,4,11,0,5,8,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
1010111101,0,6,17,24,19,6,0,4,0,0,5,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,4,0,0,0,46,8,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,6,0,0,0,8,0,8,0,0,0,13,0,4,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1010111110,4,11,39,0,9,0,11,1,0,0,0,0,7,0,15,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,31,0,5,0,0,0,0,0,13,0,0,0,0,6,0,19,4,12,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7
1011010100,0,25,0,0,7,0,0,0,15,19,7,0,29,4,6,0,0,0,3,12,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,14,0,0,0,0,17,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011011011,0,0,14,10,0,0,0,18,0,0,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,6,0,0,0,0,5,5,10,0,0,0,16,0,5,0,0,10,0,6,22,0,0,8,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0
1100000001,42,21,0,11,0,2,0,0,9,0,8,0,0,28,0,0,0,0,0,0,0,0,0,19,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,6,5,3,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100000110,55,15,36,0,17,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,6,1,0,16,0,0,0,0,7,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,4,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1100001000,36,21,24,9,0,0,0,0,22,0,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,6,0,5,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100001011,51,0,32,15,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,8,11,10,0,0,0,0,0,0,0,0,0,0,0,6,13,8,0,0,0,0,5,0,7,0,0,7,0,15,0,0,0,0,0,0,0,0,0,16,0,2,0,4,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0
1100010111,23,24,26,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8,0,19,0,0,0,0,14,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,30,0,0,5,0,0,10,13,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0
1100100000,25,18,0,5,23,12,4,0,14,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,15,0,0,8,5,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,19,0,15,0,0,7,2,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0
1100101100,6,9,46,10,52,0,0,0,8,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,7,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,9,15,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1100111001,13,26,8,48,0,16,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,3,0,0,12,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0
1101000011,39,20,0,0,0,0,0,0,13,0,23,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,4,0,0,8,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,13,11,0,0,0,0,0,9,0,14,0,5,6,0,0,6,0,0,0,0,0,0,0,8,20,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1101000101,16,6,0,0,7,0,0,0,24,7,3,0,6,10,0,0,0,0,14,0,0,0,0,22,0,0,0,18,0,0,0,0,10,0,0,16,0,0,0,0,0,7,0,0,3,5,0,0,0,0,0,0,0,7,0,0,0,0,0,5,7,3,8,5,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1101001100,0,0,39,0,14,0,0,0,27,31,11,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,6,0,0,0,0,0,6,6,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,6,21,5,5,0,0,0,0,0,0,0,0,4,0,0,0
1101011110,5,16,44,0,0,0,0,0,0,11,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,0,0,0,20,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0,1
1101100100,0,0,0,0,41,0,0,0,31,0,0,0,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,10,0,6,11,0,0,0,0,0,0,0,0,3,0,0,7,0,1,4,0,0,0,0,0,0,0,0,0,0,14,6,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,14,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1101101111,6,0,66,10,26,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,6,0,0,0,13,8,0,4,0,0,6,0,0,1,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,12,0,12,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,5
1101110000,0,50,0,0,0,8,24,0,19,0,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,9,9,3,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,7,0,0,0,0,19,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0
1101110111,8,6,21,0,8,0,19,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,10,0,6,6,8,5,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,23,0,7,5,0,0,15,0,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,4
1110100101,0,0,0,5,9,2,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,24,0,0,12,14,11,0,0,0,0,0,0,9,0,0,0,0,10,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,25,0,0,9,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,11,0,0,0,0,4,8,5,0,0,0,0,0
1110100110,17,0,6,0,31,0,11,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,0,5,12,5,12,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,7,0,9,0,0,0,0,0,6,14,0,0,8,0,0,0,6,0,0,0,3,5,0,0,0,0,0,5,0,0,0,5,0,1,3,0,0,0,8,0
1110110100,0,19,5,0,27,8,10,0,0,0,0,0,24,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,4,0,0,7,0,0,0,0,0,0,0,0,32,9,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,0,0,0,0,9,0,0,0,0,4,0,8,0,8,0,5,7,5,4,0,0,0,0,0
1110110111,5,0,8,0,0,7,6,7,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,12,33,0,0,0,0,0,0,0,0,5,0,0,8,0,0,4,0,0,0,0,6,0,0,0,0,0,38,0,0,34,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,6,2,7,6,0,0,0,0,6
1111001011,0,0,10,0,0,0,0,0,6,0,34,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,6,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,23,0,11,9,0,0,0,0,0,0,0,30,7,0,0,4,0,0,0,0,5,0,6,0,0,11,0,0,0,0,0,0,0,4,7,6,0
1111001110,5,0,32,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,15,3,8,0,0,13,5,4,7,0,0,6,4,0,0,0,0,16,0,0,0,18,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,25,7,0,6,0,0,0,0,0,0,3,0,0,7,3
1111011001,0,5,0,21,0,0,0,0,3,0,58,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,5,0,4,0,12,0,0,0,0,0,0,3,0,0,7,0,2,0,0,0,0,7,4,7,0,0,0,15,0,0,4,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0
1111100010,3,0,0,0,1,0,21,0,18,0,11,0,0,0,0,39,0,0,0,8,0,13,0,0,0,0,4,0,0,0,4,0,0,0,12,0,0,0,24,0,0,0,0,5,0,0,0,6,5,0,8,3,11,0,0,0,0,0,0,0,0,8,0,4,0,0,0,4,0,2,6,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,7,0,1,0,0,3,0,0,0,0,0,0,0
1111111110,0,0,22,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,15,0,11,0,0,0,0,5,0,0,0,0,3,7,0,0,4,0,7,8,9,15,0,0,0,19,0,0,0,10,0,0,0,10,0,0,0,0,0,0,7,0,0,6,0,17,0,0,0,0,0,0,5,0,0,0,6,5,0,4,0,3,0,0,0,8,0,4,0,4,0
