,0000000011,0000010000,0000010111,0000011001,0000100100,0000110001,0000110010,0000111011,0001000000,0001001100,0001011000,0001110111,0001111100,0010000000,0010011100,0010100010,0010101011,0010110110,0011000101,0011010001,0011010110,0011100011,0011111110,0100000101,0100010010,0100011110,0100100001,0100100111,0100101101,0100110100,0100111010,0101001010,0101010110,0101011001,0101100010,0101100101,0101110001,0101111101,0110000011,0110001010,0110001111,0110010101,0110101000,0110101110,0111000100,0111000111,0111011110,0111100000,0111101011,0111101100,0111110110,0111111000,1000000010,1000010001,1000011011,1000011110,1000110101,1000111010,1001010000,1001010111,1001011101,1001100011,1001100101,1001100110,1001101001,1001101010,1010001001,1010010011,1010010110,1010100000,1010100111,1010101010,1010111101,1010111110,1011010100,1011011011,1100000001,1100000110,1100001000,1100001011,1100010111,1100100000,1100101100,1100111001,1101000011,1101000101,1101001100,1101011110,1101100100,1101101111,1101110000,1101110111,1110100101,1110100110,1110110100,1110110111,1111001011,1111001110,1111011001,1111100010,1111111110
0100101101,19,0,49,44,32,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,3,7,16,0,0,0,0,0,0,8,0,2,0,0,12,10,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100110100,0,59,15,0,46,4,18,0,0,0,0,0,29,0,0,0,0,4,0,0,0,0,0,16,0,3,0,3,15,0,0,0,6,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0100111010,68,37,27,8,0,0,22,17,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,25,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101001010,51,9,46,0,0,0,0,0,20,3,43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,22,0,0,0,9,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101010110,21,53,28,0,9,0,11,0,6,7,0,5,7,0,0,0,0,0,0,8,3,0,0,0,5,6,0,1,0,0,0,0,24,0,0,0,0,0,8,0,0,10,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0101011001,7,40,8,56,0,0,0,0,8,12,40,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0101100010,54,16,5,0,22,0,24,0,24,0,0,0,0,0,0,22,0,0,0,0,0,8,0,0,0,0,0,4,0,0,16,4,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0101100101,6,0,3,6,31,0,0,0,16,3,0,4,22,0,0,0,0,0,3,0,0,0,0,29,0,0,13,24,5,0,0,0,7,0,12,5,6,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0101110001,6,48,0,13,0,26,7,0,7,0,7,5,25,0,0,0,0,0,0,6,0,0,0,10,0,0,8,0,0,0,0,0,6,15,9,5,4,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0101111101,0,9,36,40,44,0,0,0,0,14,4,5,43,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,5,16,0,5,4,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110000011,59,17,13,0,0,0,0,0,7,0,0,0,0,17,0,11,5,0,0,0,0,4,0,7,0,0,6,2,0,0,0,0,0,0,0,0,0,0,9,8,5,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,26,0,0,5,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110001010,42,9,27,0,0,0,0,0,0,0,20,0,0,13,13,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,20,16,6,0,4,6,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110001111,11,0,89,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,9,0,0,0,4,9,0,0,0,0,0,0,0,0,0,6,15,16,16,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0110010101,4,30,25,13,5,10,0,0,0,0,0,0,0,4,4,0,0,0,6,7,0,0,0,26,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,5,78,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110101000,12,31,0,25,29,0,0,0,3,0,18,0,0,7,6,28,9,0,0,0,0,0,0,0,0,0,7,0,7,0,10,0,0,0,0,0,0,0,0,8,0,0,13,5,0,0,0,5,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
0110101110,3,0,59,0,33,0,0,0,0,0,0,0,0,0,10,16,6,7,0,0,0,0,8,0,0,7,0,2,4,0,15,0,0,0,0,0,0,0,0,5,16,0,16,3,0,0,0,0,0,5,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
0111000100,20,0,10,0,19,0,0,0,45,13,4,0,3,20,3,0,0,0,2,2,9,0,0,12,0,0,0,0,0,0,0,0,10,0,0,4,0,0,8,0,5,17,0,0,0,4,0,6,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0111000111,37,0,33,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,11,4,0,15,0,0,0,13,0,0,0,0,0,0,0,5,0,0,17,0,19,25,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111011110,7,0,56,0,0,0,0,0,0,16,14,0,12,0,13,0,0,0,0,5,10,0,3,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,5,8,0,15,0,6,0,0,0,0,0,0,5,6,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,12
0111100000,0,20,0,7,26,0,4,0,57,0,14,0,5,3,0,19,0,0,0,5,0,7,0,0,0,0,12,0,0,0,0,0,0,0,4,5,10,0,3,0,0,0,5,0,3,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,5,0
0111101011,23,0,31,15,4,0,0,12,0,0,28,0,0,0,0,13,9,0,0,0,0,15,0,0,0,0,2,2,0,0,11,0,0,4,11,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,2,0
0111101100,0,0,28,5,48,0,0,0,3,11,17,0,19,0,7,4,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,11,0,0,6,0,18,9,5,0,0,5,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0111110110,0,16,11,0,25,0,14,0,0,0,0,15,38,0,0,6,0,10,0,6,6,0,3,0,0,0,0,3,0,0,0,0,21,0,4,0,0,0,7,0,0,14,0,7,0,0,3,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
0111111000,0,43,0,8,0,0,4,0,7,3,73,0,20,0,0,6,0,0,0,5,0,0,5,0,0,0,0,0,0,0,13,0,0,4,0,0,4,3,0,0,0,0,8,0,0,0,0,5,5,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0
1000000010,97,20,5,0,2,0,8,0,5,0,0,0,0,19,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000010001,27,50,9,28,0,16,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,33,9,0,9,0,2,0,3,4,0,0,6,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011011,54,3,25,33,0,0,0,31,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,7,0,2,0,4,4,0,0,0,2,0,5,5,0,0,0,0,0,0,0,12,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011110,9,30,83,0,7,0,0,0,0,1,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,19,0,5,0,5,7,0,0,13,0,0,0,0,4,0,0,0,0,11,0,10,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1000110101,0,13,11,4,29,24,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,28,0,0,0,7,4,5,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,6,19,5,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000111010,42,22,14,4,8,0,25,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,7,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,4,0,12,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001010000,17,68,0,2,0,0,3,0,19,5,40,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,10,0,0,2,0,9,10,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1001010111,16,32,28,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,9,0,0,14,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0,5,12,8,7,0,5,0,0,0,2,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
