,0000101010,0001100000,0100111111,0101000001,0111010100,0111100000,1000011111,1000110011,1010101011,1011010011,1011010101,1011011111,1011100001,1100110010,1101000010,1110101010,1111010010,1111100010
0000101010,102,131,0,0,0,0,3,0,7,0,0,0,0,0,0,7,0,0
0001100000,9,225,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0
0100111111,33,106,22,0,0,0,66,0,5,0,0,0,15,0,0,3,0,0
0101000001,0,183,0,62,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0111010100,0,154,0,20,20,0,0,0,0,0,13,0,9,0,0,0,34,0
0111100000,5,204,0,4,5,0,0,0,0,0,0,0,9,0,0,0,20,3
1000011111,0,134,14,0,0,0,26,45,13,0,4,5,3,6,0,0,0,0
1000110011,15,145,0,0,0,0,5,50,12,5,0,0,11,7,0,0,0,0
1010101011,56,29,0,0,0,0,6,12,55,0,6,0,80,0,0,6,0,0
1011010011,0,77,0,8,0,0,0,54,2,54,32,5,14,0,0,0,4,0
1011010101,0,112,0,7,6,0,0,13,0,37,52,4,19,0,0,0,0,0
1011011111,0,82,9,0,0,0,40,19,13,34,50,0,3,0,0,0,0,0
1011100001,0,124,0,5,0,5,0,0,4,12,29,0,71,0,0,0,0,0
1100110010,18,125,0,0,0,0,0,21,4,0,0,0,0,44,11,27,0,0
1101000010,0,151,0,22,0,0,0,3,0,0,5,0,0,32,20,9,6,2
1110101010,72,69,0,0,0,0,0,0,30,0,0,0,18,35,2,22,0,2
1111010010,0,56,0,12,8,0,0,16,0,44,1,0,0,50,14,5,42,2
1111100010,16,88,0,0,0,6,0,0,3,12,8,0,32,20,21,25,19,0
